Index,Clue,Solution,Spaced_Solution,gemma_predicted,gemma_solved_answer
109340,Catastrophic changes to a musical,calamitous,calamitous,anagram,CALAMITOUS,1
75905,"Brewer's lad, eg working as a flier",sedgewarbler,sedge warbler,anagram,SEDGE WARBLER,1
149,I held wrong capital,delhi,delhi,anagram,ISLAM,0
93972,"From barn, as horse led out, they steer",handlebars,handlebars,anagram,STEERABLES,0
67873,Old girl working as model,damosel,damosel,anagram,EXAMPLE,0
39078,Rap song and wild flower,snapdragon,snapdragon,anagram,SNAPDRAGON,1
117459,Club menu the AA had changed?,athenaeum,athenaeum,anagram,ATHENAEUM,1
109517,Spooner's municipal sewer prescribed for a lazy student,downtrain,down train,anagram,SLOW COACH,0
49343,Film awards back to front at the back,abaft,abaft,anagram,STERN,0
113229,Protect against wild speculation (odds off),inoculate,inoculate,anagram,INSULATED,0
84642,US city turning up in atlas,saintpaul,saint paul,anagram,SALT LAKE,0
115649,"I err, made drunk and getting more vague",dreamier,dreamier,anagram,DREAMIER,1
30440,Stable chap stole pickled cucumber in the end,ostler,ostler,anagram,OSTLER,1
98828,"Flighty young woman says: ""Father swallows bad apple""",flapper,flapper,anagram,SAPPIER,0
65753,"Conductor, oddly, became hot",beecham,beecham,anagram,MAESTRO,0
92841,"Its subject: in messy warfare, male lost",afarewelltoarms,a farewell to arms,anagram,A SOFTWARE OF MALE,0
128356,Sporty car's first one produced for islanders,cypriots,cypriots,anagram,CYPRIOTS,1
50740,Old navigator giving coiners trouble,ericson,ericson,anagram,CRONIES,0
129752,Here's the latest deplorably bad ratatouille!,readallaboutit,read all about it,anagram,READ ALL ABOUT IT,1
49672,Retired men need purpose to get up,rouse,rouse,anagram,ARISE,0
132726,"Cash substitute, if Kent got hit",gifttoken,gift token,anagram,BANK NOTES,0
12846,"Seasoned beef as ""Armpit Stew""",pastrami,pastrami,anagram,PASTRAMI,1
46135,In which train times are disrupted!,transit,transit,anagram,STATION,0
81650,"Novelist nicking lines from Moliere?, lazy hack!",emilezola,emile zola,anagram,SAKI PONY,0
6025,How the rise is transformed with this beastly carving!,whitehorse,white horse,anagram,WHITE HORSE,1
62463,Places of danger to sailors suffering with sore heels,leeshores,lee shores,anagram,SEA SHELLS,0
119150,I'm cold - I move home,domicil,domicil,anagram,DOMICILE,0
102285,Island for outcast in Copperbelt,corfu,corfu,anagram,LEPER,0
138037,"Arbitrary comment, I agree, is kind of average",geometricmean,geometric mean,anagram,ARBITRARY MEAN,0
103277,Part of Spain's rainy and scandal-wracked,canaryislands,canary islands,anagram,CANARY ISLANDS,1
84538,Heap makes a bushel,epha,epha,anagram,HEAP,0
83490,What's French and saucy incited Americans' glee,cremeanglaise,creme anglaise,anagram,CREME ANGLAISE,1
95692,Buses start running irregularly out of the centre,suburbs,suburbs,anagram,SUBURBS,1
10193,Payment for artist making a comeback,reward,reward,anagram,REWARD,1
65050,Animal put out by the ear,ratel,ratel,anagram,STEER,0
70515,Subverting enemy country,yemen,yemen,anagram,YEMEN,1
139377,"Fabric items, manufactured stuff for Germany",macrame,macrame,anagram,DAMASKS,0
39838,Hero Elsie had declared,elcid,el cid,anagram,LE OUI,0
121110,Tiddley explosive,lyddite,lyddite,anagram,BLASTED,0
11892,Realist to upset philosopher,aristotle,aristotle,anagram,ARISTOTLE,1
34412,Go after switching neon sign,noentry,no entry,anagram,NO ENTRY,1
91652,Drains designed to reach the lowest depths,nadirs,nadirs,anagram,NADIRS,1
35821,A bus broken down on the way is ridiculous,absurd,absurd,anagram,ABSURD,1
62753,"With a degree, true: his work is not polished",amateurish,amateurish,anagram,UNFINISHED,0
14704,French model Nicole stripped for casting?,clio,clio,anagram,MOLD,0
125198,Awkward to do then with precision,onthedot,on the dot,anagram,ON THE DOT,1
84706,Get lady confused with poet,lydgate,lydgate,anagram,SHELLEY,0
126022,Becoming attached to band after getting head turned,adhering,adhering,anagram,ADHERING,1
141355,Mars - a visit (ET) to be arranged?,vitiates,vitiates,anagram,SABOTAGE,0
67503,Engineer left broadcasting: one's unable to stick it,teflon,teflon,anagram,TEFLON,1
56720,A driven out intruder,invader,invader,anagram,INVADER,1
22400,The foreign fashion revealed by a singing John,elton,elton,anagram,MODAL,0
104651,Silly gag about Wossy's comeback - he started it!,aggressor,aggressor,anagram,GAYSSOWAG,0
9830,Insect biting back inside cave,beware,beware,anagram,MIDGE,0
60795,Plant fruit trees here? One for middle of park,orchid,orchid,anagram,ORCHID,1
17555,A band from the capital to boot,also,also,anagram,ALSO,1
106550,Does up building that's not authentic,pseudo,pseudo,anagram,PSEUDO,1
87740,Prejudice runs riot - body of law needed,jurisprudence,jurisprudence,anagram,JURISPRUDENCE,1
70853,Dubious heirs to Switzerland's treasure,cherish,cherish,anagram,CHERISH,1
79084,"When free, retire to a place abroad",eritrea,eritrea,anagram,LIBERIA,0
43852,Creating anger over maximum flight distance,range,range,anagram,RANGE,1
122957,Sex in Esquire's spread needs …,requisites,requisites,anagram,EXIGENCIES,0
82689,"One sport he worked on, nearing defeat",ontheropes,on the ropes,anagram,ON THE ROPES,1
103051,Unusually precise about line for title role,pericles,pericles,anagram,PRINCELY,0
25878,"Time saved by unscrambling of a Gemini crossword, primarily cryptic",enigmatic,enigmatic,anagram,ENIGMATIC,1
3245,Region sadly showing neglect,ignore,ignore,anagram,IGNORE,1
90521,Charley's Aunt erotic? Take a walk!,saunter,saunter,anagram,SAUNTER,1
3898,Clients designed template,stencil,stencil,anagram,STENCIL,1
30668,"It's poisonous, thanks to natural mutation",tarantula,tarantula,anagram,TARANTULA,1
80064,Even up things with rate distribution,straighten,straighten,anagram,SQUARED OFF,0
93872,"""Music"", which is derived from the bloody Muse",moodyblues,moody blues,anagram,BLOOD MUSIC,0
98507,Wild cat's feline creature for hiding in tree,leafinsect,leaf insect,anagram,CATALPA TREE,0
123133,"Once unit has regrouped, carry on",continue,continue,anagram,CONTINUE,1
52613,Roads meet in confusion round the North; they can improve things,emendators,emendators,anagram,MODERNATES,0
65739,Goodly beer right for knocking back,large,large,anagram,REGAL,0
48304,"To prepare, he corrected with eraser",rehearse,rehearse,anagram,REHEARSE,1
139034,"Circling island, misplaces cultivated field",specialism,specialism,anagram,CORNFIELDS,0
121774,"Settlement of rent, once due needs to be met",encountered,encountered,anagram,ENCOUNTERED,1
116704,Green University don could become experienced,undergone,undergone,anagram,SEASONED,0
87084,Chairman's out to provide violent opposition to the government,anarchism,anarchism,anagram,REBELLION,0
32455,Ask to tear net in pieces,entreat,entreat,anagram,ENTREAT,1
111353,Draw mob and see wild mayhem,disembowel,disembowel,anagram,BOMBARDMEN,0
54819,Performance of coital nous in close contact,osculation,osculation,anagram,OSCULATION,1
108648,Fraudulent cutie fled in disarray,deceitful,deceitful,anagram,DECEITFUL,1
50432,Chicken causing a crowd disturbance,coward,coward,anagram,COWARD,1
5223,Ornate enamel apt for sign,nameplate,nameplate,anagram,ELABORATE,0
121050,"Compiler's not right, unsound - controversial debate?",polemics,polemics,anagram,CONTROVER,0
26153,Criminal gets Gill confused with ale,illegal,illegal,anagram,ALLEGED,0
108393,"Wide path, a mere folly, that has its highs and lows",weathermap,weather map,anagram,SINE WAVE,0
120878,Massive thing lit a haven development,leviathan,leviathan,anagram,LITHOGRAPH,0
102003,Living with old Medici reproduction,domiciled,domiciled,anagram,MODERNISM,0
99236,They take risks travelling outside end of slope,skiers,skiers,anagram,SKIERS,1
47882,Villainous relative slain - clues available,unclesilas,uncle silas,anagram,PLAIN SALES,0
62044,Tape larks when camouflaged,lapstrake,lapstrake,anagram,PRANKSTER,0
102422,Upset at dense part of London,eastend,east end,anagram,EAST END,1
49333,Schematic representation of articles of faith,catechism,catechism,anagram,DIAGRAMS,0
52444,Equipment to slice nice ham,machine,machine,anagram,MACHINE,1
128189,"Napier's figures almost right, not entirely wrong",logarithms,logarithms,anagram,LOGARITHMS,1
107670,Had Belgians (or Bengalis) turned out Asian?,bangladeshi,bangladeshi,anagram,BANGLADESHI,1
24203,"Romantic songs in silly riddle, after point for daughter",lieder,lieder,anagram,LIEDER,1
86852,Kept touring Dorset,stored,stored,anagram,STORED,1
115801,Sex hormone replaced on gander,androgen,androgen,anagram,ANDROGEN,1
110695,Ref rants about changeover,transfer,transfer,anagram,TRANSFER,1
673,Lofty range of latest shifts,falsetto,falsetto,anagram,HIMALAYA,0
93595,Reformed Chapel anthems used to promote the virtues of water,cheltenhamspa,cheltenham spa,anagram,HEALTHY SPA,0
79404,"On North by Northwest, upset over one late director",winner,winner,anagram,RECTOR,0
27966,False plea men put to a jury,empanel,empanel,anagram,EMPALEA,0
38945,Lead present in unusual spell of rain - it's blissful,nirvana,nirvana,anagram,ELATION,0
141701,"Dearie me, I'm so disorganised - reminders needed!",aidesmemoire,aides memoire,anagram,DAILY REMIND,0
100936,Uncultivated to blow off with loud noise,lowbrow,lowbrow,anagram,BLOWOFF,0
46130,These islands provide a free love style,faeroe,faeroe,anagram,SASHES,0
138522,Making changes in device isn't encouraged,incentivised,incentivised,anagram,MODIFICATION,0
127798,Shank used to position these,skeandhus,skean dhus,anagram,TABLE LEGS,0
44503,Opening vocal variation to Elgar's first,alcove,alcove,anagram,CLOACA,0
8008,"Tool isn't blue, not black variety",utensil,utensil,anagram,VARIANT,0
45931,Screen has crimson centre and unusual rose edging,reredos,reredos,anagram,MONITOR,0
104466,"Aggressive libels come out, millions being lost",bellicose,bellicose,anagram,BELLICOSE,1
64543,It currently controls rose that is rambling,rheostat,rheostat,anagram,RHEOSTAT,1
69633,Islands getting many account transfers,cayman,cayman,anagram,CAYMAN,1
60170,Free terrorists snap title up,emancipate,emancipate,anagram,EMANCIPATE,1
134236,"Mopes about, exiting Olympic Games racked with muscle pain",myalgic,myalgic,anagram,MYALGIA,0
78829,It's sweet of Republicans to keep banging drum,gumdrop,gumdrop,anagram,SORBETS,0
42633,Tries an awful wine,retsina,retsina,anagram,SAMPLED,0
26693,Push out bowel movement,elbow,elbow,anagram,EXPEL,0
43802,Responding to a phone call about disturbing news,answering,answering,anagram,ANSWERING,1
33631,Find short Arthur Dent's stripped off,unearth,unearth,anagram,DISCERN,0
117531,"Fountain tee shot smashed, in the President's words",stateoftheunion,state of the union,anagram,STATE OF THE UNION,1
141773,Plots involve danger close to Paris,gardens,gardens,anagram,GARDENS,1
69673,Mixture of feta and rice served by a restaurant,cafeteria,cafeteria,anagram,CAFETERIA,1
55791,Body cover for unexpected demise - RIP,epidermis,epidermis,anagram,EPIDERMIS,1
63844,How soon will women combine with unity? An enigma,anyminutenow,any minute now,anagram,THE SHEER ONE,0
49933,"Tempestuous character - one found in Lear, perhaps",ariel,ariel,anagram,ARIEL,1
20188,Freedom encourages my aunt to keep ducks,autonomy,autonomy,anagram,AUTONOMY,1
21975,Disturb please - on the contrary for kipper's state!,asleep,asleep,anagram,ASLEEP,1
46570,Treasure article lost coming from the news agency,reuters,reuters,anagram,REUTERS,1
133340,Lack of zip in cold ENE winds,indolence,indolence,anagram,INERTNESS,0
69861,"Revival of ""Cats"" includes nothing that's by Puccini",tosca,tosca,anagram,TOSCA,1
82148,"As a kebab, after weeks rotten and bloody",skewered,skewered,anagram,WRETCHED,0
116070,Tenor in drunken choir fought for fort? Not in such a dialect,rhotic,rhotic,anagram,RHOTIC,1
67109,Nice foreign recipes,precise,precise,anagram,PRECISE,1
54894,Mutant rook made a child's pet,tantrum,tantrum,anagram,CHIMERA,0
95588,Row developing in court,ruction,ruction,anagram,NOCTURN,0
72105,Fire at mate? Trouble in due course,afteratime,after a time,anagram,CLOSE AT HAND,0
126223,Italian cathedrals arouse odium,duomi,duomi,anagram,DUOMI,1
120225,What sweat will do via pores in transformation,vaporise,vaporise,anagram,EVAPORATE,0
129333,Questioning of Socrates most common,coarsest,coarsest,anagram,SOCRATIC,0
81381,Lives in des res I converted,resides,resides,anagram,RESIDES,1
44415,"Cross waves in secret to defect, ultimately",intersect,intersect,anagram,TRAVERSED,0
25616,Pat his arm in error,irishman,irishman,anagram,PHANTASM,0
69862,Operatic heroine cast down about love?,tosca,tosca,anagram,DIDO,0
140576,A Hebrew pronunciation of 'Hankies out all over Arizona',ashkenazi,ashkenazi,anagram,SOPHISTIC,0
96257,Auntie Deb's silly gas,butadiene,butadiene,anagram,BUTADIENE,1
33088,Order posted by tyrant,despot,despot,anagram,DESPOT,1
97433,Drivers of the stage knocked out Comanche,coachmen,coachmen,anagram,COACHMEN,1
133861,Doctor healing great ills,allergist,allergist,anagram,ALLERGIST,1
134156,Main distance from actual line I'm dancing,nauticalmile,nautical mile,anagram,SHIPPING LANE,0
36272,"With backing, shoots in the foot - typical!",serif,serif,anagram,MODEL,0
100331,Liner fan may be damned,infernal,infernal,anagram,STEAMING,0
139257,Laymen deceived shabbily,meanly,meanly,anagram,MISLED,0
102796,Cities laid out in a way that's impractical,idealistic,idealistic,anagram,ASYMMETRIC,0
136713,Thatcherite maybe stirring up a rebellion,neoliberal,neoliberal,anagram,INSURGENCY,0
102844,"Cleo, a girl, becomes symbolic",allegoric,allegoric,anagram,ALLEGORIC,1
14120,Ludicrous car tax - this hanging round your neck?,cravat,cravat,anagram,CRAVAT,1
137929,Greek characters retire operating system,unix,unix,anagram,UNIX,1
106799,Almost reverse Jewish experiences,times,times,anagram,LIVES,0
17732,Sergeant out to part friends,estrange,estrange,anagram,STRANGER,0
114936,"A colonic ailment less constant, requiring treatment that's soothing",calaminelotion,calamine lotion,anagram,SEDATIVE LOTION,0
78676,True-to-life articles I reviewed,realistic,realistic,anagram,REALISTIC,1
78827,"Fearful and upset, I therefore shut up",ogreish,ogreish,anagram,SIDERAL,0
110158,Possibly the bed's a place of healing,bethesda,bethesda,anagram,HOSPITAL,0
62945,Non-alcoholic drink brewed in East,tisane,tisane,anagram,NECTAR,0
19273,"Dead? Yes, possibly, and near to tears",sadeyed,sad eyed,anagram,EYE WASH,0
52394,"Rash of the skin, not initially red",epidemic,epidemic,anagram,EPIDEMIC,1
15686,"Worn thin perhaps, so it's included free",thrownin,thrown in,anagram,THREADED,0
100630,Eisteddfod venue organised on legal lines by knight,llangollen,llangollen,anagram,SKELLIGS,0
99315,The nicest society can show irritability,tetchiness,tetchiness,anagram,TETCHINESS,1
133893,Plant turning out eg lasers,eelgrass,eelgrass,anagram,GERBERAS,0
75890,"Flower show out of place, shortage of air about",poinsettia,poinsettia,anagram,SNAPDRAGON,0
94991,Mr North struggling in the grip of deranged genius,mastermind,mastermind,anagram,CONTENDING,0
51953,Missile destroyed depot storing gold,torpedo,torpedo,anagram,TORPEDO,1
49637,Itinerant itinerants lose one itinerant,transient,transient,anagram,VAGABONDS,0
14011,"Volunteers of yore, with many suffering",yeomanry,yeomanry,anagram,OFFERING,0
130357,Liqueur I found in Bermuda all over the place,drambuie,drambuie,anagram,AMBUIRED,0
23935,Disposition of uncle to have a fling,flounce,flounce,anagram,TENDENCY,0
61077,Watches Rose dancing - horrors!,eyesores,eyesores,anagram,HORRORS,0
26259,Old soldier - there could be a few neater characters,veteran,veteran,anagram,VETERAN,1
48223,Is one picky as Patton?,optant,optant,anagram,PICKY,0
117164,Where Hamlet slept with no alternative in Somerset?,sheptonmallet,shepton mallet,anagram,ELSINORE CASTLE,0
137679,Comfortable about weaponry,guns,guns,anagram,EASY,0
60986,Haiti cops dressed in pale green,pistachio,pistachio,anagram,HYACINTH,0
15774,"Sea creature - as usual, it changed after new start",nautilus,nautilus,anagram,ANEMONES,0
87622,Shipwreck leading to an oil discharge on a Caribbean island,hispaniola,hispaniola,anagram,FOUNDERING,0
79494,Criterion for replacing dirty cask,yardstick,yardstick,anagram,YARDSTICK,1
121817,Pole dancing with sex? Four charged,explosive,explosive,anagram,EXPENSIVE,0
36557,Need spin for PM,eden,eden,anagram,EDEN,1
77650,Nice walk I'd arranged on unknown Roman road,icknieldway,icknield way,anagram,WATLING WAY,0
86637,Arab playing with Brian's rugby team,barbarians,barbarians,anagram,SIDI-BRIAN,0
106805,A badger in lift touring hot country,ghana,ghana,anagram,INDIA,0
92441,What setters get from trying to make clues right?,ulcers,ulcers,anagram,PROOFS,0
138719,"Records, say, see Arsenal dribbling around D",calendars,calendars,anagram,CALENDARS,1
5549,"Tricky maths, introduction to algebra, bringing complaint",asthma,asthma,anagram,ASTHMA,1
123428,Clarify dodgy clue that's holding a little back,elucidate,elucidate,anagram,ELUCIDATE,1
86468,Time allowed for preparation once varied with it,notice,notice,anagram,NOTICE,1
115754,Called back to growl,gnar,gnar,anagram,GNAR,1
12074,Low gear involved finding place to leave a boat,moorage,moorage,anagram,DOCKING,0
3137,Like compilers noticing anagrams with cry of surprise,incognito,incognito,anagram,COGNITION,0
134973,Buoys let loose without much reason,obtusely,obtusely,anagram,ABSOLUTE,0
110124,"Play golf with Olympian, getting thrashed",pygmalion,pygmalion,anagram,PLASTERED,0
104626,This man's Merlot perhaps lacking body? On the contrary,edwin,edwin,anagram,SAPPY,0
25674,About ten engineers turned to go in,enter,enter,anagram,TENON,0
127545,"Everything we hear is ideal, but endlessly complicated",audible,audible,anagram,IDEALLY,0
3130,In small boat travelling into unknown,incognito,incognito,anagram,INCOGNITO,1
128724,Stir miso soup faster,piumosso,piu mosso,anagram,MIX UP SOS,0
96069,"Nancy takes ego trip, which is lethal",cyanogen,cyanogen,anagram,POTERING,0
19936,"Despite what's been said, a rat fell out",afterall,after all,anagram,AFTER ALL,1
141399,South-east Asian fellow's upset young Arab?,foal,foal,anagram,SIAM,0
42097,Terminal heart trouble,earth,earth,anagram,DEATH,0
121507,Drama student may be fast to embrace translated Greats,stagestruck,stage struck,anagram,STAGE STRUCK,1
108234,A bird could be harmful if headless,fulmar,fulmar,anagram,CANARY,0
821,"Unfortunately, dieter's eaten last of gateau, it's learned",erudite,erudite,anagram,ERUDITE,1
43990,"Dancing girl lay behind house, the object of desire",holygrail,holy grail,anagram,HOLY GRAIL,1
25838,First set off Bob to list Answer's Blowin' In The Wind,oboist,oboist,anagram,BREEZE,0
61995,Dame Edna's initial career as terrible mother,medea,medea,anagram,DREAR,0
104834,"In need of a life, you seize broadcast of old Jewish party",sadducees,sadducees,anagram,ZIONISTS,0
23817,Oscar set puzzle for philosopher,socrates,socrates,anagram,SPINOZA,0
95416,Sceptic acting so badly,agnostic,agnostic,anagram,AGNOSTIC,1
26094,Resentful god overthrown,sore,sore,anagram,SORE,1
112102,Shaken Queen restrains one of the horses,equine,equine,anagram,EQUINE,1
71575,Pasta recipe created for tyrant,satrap,satrap,anagram,DESPOT,0
111209,"At first, Megan upset Harry, throwing away a gift of perfume",myrrh,myrrh,anagram,MYRRH,1
90226,"Exhibition of Spode's ""Troy"" ersatz vessels",destroyers,destroyers,anagram,DEPOSITARY,0
73763,Quiet sort of arboreal animal,polarbear,polar bear,anagram,SLOW LORIS,0
88457,"Doctor is apt, going round part of hospital, to see them?",patients,patients,anagram,ADAPTORS,0
6748,Status of small container set out,caste,caste,anagram,STATE,0
103030,Car and lorry close after crash,rollsroyce,rolls royce,anagram,TOTAL LOSS,0
57288,Writhe on crumbling doorstep,threshold,threshold,anagram,THRESHOLD,1
11699,MP teased about mad rush,stampede,stampede,anagram,STAMPEDE,1
37457,"Change for a quid at the ""Flag"" from drinks",daiquiris,daiquiris,anagram,COCKTAILS,0
4643,Head of oldest and most outlandish prehistoric beast,mastodon,mastodon,anagram,MASTODON,1
100484,Nags drunken tinker for no good reason,needlessly,needlessly,anagram,GRATUITOUS,0
138072,English run grim economy badly: things'll get ugly!,nomoremrniceguy,no more mr nice guy,anagram,GO FROM BAD TO WORSE,0
