Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
53710,Irregular green semicircle turns up on top of table,deviant,deviant,anagram,CRESCENT,0
82235,"Naps killed cat, excited by amorous activity",slapandtickle,slap and tickle,anagram,CAT NAPS,0
85145,Little boy traps female into consent for promotion of photosynthesis,leafgreen,leaf green,anagram,BOY FRIEND,0
108647,"Cute, if led astray, becoming two-faced",deceitful,deceitful,anagram,DECEITFUL,1
122178,Exclusive brand meant dear product,tradename,trade name,anagram,COSTLY,0
101254,"Doubtless, mistake offends client",selfconfident,self confident,anagram,DOUBTFUL,0
128855,She possibly reports hand straying after American leaves for Italy,thirdperson,third person,anagram,SHE REPORTS,0
63558,"Timon, I say, is disposed to hate",animosity,animosity,anagram,ANIMOSITY,1
100348,Must a shine somehow indicate fire?,enthusiasm,enthusiasm,anagram,MUSTARD,0
58963,Exasperated with Dave and ragtag ensemble,aggravated,aggravated,anagram,DISGRUNTLED,0
60374,Bloater's not a bad sea food item,lobster,lobster,anagram,HADDOCK,0
110353,Musical acrobatics could produce bad neck and ear,breakdance,break dance,anagram,TONGUE TWIST,0
68981,A main source of embryonic membrane,amnia,amnia,anagram,AMNION,0
63995,Fierce storm on the coast of Brazil,recife,recife,anagram,TROPIC,0
62207,Musician's skill rescued tarnished gig,sightreading,sight reading,anagram,GUITARIST,0
76568,"As arranged, I'm seated with second cup of coffee",demitasse,demitasse,anagram,DECAFIMIZED,0
32620,Progressive brought new Communist order about,modern,modern,anagram,REDRAFT,0
31384,Assigned task of putting clock back,remit,remit,anagram,ASSIGN,0
78888,This old boneshaker is a strangely loved piece,velocipede,velocipede,anagram,BICYCLE,0
122697,"Shake up orange vigorously, carried by rocket",reorganise,reorganise,anagram,ORANGEADE,0
28956,Rushes round to see the Primate,rhesus,rhesus,anagram,GIBBON,0
126904,Heard to put artic into reverse at some degree,baccalaureate,baccalaureate,anagram,HEMISPHERE,0
52581,A Bovril recipe that's revolutionary,bolivar,bolivar,anagram,BOVINE,0
26426,Do something different with cold celery,recycle,recycle,anagram,CELERY,0
106194,I help with gigs - I adore travelling,roadie,roadie,anagram,ADORE,0
59197,Nice men upset by bearing superiority,eminence,eminence,anagram,MENSCHES,0
104574,Last nasty messy problem for adviser with computer,systemsanalyst,systems analyst,anagram,COMPUTER,0
139444,Revised bible held by a theologian's all made up,adlibbed,ad libbed,anagram,ASIDE,0
136819,"Faith being questioned in party heading for office, amid dubious claims",iconoclasm,iconoclasm,anagram,QUESTIONED,0
48494,Not one anti-beer?,inebriate,inebriate,anagram,NONBEER,0
61107,Islam's enigmatic religious book,missal,missal,anagram,QURAN,0
120857,I don't mess with leaf stripper,defoliant,defoliant,anagram,PRUNER,0
119024,Dreamer in dunce's cap is teased,escapist,escapist,anagram,DREAMER,0
14524,"Put in post at suite, perhaps",situate,situate,anagram,INSERT,0
21801,Moving praise for the old country,persia,persia,anagram,GREECE,0
84100,After analysis we had this Freudian impulse,deathwish,death wish,anagram,EGO,0
96200,Late actor has shifted tree to the left,sharif,sharif,anagram,BOWING,0
107056,Trailer for Edward Lear's capital nonsense?,dawdler,dawdler,anagram,LEARNED,0
39343,Fibres working loose in underpants,briefs,briefs,anagram,FIBRE,0
126766,"Paint can out, red is stirred",undercoat,undercoat,anagram,CANDIDLY,0
90004,"A relation's ground, or grounds",rationale,rationale,anagram,RELATION,0
131147,Bizarre muddle I clear up,peculiar,peculiar,anagram,BIZARRE,0
61148,Drink leads to nasty reaction at university,cointreau,cointreau,anagram,DRINKERS,0
6422,Verne's undisciplined banker,severn,severn,anagram,VERNEAN,0
98733,Lily's relative pole dancing with dash,asphodel,asphodel,anagram,LILYPADS,0
37091,Casters may be working to find one,actress,actress,anagram,CASTERS,0
20166,"Standing still, but not against reform",stagnation,stagnation,anagram,STANDING,0
14400,Antique objects found in battered raincoat after the last King George,victoriana,victoriana,anagram,ANTIQUE,0
107057,Waddle about with right loafer,dawdler,dawdler,anagram,WADDLE,0
70056,Where tramlines turn around,terminals,terminals,anagram,TERMINUS,0
18145,Manger apt to be shown transformed by star,pentagram,pentagram,anagram,GOSPEL,0
91581,"Catching cousin with goat, disturbed",contagious,contagious,anagram,CATCHING,0
60113,They're assumed to raise sail in rough sea,aliases,aliases,anagram,CREWED,0
67017,Stuff that's left out,felt,felt,anagram,GIST,0
135725,"Puny chap burying head, awfully miserable",unhappy,unhappy,anagram,SADNESS,0
27872,Slave-owner's turned to tea producer,assam,assam,anagram,TEA,0
92011,"Missing date, shambolic developers come round too late",oversleep,oversleep,anagram,DEVELOPER,0
37390,"Put half a grand on dodgy palomino ""No-No"" after studying this document?",diploma,diploma,anagram,MANUSCRIPT,0
42683,Oval cone not completely reshaped?,volcano,volcano,anagram,CONE,0
109448,"Attacked after broadcast, alas, is duke out of the country?",assailed,assailed,anagram,DUKEOUTS,0
8743,What could be finer to conclude?,infer,infer,anagram,FINER,0
26772,Ecus under negotiation with no strings attached,unsecured,unsecured,anagram,ECUSIONS,0
139924,"Extinct arthropods, one preserved in lobster, it could be?",trilobites,trilobites,anagram,LOSTLOBSTER,0
33944,Astute misrepresentation of the figure,statue,statue,anagram,ASTUTE,0
91895,Current producer of coral involved in retail,solarcell,solar cell,anagram,CORALRETAIL,0
114542,As an artist I reenact my career,traceyemin,tracey emin,anagram,ARTISTCAREER,0
35336,Guns are raised in this game,stag,stag,anagram,GUNS,0
14771,Extraction possibly due to Bond?,educement,educement,anagram,EXTRACTION,0
19356,Southeastern rail trips by one from another country,israeli,israeli,anagram,SOUTHEAST,0
91812,Mad hatter drinking limitless tea in operational part of hospital,theatre,theatre,anagram,THEATER,0
98167,Technique pioneered by Disney into a main production,animation,animation,anagram,ANIMATION,1
87221,Examiner is in wrong street,tester,tester,anagram,STREET,0
141655,"In charge in any pub, moving stock up frantically",panicbuy,panic buy,anagram,BAR STOCK,0
28916,Distressed emu ill on floor-covering,linoleum,linoleum,anagram,MUSCOVITE,0
133164,Hot meal enlivened with a drop of neat alcohol,methanol,methanol,anagram,CASSEROLE,0
93259,"Rose may be single, desperately seeking husband",english,english,anagram,ROSEMARY,0
22767,"Wild flower with tag, ""Light of Evening""?",afterglow,afterglow,anagram,EVENING PRIMROSE,0
138908,"Tip of rhubarb? No, I crave tripe!",carnivore,carnivore,anagram,RHUBARB,0
49163,In which real duty is abandoned!,adultery,adultery,anagram,DUTIFUL,0
47840,"""Morning"" from Grieg: ten pieces",greeting,greeting,anagram,MORNING,0
136586,Policy Americans go wild for,reaganomics,reaganomics,anagram,POLICYMAKERS,0
1349,"Interior decoration, pretty as can be",tapestry,tapestry,anagram,DECORATE,0
88081,A coal tit changing gear,tailcoat,tail coat,anagram,COLD TURKEY,0
64999,Ada being nasty? Just having a laugh,badinage,badinage,anagram,DARK HUMOR,0
116613,Hormone replacement for bird,moorhen,moorhen,anagram,ESTROGEN,0
120826,"""Pass him, anyway"" - how accidents result",mishaps,mishaps,anagram,CRASHES,0
120636,"Concisely written ultimately, French produce cracking poem",inbrief,in brief,anagram,EN POEM,0
80700,Spiel includes point in sprinkling chips with salt,salespitch,sales pitch,anagram,POINT SALE,0
3559,A steep fluctuation in old currency,peseta,peseta,anagram,SWING,0
108146,Argue about holding stake in contract,guarantee,guarantee,anagram,ARGUMENT,0
77029,"Stone from a ring, replaced before the centre's fallen out",granite,granite,anagram,GARNET,0
11644,"Queen's favourite isle? Crete, possibly",leicester,leicester,anagram,QUEENSLAND,0
77076,Prom performers duck out of this world,temporal,temporal,anagram,DYSTOPIA,0
35412,Exploding grenade creates disorder,derange,derange,anagram,RANGLED,0
136903,Annalist busy acquiring old papers,nationals,nationals,anagram,ARCHAIST,0
39635,Is perversely advanced still,silent,silent,anagram,ADVANCED,0
132163,Daisy's relative's crazy over crazy girl about love,marigold,marigold,anagram,DAISYCHAIN,0
93581,Saw mishap jumping over sort of gate,aphorism,aphorism,anagram,MISHAP,0
51639,"Act less, try broadcast for radio once",crystalset,crystal set,anagram,RADIO PLAY,0
38576,Cancel a do strangely retaining odd bit of finale which is forgettable,oldacquaintance,old acquaintance,anagram,A DOZEN CANCELLED,0
98379,Literary traveller initially altered Eliot's character,tulliver,tulliver,anagram,TRAVELLER,0
130069,"Some ran badly, running not being their sport",oarsmen,oarsmen,anagram,MARATHON,0
141893,"My sonny's ill - tired and worn out, maybe",synonyms,synonyms,anagram,SONNY,0
89361,It turns green once church leaves Devon town,tiverton,tiverton,anagram,EXETER,0
127533,Such a suit might make Ian pretty upset,paternity,paternity,anagram,ANXIETY,0
68770,"What the Israelites went through the wrong way round, getting cooked very fast",seared,seared,anagram,EXILE,0
73753,Partner would make supermarket run if opening of tills moved to the earliest slot,escort,escort,anagram,TILL,0
114354,Very nice romp - and hard all the way,everyinch,every inch,anagram,NICE ROMP,0
35559,Circus artiste's value is tumbling,acrobat,acrobat,anagram,ARTISTE,0
30371,Subsequently the French turned sideways,lateral,lateral,anagram,AFTERNOON,0
50444,Came clean: he'd worse troubles,showered,showered,anagram,UNBURDEN,0
131864,Copies I need to revise at times,imitates,imitates,anagram,DUPLICATE,0
72199,Lime and cats affected plant,clematis,clematis,anagram,CATASTRO,0
129321,"Making pie, I'd most bananas made best use of",optimised,optimised,anagram,IMPROVISED,0
138319,"Herb we eat with bliss, when cooked",sweetbasil,sweet basil,anagram,BASIL PESTO,0
40313,Food out East,eats,eats,anagram,MEAL,0
96041,"Short of time, they run about in stadia",greyhounds,greyhounds,anagram,ATHLETICS,0
13152,Nearly caught involved in crime,larceny,larceny,anagram,NEARLY,0
79168,Lady of ill report,porter,porter,anagram,DAME,0
73672,Footwear's the making of Sal,sandal,sandal,anagram,SANDAL,1
140260,Short-changed minor name in finance,rothschild,rothschild,anagram,DISCOUNT,0
65634,Place for finding big hats and misshapen coats,ascot,ascot,anagram,HATTER,0
130920,Registers failing to show separate A&E charges,indicts,indicts,anagram,LEDGERS,0
108131,Such a church can omit choral composition,romancatholic,roman catholic,anagram,CATHEDRAL,0
43206,Cheese is strong when expected,feta,feta,anagram,AGED,0
54482,It's not normal to make dancing bear caper without money,aberrance,aberrance,anagram,ABNORMAL,0
52465,Snare ten squirming fish,entangle,entangle,anagram,TANGLED,0
53359,Free trade - comic sort of rule,democratic,democratic,anagram,LIBERALISM,0
46630,"Rationing being distributed, one cannot be seen in the dark",ignorant,ignorant,anagram,RATIONED,0
109340,Catastrophic changes to a musical,calamitous,calamitous,anagram,DISASTROUS,0
75905,"Brewer's lad, eg working as a flier",sedgewarbler,sedge warbler,anagram,FLYING DUTY,0
149,I held wrong capital,delhi,delhi,anagram,LIMA,0
93972,"From barn, as horse led out, they steer",handlebars,handlebars,anagram,ABATTOIRS,0
67873,Old girl working as model,damosel,damosel,anagram,GIRLFRIEND,0
39078,Rap song and wild flower,snapdragon,snapdragon,anagram,RAPSCALLION,0
117459,Club menu the AA had changed?,athenaeum,athenaeum,anagram,MUTUALS,0
109517,Spooner's municipal sewer prescribed for a lazy student,downtrain,down train,anagram,SCHOOL BOY,0
49343,Film awards back to front at the back,abaft,abaft,anagram,OSCAR,0
113229,Protect against wild speculation (odds off),inoculate,inoculate,anagram,GUARD AGAINST,0
84642,US city turning up in atlas,saintpaul,saint paul,anagram,SAINT LOUIS,0
115649,"I err, made drunk and getting more vague",dreamier,dreamier,anagram,AMBIGUOUS,0
30440,Stable chap stole pickled cucumber in the end,ostler,ostler,anagram,STABLE,0
98828,"Flighty young woman says: ""Father swallows bad apple""",flapper,flapper,anagram,FLIGHTY,0
65753,"Conductor, oddly, became hot",beecham,beecham,anagram,HOTHEAD,0
92841,"Its subject: in messy warfare, male lost",afarewelltoarms,a farewell to arms,anagram,THE ART OF WAR,0
128356,Sporty car's first one produced for islanders,cypriots,cypriots,anagram,MITSUBISHI,0
50740,Old navigator giving coiners trouble,ericson,ericson,anagram,COLUMBUS,0
129752,Here's the latest deplorably bad ratatouille!,readallaboutit,read all about it,anagram,THIS IS THE LATEST,0
49672,Retired men need purpose to get up,rouse,rouse,anagram,NEEDS,0
132726,"Cash substitute, if Kent got hit",gifttoken,gift token,anagram,CASH COW,0
12846,"Seasoned beef as ""Armpit Stew""",pastrami,pastrami,anagram,BRAISED,0
46135,In which train times are disrupted!,transit,transit,anagram,STATION,0
81650,"Novelist nicking lines from Moliere?, lazy hack!",emilezola,emile zola,anagram,LAZY PIG,0
6025,How the rise is transformed with this beastly carving!,whitehorse,white horse,anagram,RISING BEAST,0
62463,Places of danger to sailors suffering with sore heels,leeshores,lee shores,anagram,SAND PITS,0
119150,I'm cold - I move home,domicil,domicil,anagram,ICEMAN,0
102285,Island for outcast in Copperbelt,corfu,corfu,anagram,KALAHARI,0
138037,"Arbitrary comment, I agree, is kind of average",geometricmean,geometric mean,anagram,CASUAL COMMENT,0
103277,Part of Spain's rainy and scandal-wracked,canaryislands,canary islands,anagram,RAINY SCANDAL,0
84538,Heap makes a bushel,epha,epha,anagram,HEAP,0
83490,What's French and saucy incited Americans' glee,cremeanglaise,creme anglaise,anagram,FRENCH SAUCE,0
95692,Buses start running irregularly out of the centre,suburbs,suburbs,anagram,BUSTLE,0
10193,Payment for artist making a comeback,reward,reward,anagram,TIPPER,0
65050,Animal put out by the ear,ratel,ratel,anagram,EARTH,0
70515,Subverting enemy country,yemen,yemen,anagram,SUBER,0
139377,"Fabric items, manufactured stuff for Germany",macrame,macrame,anagram,TEXTILE,0
39838,Hero Elsie had declared,elcid,el cid,anagram,EL,0
121110,Tiddley explosive,lyddite,lyddite,anagram,TIDDLER,0
11892,Realist to upset philosopher,aristotle,aristotle,anagram,REALIST,0
34412,Go after switching neon sign,noentry,no entry,anagram,ON SIGN,0
91652,Drains designed to reach the lowest depths,nadirs,nadirs,anagram,DRAINS,0
35821,A bus broken down on the way is ridiculous,absurd,absurd,anagram,ABSURD,1
62753,"With a degree, true: his work is not polished",amateurish,amateurish,anagram,RUSTICITY,0
14704,French model Nicole stripped for casting?,clio,clio,anagram,CINE,0
125198,Awkward to do then with precision,onthedot,on the dot,anagram,TO DO IT,0
84706,Get lady confused with poet,lydgate,lydgate,anagram,LADY POET,0
126022,Becoming attached to band after getting head turned,adhering,adhering,anagram,ATTACHED,0
141355,Mars - a visit (ET) to be arranged?,vitiates,vitiates,anagram,MARTIAN,0
67503,Engineer left broadcasting: one's unable to stick it,teflon,teflon,anagram,GLUEY,0
56720,A driven out intruder,invader,invader,anagram,OUTCAST,0
22400,The foreign fashion revealed by a singing John,elton,elton,anagram,CHIC,0
104651,Silly gag about Wossy's comeback - he started it!,aggressor,aggressor,anagram,GAGGING,0
9830,Insect biting back inside cave,beware,beware,anagram,CAVITY,0
60795,Plant fruit trees here? One for middle of park,orchid,orchid,anagram,ORCHARD,0
17555,A band from the capital to boot,also,also,anagram,LADS,0
106550,Does up building that's not authentic,pseudo,pseudo,anagram,DUPLIC,0
87740,Prejudice runs riot - body of law needed,jurisprudence,jurisprudence,anagram,DISCRIMINATION,0
70853,Dubious heirs to Switzerland's treasure,cherish,cherish,anagram,HEIST,0
79084,"When free, retire to a place abroad",eritrea,eritrea,anagram,RETREAT,0
43852,Creating anger over maximum flight distance,range,range,anagram,RANGE,1
122957,Sex in Esquire's spread needs …,requisites,requisites,anagram,EXPRESSION,0
82689,"One sport he worked on, nearing defeat",ontheropes,on the ropes,anagram,ON THE ROPES,1
103051,Unusually precise about line for title role,pericles,pericles,anagram,PRINCIPAL,0
25878,"Time saved by unscrambling of a Gemini crossword, primarily cryptic",enigmatic,enigmatic,anagram,MIGRATION,0
3245,Region sadly showing neglect,ignore,ignore,anagram,REGION,0
90521,Charley's Aunt erotic? Take a walk!,saunter,saunter,anagram,STROLL,0
3898,Clients designed template,stencil,stencil,anagram,CLIENTS,0
30668,"It's poisonous, thanks to natural mutation",tarantula,tarantula,anagram,MUTATION,0
80064,Even up things with rate distribution,straighten,straighten,anagram,UPSTREAM,0
93872,"""Music"", which is derived from the bloody Muse",moodyblues,moody blues,anagram,BLOODY MUSE,0
98507,Wild cat's feline creature for hiding in tree,leafinsect,leaf insect,anagram,WILD CAT,0
123133,"Once unit has regrouped, carry on",continue,continue,anagram,CARRY ON,0
52613,Roads meet in confusion round the North; they can improve things,emendators,emendators,anagram,IMPROVE THINGS,0
65739,Goodly beer right for knocking back,large,large,anagram,KNOCKING BACK,0
48304,"To prepare, he corrected with eraser",rehearse,rehearse,anagram,CORRECTED,0
139034,"Circling island, misplaces cultivated field",specialism,specialism,anagram,CULTIVATED FIELD,0
121774,"Settlement of rent, once due needs to be met",encountered,encountered,anagram,SETTLEMENT,0
116704,Green University don could become experienced,undergone,undergone,anagram,EXPERIENCED,0
87084,Chairman's out to provide violent opposition to the government,anarchism,anarchism,anagram,VIOLENT OPPOSITION,0
32455,Ask to tear net in pieces,entreat,entreat,anagram,REQUEST,0
111353,Draw mob and see wild mayhem,disembowel,disembowel,anagram,DISORDERLY,0
54819,Performance of coital nous in close contact,osculation,osculation,anagram,INTERCOURSE,0
108648,Fraudulent cutie fled in disarray,deceitful,deceitful,anagram,CUTTHROAT,0
50432,Chicken causing a crowd disturbance,coward,coward,anagram,ROOSTER,0
5223,Ornate enamel apt for sign,nameplate,nameplate,anagram,NEONATES,0
121050,"Compiler's not right, unsound - controversial debate?",polemics,polemics,anagram,ARGUMENT,0
26153,Criminal gets Gill confused with ale,illegal,illegal,anagram,GUILT,0
108393,"Wide path, a mere folly, that has its highs and lows",weathermap,weather map,anagram,HIGHWAY,0
120878,Massive thing lit a haven development,leviathan,leviathan,anagram,LITIGATION,0
102003,Living with old Medici reproduction,domiciled,domiciled,anagram,CONDOLES,0
99236,They take risks travelling outside end of slope,skiers,skiers,anagram,DANGERS,0
47882,Villainous relative slain - clues available,unclesilas,uncle silas,anagram,CLOSE CALL,0
62044,Tape larks when camouflaged,lapstrake,lapstrake,anagram,SPOOFING,0
102422,Upset at dense part of London,eastend,east end,anagram,WEST END,0
49333,Schematic representation of articles of faith,catechism,catechism,anagram,SYMBOLISM,0
52444,Equipment to slice nice ham,machine,machine,anagram,SLICING,0
128189,"Napier's figures almost right, not entirely wrong",logarithms,logarithms,anagram,NUMERICAL,0
107670,Had Belgians (or Bengalis) turned out Asian?,bangladeshi,bangladeshi,anagram,BENGALIS,0
24203,"Romantic songs in silly riddle, after point for daughter",lieder,lieder,anagram,BALLADS,0
86852,Kept touring Dorset,stored,stored,anagram,STORED,1
115801,Sex hormone replaced on gander,androgen,androgen,anagram,ESTROGEN,0
110695,Ref rants about changeover,transfer,transfer,anagram,TRANSIT,0
673,Lofty range of latest shifts,falsetto,falsetto,anagram,ALTITUDE,0
93595,Reformed Chapel anthems used to promote the virtues of water,cheltenhamspa,cheltenham spa,anagram,CLEAN WATER,0
79404,"On North by Northwest, upset over one late director",winner,winner,anagram,ALFRED,0
27966,False plea men put to a jury,empanel,empanel,anagram,MISLEAD,0
38945,Lead present in unusual spell of rain - it's blissful,nirvana,nirvana,anagram,EDENISH,0
141701,"Dearie me, I'm so disorganised - reminders needed!",aidesmemoire,aides memoire,anagram,MAYBE LATER,0
100936,Uncultivated to blow off with loud noise,lowbrow,lowbrow,anagram,WILDING,0
46130,These islands provide a free love style,faeroe,faeroe,anagram,GREECE,0
138522,Making changes in device isn't encouraged,incentivised,incentivised,anagram,MODIFICATION,0
127798,Shank used to position these,skeandhus,skean dhus,anagram,KNEE CAP,0
44503,Opening vocal variation to Elgar's first,alcove,alcove,anagram,ALLEGRO,0
8008,"Tool isn't blue, not black variety",utensil,utensil,anagram,SPOONER,0
45931,Screen has crimson centre and unusual rose edging,reredos,reredos,anagram,CARNAGE,0
104466,"Aggressive libels come out, millions being lost",bellicose,bellicose,anagram,SLANDERS,0
64543,It currently controls rose that is rambling,rheostat,rheostat,anagram,GOVERNS,0
69633,Islands getting many account transfers,cayman,cayman,anagram,ISLANDS,0
60170,Free terrorists snap title up,emancipate,emancipate,anagram,FREEDOM,0
134236,"Mopes about, exiting Olympic Games racked with muscle pain",myalgic,myalgic,anagram,DOLLOPS,0
78829,It's sweet of Republicans to keep banging drum,gumdrop,gumdrop,anagram,CANDIED,0
42633,Tries an awful wine,retsina,retsina,anagram,SANTANA,0
26693,Push out bowel movement,elbow,elbow,anagram,EXPEL,0
43802,Responding to a phone call about disturbing news,answering,answering,anagram,ALERTING,0
33631,Find short Arthur Dent's stripped off,unearth,unearth,anagram,FINDING,0
117531,"Fountain tee shot smashed, in the President's words",stateoftheunion,state of the union,anagram,SHOT IN THE DARK,0
141773,Plots involve danger close to Paris,gardens,gardens,anagram,DANGERS,0
69673,Mixture of feta and rice served by a restaurant,cafeteria,cafeteria,anagram,FETARICE,0
55791,Body cover for unexpected demise - RIP,epidermis,epidermis,anagram,CLOAKING,0
63844,How soon will women combine with unity? An enigma,anyminutenow,any minute now,anagram,THE GAME IS AFOOT,0
49933,"Tempestuous character - one found in Lear, perhaps",ariel,ariel,anagram,STORMY,0
20188,Freedom encourages my aunt to keep ducks,autonomy,autonomy,anagram,LIBERTY,0
21975,Disturb please - on the contrary for kipper's state!,asleep,asleep,anagram,SPOILT,0
46570,Treasure article lost coming from the news agency,reuters,reuters,anagram,AGENCY,0
133340,Lack of zip in cold ENE winds,indolence,indolence,anagram,DULLNESS,0
69861,"Revival of ""Cats"" includes nothing that's by Puccini",tosca,tosca,anagram,TOSCA,1
82148,"As a kebab, after weeks rotten and bloody",skewered,skewered,anagram,SHISH KEBAB,0
116070,Tenor in drunken choir fought for fort? Not in such a dialect,rhotic,rhotic,anagram,TENOR,0
67109,Nice foreign recipes,precise,precise,anagram,NICE,0
54894,Mutant rook made a child's pet,tantrum,tantrum,anagram,TAMARIN,0
95588,Row developing in court,ruction,ruction,anagram,ROWING,0
72105,Fire at mate? Trouble in due course,afteratime,after a time,anagram,FIRE AT,0
126223,Italian cathedrals arouse odium,duomi,duomi,anagram,DUOMO,0
120225,What sweat will do via pores in transformation,vaporise,vaporise,anagram,TRANSPIRE,0
129333,Questioning of Socrates most common,coarsest,coarsest,anagram,SKEPTICS,0
81381,Lives in des res I converted,resides,resides,anagram,RESIDED,0
44415,"Cross waves in secret to defect, ultimately",intersect,intersect,anagram,ABSCONDED,0
25616,Pat his arm in error,irishman,irishman,anagram,MISTAKE,0
69862,Operatic heroine cast down about love?,tosca,tosca,anagram,CARMEN,0
140576,A Hebrew pronunciation of 'Hankies out all over Arizona',ashkenazi,ashkenazi,anagram,KLEENEX,0
96257,Auntie Deb's silly gas,butadiene,butadiene,anagram,BANDAGED,0
33088,Order posted by tyrant,despot,despot,anagram,ORDER,0
97433,Drivers of the stage knocked out Comanche,coachmen,coachmen,anagram,STAGECOACH,0
133861,Doctor healing great ills,allergist,allergist,anagram,HEALING,0
134156,Main distance from actual line I'm dancing,nauticalmile,nautical mile,anagram,DANCING LINE,0
36272,"With backing, shoots in the foot - typical!",serif,serif,anagram,SHOOT,0
100331,Liner fan may be damned,infernal,infernal,anagram,FANLINER,0
139257,Laymen deceived shabbily,meanly,meanly,anagram,LAYMEN,0
102796,Cities laid out in a way that's impractical,idealistic,idealistic,anagram,CITIES,0
136713,Thatcherite maybe stirring up a rebellion,neoliberal,neoliberal,anagram,THATCHERS,0
102844,"Cleo, a girl, becomes symbolic",allegoric,allegoric,anagram,ICONICALLY,0
14120,Ludicrous car tax - this hanging round your neck?,cravat,cravat,anagram,TAXING,0
137929,Greek characters retire operating system,unix,unix,anagram,GREEK,0
106799,Almost reverse Jewish experiences,times,times,anagram,ALMOST,0
17732,Sergeant out to part friends,estrange,estrange,anagram,SERGEANT,0
114936,"A colonic ailment less constant, requiring treatment that's soothing",calaminelotion,calamine lotion,anagram,COLITIS,0
78676,True-to-life articles I reviewed,realistic,realistic,anagram,REALISTIC,1
78827,"Fearful and upset, I therefore shut up",ogreish,ogreish,anagram,AFRAID,0
110158,Possibly the bed's a place of healing,bethesda,bethesda,anagram,HOSPITAL,0
62945,Non-alcoholic drink brewed in East,tisane,tisane,anagram,TEA,0
19273,"Dead? Yes, possibly, and near to tears",sadeyed,sad eyed,anagram,SAD,0
52394,"Rash of the skin, not initially red",epidemic,epidemic,anagram,ECZEMA,0
15686,"Worn thin perhaps, so it's included free",thrownin,thrown in,anagram,OUT OF,0
100630,Eisteddfod venue organised on legal lines by knight,llangollen,llangollen,anagram,GLADIATOR,0
99315,The nicest society can show irritability,tetchiness,tetchiness,anagram,NICENESS,0
133893,Plant turning out eg lasers,eelgrass,eelgrass,anagram,GERANIUM,0
75890,"Flower show out of place, shortage of air about",poinsettia,poinsettia,anagram,HORTICULTURE,0
94991,Mr North struggling in the grip of deranged genius,mastermind,mastermind,anagram,NORTHMAN,0
51953,Missile destroyed depot storing gold,torpedo,torpedo,anagram,GOLDMINE,0
49637,Itinerant itinerants lose one itinerant,transient,transient,anagram,TRAVELLER,0
14011,"Volunteers of yore, with many suffering",yeomanry,yeomanry,anagram,VOLUNTEER,0
130357,Liqueur I found in Bermuda all over the place,drambuie,drambuie,anagram,BERMUDA,0
23935,Disposition of uncle to have a fling,flounce,flounce,anagram,LUSTFUL,0
61077,Watches Rose dancing - horrors!,eyesores,eyesores,anagram,TERRORS,0
26259,Old soldier - there could be a few neater characters,veteran,veteran,anagram,RECRUIT,0
48223,Is one picky as Patton?,optant,optant,anagram,FUSSY,0
117164,Where Hamlet slept with no alternative in Somerset?,sheptonmallet,shepton mallet,anagram,STRATFORD,0
137679,Comfortable about weaponry,guns,guns,anagram,CUSHY,0
60986,Haiti cops dressed in pale green,pistachio,pistachio,anagram,CHLORIDE,0
15774,"Sea creature - as usual, it changed after new start",nautilus,nautilus,anagram,SEAHORSE,0
87622,Shipwreck leading to an oil discharge on a Caribbean island,hispaniola,hispaniola,anagram,TORTUGA,0
79494,Criterion for replacing dirty cask,yardstick,yardstick,anagram,CRITERIA,0
121817,Pole dancing with sex? Four charged,explosive,explosive,anagram,POLEDANCING,0
36557,Need spin for PM,eden,eden,anagram,SPIN,0
77650,Nice walk I'd arranged on unknown Roman road,icknieldway,icknield way,anagram,CROSSROAD,0
86637,Arab playing with Brian's rugby team,barbarians,barbarians,anagram,BRITANNIA,0
106805,A badger in lift touring hot country,ghana,ghana,anagram,BADGER,0
92441,What setters get from trying to make clues right?,ulcers,ulcers,anagram,RESULT,0
138719,"Records, say, see Arsenal dribbling around D",calendars,calendars,anagram,RECORDS,0
5549,"Tricky maths, introduction to algebra, bringing complaint",asthma,asthma,anagram,MATTER,0
123428,Clarify dodgy clue that's holding a little back,elucidate,elucidate,anagram,ELUCIDATE,1
86468,Time allowed for preparation once varied with it,notice,notice,anagram,MOMENT,0
115754,Called back to growl,gnar,gnar,anagram,GROWL,0
12074,Low gear involved finding place to leave a boat,moorage,moorage,anagram,DOCKING,0
3137,Like compilers noticing anagrams with cry of surprise,incognito,incognito,anagram,ASTOUNDING,0
134973,Buoys let loose without much reason,obtusely,obtusely,anagram,BOYS,0
110124,"Play golf with Olympian, getting thrashed",pygmalion,pygmalion,anagram,DEFEATED,0
104626,This man's Merlot perhaps lacking body? On the contrary,edwin,edwin,anagram,MAN,0
25674,About ten engineers turned to go in,enter,enter,anagram,ABOUT,0
127545,"Everything we hear is ideal, but endlessly complicated",audible,audible,anagram,IDEAL,0
3130,In small boat travelling into unknown,incognito,incognito,anagram,CANOES,0
128724,Stir miso soup faster,piumosso,piu mosso,anagram,SOMES,0
96069,"Nancy takes ego trip, which is lethal",cyanogen,cyanogen,anagram,CANGERS,0
19936,"Despite what's been said, a rat fell out",afterall,after all,anagram,RATAT,0
141399,South-east Asian fellow's upset young Arab?,foal,foal,anagram,SEAL,0
42097,Terminal heart trouble,earth,earth,anagram,HEART,0
121507,Drama student may be fast to embrace translated Greats,stagestruck,stage struck,anagram,STUDENTS,0
