Index,Clue,Solution,Spaced_Solution,gemma_predicted,gpt_solved_answer
139203,Old Dalmatian in bad rain barking around yard,illyrian,illyrian,assemblage,DRAINAGE,0
131850,Operatic production interrupted at intervals by hard left teddy bear fan,arctophile,arctophile,assemblage,CARTOONIST,0
109242,Prays for urchins without learning,implores,implores,assemblage,PRAYERS,0
6219,Early stages in thought,infancy,infancy,assemblage,THOUGHT,0
28041,"Shopkeeper, for example, exchanges staff",tradesman,tradesman,assemblage,SHOPKEEPER,0
62070,Join the ranks and down may follow,fallin,fallin,assemblage,RANKS,0
31268,Fare to be cooked over first part of Sunday?,roastbeef,roast beef,assemblage,SUNDAY FARE,0
102575,Or no movement is without sound of this short musical piece,rondino,rondino,assemblage,SONATINA,0
71551,China has many an ornamental garden,crockery,crockery,assemblage,PAVILION,0
20524,"Heavy stuff, say, with little marks coming up",stodge,stodge,assemblage,LEADEN,0
33189,Observe present and past in child's play,seesaw,seesaw,assemblage,PLAYED,0
97640,Discover endless source of love,hear,hear,assemblage,FIND,0
44080,Sharp boozer needs a place to sleep,barbed,barbed,assemblage,HOSTEL,0
38905,European engineer found home in States laboratory,tesla,tesla,assemblage,ELECT,0
55629,It offers protection from French criminal,defence,defence,assemblage,SHIELD,0
135313,Money well spent on hearing aids?,soundinvestment,sound investment,assemblage,SPENDING,0
32129,In time deserter will make mistakes,errata,errata,assemblage,ERRANT,0
17113,"Article more unlikely, it being unproven?",theorem,theorem,assemblage,UNPROVEN,0
43590,Artist to draw travelling merchant,tiepolo,tiepolo,assemblage,ARTISAN,0
18675,Hide the king outside,leather,leather,assemblage,SHROUD,0
99123,Accomplished foot soldier switched with journalist,gifted,gifted,assemblage,SOLDIER,0
7519,Duet for piano with melody,pair,pair,assemblage,DUET,0
140083,Hospitality workers with fine hair,waitresses,waitresses,assemblage,WAITERS,0
65360,"Friend backs golfer, then folds",lapels,lapels,assemblage,FRIEND,0
97329,"Roughly clean son, to accompaniment of cursing",sandblast,sandblast,assemblage,SONGBOOK,0
986,"Leading captain and upstanding fellow, eh? Must be Cook",chef,chef,assemblage,COOK,0
104366,Photograph college to make money,pickings,pickings,assemblage,PHOTOCOPY,0
76366,A bluebird? No! One in exaltation,skylark,skylark,assemblage,ELEVATE,0
12298,A singing bank teller?,countertenor,counter tenor,assemblage,SINGING BANK,0
122731,Girl in the middle of wearing very large animal's head,rosa,rosa,assemblage,WHALE,0
31669,A time to support tendency towards the environment,habitat,habitat,assemblage,TENDENCY,0
44160,Left crew cuddling queen? Exactly!,quiteright,quite right,assemblage,LEFT CREW,0
9454,That's keeping a nasty type angry,irate,irate,assemblage,ANGRY,0
134838,Pedant from start to finish on position by compilers,fusspot,fusspot,assemblage,PEDANT,0
114767,Parent's half as old as us - following?,entourage,entourage,assemblage,PARENTAL,0
75081,To marry is hard when following second language,swedish,swedish,assemblage,MARRYING,0
74368,The one chosen has run out of plate,electro,electro,assemblage,PLATEAU,0
77882,Chief eastern state,maine,maine,assemblage,CHIEF,0
114073,Times editor's removed,erased,erased,assemblage,EDITED,0
110868,One arranges to get setting up of bank under way?,styler,styler,assemblage,DESIGN,0
11328,Bird's mate approaching ducks,cockatoo,cockatoo,assemblage,MATEY,0
25898,Monk doesn't start tackling piano like Thomas,sceptic,sceptic,assemblage,THOMAS,0
104836,"Pancake gives sprite with no ""go"" independence",blini,blini,assemblage,SPADE,0
103775,Withdrawal of drawing following note,retraction,retraction,assemblage,DEPARTURE,0
141174,Share memory about old pots here,poolroom,poolroom,assemblage,SHARE,0
62523,Note: see about part of speech I'm withdrawing,semibreve,semibreve,assemblage,ADVERB,0
3429,What at Versailles left Queen grand honour,ennoble,ennoble,assemblage,HONOUR,0
85497,Bit of dampness seeping up in the house,dwelling,dwelling,assemblage,DAMPISH,0
112204,"Father's musician, mother's poet - spin off is pig nicker",tomthepipersson,tom the pipers son,assemblage,PIG IN A POKE,0
97966,Croatian boxers reportedly bringing carp,splithairs,split hairs,assemblage,CROATIAN BOXERS,0
92774,Dove very softly into a quiet river,appeaser,appeaser,assemblage,DOVES RIVER,0
125935,Chance meeting of priest and criminal after murder almost backfired,likelihood,likelihood,assemblage,CHANCE MEETING,0
112890,Outlaw put a strain on Irish town,bantry,bantry,assemblage,OUTLAW,0
15627,When he was fated to die horribly: Julius' finale,ides,ides,assemblage,JULIUS,0
80663,Fiddle with glass covering hotel - you can see through it,cellophane,cellophane,assemblage,FIDDLE,0
134856,Aristocrat to protest over troublesome noises,marchioness,marchioness,assemblage,ARISTOCRAT,0
61172,Medical professional has the assailant on film,psychotherapist,psychotherapist,assemblage,MEDICAL PROFESSIONAL,0
84808,Performed ditty about lady's teeth,gnashers,gnashers,assemblage,PERFORMED DITTY,0
40201,States small change in school is doubtful,suspect,suspect,assemblage,UNCERTAIN,0
51643,Noisy reveller for whom dawn herald gets one for nothing,roister,roister,assemblage,BAGPIPER,0
117791,"Scrap with new head, French politician",giscard,giscard,assemblage,SCRAPED,0
128393,Want to go after a fifty-pound kiwi,allblack,all black,assemblage,HAVE A,0
139493,Part of organ not quite audible around old church,cochlea,cochlea,assemblage,AUDIBLE,0
66498,Study shows doctor is English,treatise,treatise,assemblage,LEARNING,0
96821,No little girl reported to have special knowledge,gnosis,gnosis,assemblage,LITIGANT,0
13166,French stop over in getting the lie of the land,terrain,terrain,assemblage,STOPOVER,0
53457,Go through battle without army suffering reverse,comb,comb,assemblage,PASS,0
120056,Alternative name held by island archipelago,orkney,orkney,assemblage,ALTERNATE,0
97107,Party in which lovely lass is injected with drug,finegael,fine gael,assemblage,DANCE HALL,0
121984,Crosspiece with front for model,perfection,perfection,assemblage,TRANSOM,0
67755,Tree associated with one king,acer,acer,assemblage,OAK,0
118625,Cruel followers of a so-called marquis,sadists,sadists,assemblage,CRUELTY,0
80412,Shabby trio carrying plug and soap?,threadbare,threadbare,assemblage,SOAP OPERA,0
99179,Spread arranged by oil producer - the aggressive goat!,peanutbutter,peanut butter,assemblage,BILLY GOAT,0
85229,Perhaps Cherie starts to write lampoons and satirical verse,clerihew,clerihew,assemblage,PARODISTS,0
90719,"Neon in its natural state, element initially inferior to fellow element",manganese,manganese,assemblage,NEONATES,0
106762,"Attractive person on a poster, primarily exposed in a state of undress",dishabille,dishabille,assemblage,PINUP GIRL,0
21980,Like to strip off when retiring or having a snooze,asleep,asleep,assemblage,UNCLAD,0
2569,Leave opera singer for naked lady,godiva,godiva,assemblage,LEAVES,0
25255,Thou - quietly - not upright?,grandpiano,grand piano,assemblage,THOU-SAND,0
18713,"Happy with goal, flip",upend,upend,assemblage,HAPPY,0
133714,Part of American train track's fine,taillight,tail light,assemblage,FINE-ART,0
100966,Point out drunk has answer to clue,highlight,highlight,assemblage,INDICATE,0
45758,"Wearing fewer clothes, for example?",lesson,lesson,assemblage,BARING,0
79348,China supporting offensive game,badminton,badminton,assemblage,CHINA-SET,0
105842,Opening date that is desperate,doordie,do or die,assemblage,TO-DO-IT,0
77545,Like going over Guardian leaders after a fight with spears,asparagus,asparagus,assemblage,SPEARHEAD,0
117883,Film on Aussie experts - they help keep the wheels of industry turning,greaseguns,grease guns,assemblage,MOTION-PIC,0
134727,A quantity of drink is both good and bad,gill,gill,assemblage,MEAD,0
88446,Points to one of several children as being bright,sequin,sequin,assemblage,POINTS,0
40925,Piece of music has to carry a sound,toccata,toccata,assemblage,SONG,0
90840,Pioneer showed the way in a state of shock,startled,startled,assemblage,STUNNED,0
23491,Portable power source for teetotal assault,drybattery,dry battery,assemblage,POWER BANK,0
139259,Removes difficulty with brief direction,rubsout,rubs out,assemblage,EASE UP,0
61620,Those vanquished by the Spanish head east as a precaution,incase,in case,assemblage,EL PASO,0
24469,Lose control at breakfast? Have a drink!,eggflip,egg flip,assemblage,LET GO,0
29932,Room can be found for plonk,chambertin,chambertin,assemblage,CAVERN,0
141270,Arms trade leaders entertained by numerous delegates,legation,legation,assemblage,DELEGATE,0
102969,Screamer used the current hustings - the tops!,sutch,sutch,assemblage,SHOUT,0
124309,Turtle's head fit for consumption - on this?,teatable,tea table,assemblage,SHELLFISH,0
62090,Party unknown to a foreign country,libya,libya,assemblage,PARTY,0
70926,"Friendly, am I? - Vince",amicable,amicable,assemblage,AMICABLE,1
38475,Officer knowledgeable about voucher,coupon,coupon,assemblage,OFFICER,0
29226,Standard artillery pistol held up,regular,regular,assemblage,STANDARD,0
68503,Author on track of plants,greenery,greenery,assemblage,AUTHOR,0
112624,Accommodation unlet - perhaps it's windy,flatulent,flatulent,assemblage,BREEZY,0
15585,Would it take another like him to be of one mind?,halfwit,halfwit,assemblage,CLONE,0
83590,Thus honour deceased invalid's support,sickbed,sickbed,assemblage,THUS,0
7191,Mythological princess performed with nothing on,dido,dido,assemblage,DIDA,0
103040,Antonio's vessels from ancient city that is to south,argosies,argosies,assemblage,TARANTO,0
127098,"Legendary royal butt raised in support of performance by Callas, say?",ariadne,ariadne,assemblage,SOPRANO,0
66853,Plot to blow up prison in church,conspire,conspire,assemblage,CONSPIR,0
93592,A sweet girl's name for a flier,airman,airman,assemblage,CANDY,0
39544,"Even question being in Europe; from set of data, it's time to leave",equable,equable,assemblage,LEAVING,0
1878,"Lecherous man with sex appeal - despot, not half",satyr,satyr,assemblage,LECH,0
30903,Partner going off when there's no going on,stalemate,stalemate,assemblage,PARTNER,0
93748,"Refreshing place, Newgate Forest",teagarden,tea garden,assemblage,NEW FOREST,0
46247,Flower girl is seen in time,daisy,daisy,assemblage,ROSE,0
106331,Legal successor heard to gain from flying hazard,airpocket,air pocket,assemblage,HEIR APPARENT,0
38854,Hairstyle covers very retro crew member,bosun,bosun,assemblage,BUN,0
54865,"Being completely taken aback, girl admits the sport's attraction",allure,allure,assemblage,GIRL,0
1424,Cut for a game of cards,abridge,abridge,assemblage,CUT,0
64559,Hermit endlessly rejected Indonesian buyer's furs,ermines,ermines,assemblage,FUR,0
67571,Railway served by Scots police?,metro,metro,assemblage,RAIL,0
36402,Extreme Right following United Nations,undue,undue,assemblage,RIGHT,0
94582,"Pack, card player works out, lacking spades",wolves,wolves,assemblage,PACKER,0
117659,A scolded bishop ignored bubbly,aerated,aerated,assemblage,BISHOP,0
34605,Transport for Conservative replacing miners' leader in union,carriage,carriage,assemblage,TRANSPORT,0
29506,Control shown as others fall,restrain,restrain,assemblage,CONTROL,0
14377,Reportedly bright criminal devised means of support,livelihood,livelihood,assemblage,ALIMONY,0
1999,Honour account company''s to deal out,accolade,accolade,assemblage,DISTRIBUTE,0
107131,Work on an island operation,manoeuvre,manoeuvre,assemblage,OPERATION,0
65306,"Sweet, flat fish",pomfret,pomfret,assemblage,DOLPHIN,0
25462,Want symbolic home to have entrance changed,dearth,dearth,assemblage,DESIRE,0
66238,Thus I list Rodin's silent retrospective of noted works,oratorios,oratorios,assemblage,LISTENING,0
8277,Bird seen on street in pushchair,stroller,stroller,assemblage,KITEBIRD,0
99813,Hefty cow loses firm figure,weighty,weighty,assemblage,COWBOY,0
116022,Support for hovercraft's vent shield,aircushion,air cushion,assemblage,AIR SHIELD,0
70638,"Went off and again stood around, say",retreated,retreated,assemblage,DEPARTED,0
23035,Dutch Redcoat on board,edam,edam,assemblage,DUTCH,0
111998,"Different girl, one in Italy, to approve of",unalike,unalike,assemblage,DIVERSE,0
88238,Mean to entertain Indian poet,pindar,pindar,assemblage,MEANIE,0
3715,Utterly base and gruesome moral tale,allegory,allegory,assemblage,NARRATIVE,0
117783,Irregular design - zigzag on reverse,wayward,wayward,assemblage,RAGGEDY,0
20586,Penny puts on weight in spring,pounce,pounce,assemblage,PENNY,0
121490,"Eager to embrace quarrel with some elders all about tattooing, say",needlework,needlework,assemblage,TATTOOING,0
137104,They're presently taking up space,stockingfillers,stocking fillers,assemblage,STORAGE,0
4911,"Game, part of it inspiring local backs",tennis,tennis,assemblage,CRICKET,0
45949,Poppy's first piece has some musical backing,opium,opium,assemblage,OPERA,0
88323,Fire starting on haystack engulfs busted dam of European monarch,frederick,frederick,assemblage,EDWARDIAN,0
137631,"Out of uniform, mark down artist for head of state",devalera,de valera,assemblage,HEAD OF STATE,0
119878,"Henry joins in expression of disapproval, missing nothing",catchall,catch all,assemblage,HENRY VIII,0
117993,Physicist has current going to earth cut short,dirac,dirac,assemblage,CURIE,0
29966,Hide away from the French and American tax service,lair,lair,assemblage,FISC,0
46941,"Priest leaving church leader a true tale translated for Alfred, Lord Tennyson once",poetlaureate,poet laureate,assemblage,IN MEMORIAM,0
140921,Pharaoh dips into sea and a lake in the morning,matutinal,matutinal,assemblage,NILE,0
73557,Ban citation right away,except,except,assemblage,ABANDON,0
119552,Musicians' dosh reportedly censored,brassband,brass band,assemblage,MONEY TALKS,0
43928,Swallow single drink,martini,martini,assemblage,GULPING,0
139778,Conservationists with the confidence of the country?,nationaltrust,national trust,assemblage,NATIONAL PARK,0
124816,"Cryptically, what might one do with a Cornish pasty and where? That's bliss!",beatitude,beatitude,assemblage,PASTYNESS,0
128450,One advocates love with it on tart,hippie,hippie,assemblage,LOBBY,0
76111,On strike? Pass!,overhit,overhit,assemblage,DEMOING,0
123861,Salt that may be extracted from china clay?,sodiumchloride,sodium chloride,assemblage,SALT CLAY,0
102194,Some protection for annoying person with paramilitary involvement,cuirass,cuirass,assemblage,SHIELD,0
107925,"Fake left behind lorry: if pinched, one heading for auction",artificial,artificial,assemblage,SPOILAGE,0
109401,Child torturing mice is symbolic,totemic,totemic,assemblage,MICE,0
110656,This month every edition is placed,installed,installed,assemblage,MONTHLY,0
111929,"Intermediary's game gamble with small gain, ultimately",gobetween,go between,assemblage,MIDDLEMAN,0
18563,Teams in drinks break after last pair dismissed,elevens,elevens,assemblage,TEAAMATE,0
131737,Grabbed one McDonald's in a hurry,impressed,impressed,assemblage,SNATCHED,0
123563,Completely virtuous plus ’aving the wherewithal to make tricks?,goodand,good and,assemblage,GOODY TWO,0
111069,"Show best speed, perhaps?",topgear,top gear,assemblage,TOP NOTCH,0
75502,Plant in a vertical line at back,plumbago,plumbago,assemblage,COLUMNAR,0
54394,"Atypical girl, grave with minimal yen to admit love",tomboy,tomboy,assemblage,STRANGE,0
2592,"Action of a lowdown, gutless cowboy",agency,agency,assemblage,ACTION,0
54186,Silver ring on the floor,aground,aground,assemblage,SILVERED,0
104607,Opera house chap that was lauded by Betjeman?,metroland,metroland,assemblage,SIR JOHN BETJEMAN,0
65705,Further instruction in drinking?,refreshercourse,refresher course,assemblage,DRINKING IN,0
92775,One offers concessions in a shopping centre to wipe out first of retailers to go back,appeaser,appeaser,assemblage,DEALER,0
32041,Shipmates upset on the Queen Elizabeth?,steamer,steamer,assemblage,CREWMATES,0
70552,A trail that leads to the summit,ascent,ascent,assemblage,ASCENT,1
122312,The lady writer short on ideas may inhibit growth,herbicide,herbicide,assemblage,STIFLING,0
126445,Leading at snooker - a conspiracy?,frameup,frame up,assemblage,IN ON,0
67268,Communist statesman spread gold around,castro,castro,assemblage,STALIN,0
54922,It's strange in Scotland and is found around lake where it winds down,uncoils,uncoils,assemblage,LOCHNESS,0
96483,Signal that could be great help,telegraph,telegraph,assemblage,SIGNALING,0
67801,"The little devil! Telling stories, making insinuations",implying,implying,assemblage,DEVILISH,0
64232,"One supporter stands for Judas, but not one judge",arbitrator,arbitrator,assemblage,APOSTATE,0
37376,Charm in French song,enchant,enchant,assemblage,CHARME,0
65388,Transported sheets by tube? It doesn't have much hope,pipedream,pipe dream,assemblage,PIPE DREAM,1
100024,Seen and heard in a Kentish garden?,canterburybells,canterbury bells,assemblage,SIGHT UNSEEN,0
5964,Sort of rate boy's bad behaviour,goingson,goings on,assemblage,RATE OF,0
139443,"Legless man, one goes into pub to participate",joinin,join in,assemblage,GO TO,0
50161,A small bird's behind,astern,astern,assemblage,BIRDIE,0
98673,Greek citizens' interjections to take notice over voting?,hoipolloi,hoi polloi,assemblage,DEMOS,0
67328,"Import teak, say, brought in by sea",driftwood,driftwood,assemblage,KNOTTY,0
35806,Name backing European exit,gate,gate,assemblage,NAME,0
98588,Unnecessary words? Not about bear,paddington,paddington,assemblage,VERBIAGE,0
83158,Nameless bone in substance virtually like another,fibular,fibular,assemblage,OSTEUM,0
131950,Kind offer to pick up Edward,tenderhearted,tender hearted,assemblage,NICE OFFER,0
27748,Difficult universal and timeless tale is deceptive,illusory,illusory,assemblage,MYSTICAL,0
55022,Furnishing periodical with set of figures,occasionaltable,occasional table,assemblage,FURNITURE,0
15566,French and German articles appear below,under,under,assemblage,ETAL,0
119427,Look into top player's huge pulsating body,xraystar,x ray star,assemblage,TO THE TOP,0
40174,Man without shape having a little defect?,malformed,malformed,assemblage,AMORPHOUS,0
24165,Many get permission to unite,cleave,cleave,assemblage,MANY,0
22136,"Paul, perhaps, threw wobbly - blimey!",strewth,strewth,assemblage,PAULINE,0
77077,Material in test given to secretary?,temporal,temporal,assemblage,TESTING,0
103136,Supply a team reserve,putononeside,put on one side,assemblage,SUPPLY,0
118824,Ought queen to enter plump and slumped?,roundshouldered,round shouldered,assemblage,SQUASHING,0
14291,Stop a squad playing,abandon,abandon,assemblage,STOPPED,0
13137,Disrupt current London theatre offensive,intrude,intrude,assemblage,DISRUPT,0
5181,Two monarchs giving sovereign's first greeting in long ago county,yorkshire,yorkshire,assemblage,KENTUCKY,0
84948,Beginning of the Hindu festival in round buildings,tholi,tholi,assemblage,DIWALI,0
126563,"Composer putting king in check, brought back knight alongside queen",bruckner,bruckner,assemblage,BACHKENT,0
32296,Mother puts a fellow in the shade,magenta,magenta,assemblage,MOTHER,0
32982,Heartless poet performed,done,done,assemblage,READ,0
110534,Small section of church upset theatrical dame,evans,evans,assemblage,CHANT,0
125845,Native close to joining argument in pub,ingrown,ingrown,assemblage,NATIVE,0
68110,"Without lid, drain jug",ewer,ewer,assemblage,CUP,0
28089,Mathematician starts to expand upon Lagrange's extraordinary results,euler,euler,assemblage,EULER,1
97412,A party opening up a temple,pagoda,pagoda,assemblage,GATHER,0
92599,A reason to corner the woodchuck,groundhog,groundhog,assemblage,EXPLANATION,0
77645,Snow vehicle to slide out of control into ducks,skidoo,skidoo,assemblage,SLEIGH,0
13464,Stop New York baseball team getting turned over,stem,stem,assemblage,STOP,0
88776,Hooligan displays sheer audacity on part of the golf course,roughneck,roughneck,assemblage,GOLFERS,0
87055,Horse sick around the withers initially; get a cloth!,cavalrytwill,cavalrytwill,assemblage,HANDKERCHIEF,0
138607,"After study, no women find time for revision",readjustment,readjustment,assemblage,REVISIONS,0
92598,Light reveals sick bird looking up,illume,illume,assemblage,LIGHT,0
66950,Everyone bound to be properly organised,alltiedup,all tied up,assemblage,ALL IN ALL,0
140232,"Flipping dull, echoing gong",tamtam,tam tam,assemblage,DULL GONG,0
47033,Monkey's beginning to pick apples up,scamp,scamp,assemblage,MONKEY,0
105188,"Foolish American boy, who makes you think of Wallis?",simpson,simpson,assemblage,FOLLY,0
58982,"Cave in Spain, base for one male tramp",implode,implode,assemblage,CAVEMAN,0
76857,Women's work in underground river in Wales,distaff,distaff,assemblage,WOMEN'S,0
82605,Club gets tennis champion further,everton,everton,assemblage,CLUBBED,0
99187,"River grass encircling path, not a river grass",deepthroat,deep throat,assemblage,RIVERBANK,0
123466,Pacific republic drink tipped to get gold,palau,palau,assemblage,TONGA,0
135266,Formal protests about gifts,representations,representations,assemblage,DEMONSTRATIONS,0
48851,Listlessness can make one reject help,acedia,acedia,assemblage,APATHY,0
81200,Stir a large watercourse,canal,canal,assemblage,STIR,0
51763,Rock band followed by American uncle telling folk stories,remus,remus,assemblage,FABLE,0
134676,Again Emperor's given order - Congress won't be restricted by it,openmarriage,open marriage,assemblage,FREE TRADE,0
37720,It secures a superior item for ladies,hatpin,hatpin,assemblage,SECURE,0
62992,Delegate seen briefly by river to get rid of insects,delouse,delouse,assemblage,DELEGATE,0
61792,Refuse to reply at notorious flash point,balkans,balkans,assemblage,IGNORE,0
49709,Love writer accessible to everyone,open,open,assemblage,LOVE,0
21627,Payment going up - aim to adjust paperwork,origami,origami,assemblage,RECEIPT,0
68427,"Leaving home, freeloading daughter made ungracious remarks, all concluding",egress,egress,assemblage,LEAVES,0
1599,Drop in standards scratching head in church,apse,apse,assemblage,DROP,0
67742,Engineering graduate is an elaborate fraud,besancon,besancon,assemblage,ENGINEER,0
48614,Fool has faith leader hold recruits' capital,moron,moron,assemblage,FOLKS,0
122587,Advocate appearing for a Venetian explorer gains essential point,apologist,apologist,assemblage,CABOTAGE,0
105606,Shocking word repeated in error,booboo,booboo,assemblage,SHOCKS,0
28996,Audibly voiced low spirits,mood,mood,assemblage,BLUES,0
35728,Strongly experienced entre-left alignment,heartfelt,heartfelt,assemblage,EXPERIENCED,0
83340,André Gide initially appears in quiet street in French capital,prague,prague,assemblage,PARIS,0
16654,"Bareheaded, going after crooked horse",skewbald,skewbald,assemblage,HEADLESS,0
135840,Worker restores ends in new building,stonedresser,stone dresser,assemblage,BUILD WORK,0
116500,Ferocious avian charge on hill,raptor,raptor,assemblage,RAVENOUS,0
104990,"Much of day is left, leaving remaining horses happy",satisfied,satisfied,assemblage,EQUINE,0
135444,Dryden character in a note on work he left,achitophel,achitophel,assemblage,CHARACTER,0
54128,Idol given name of bird,heron,heron,assemblage,IDOL,0
114276,Unimportant part of indicator at motorway junction,minor,minor,assemblage,MINOR,1
80680,Blameless watering hole given zero cash in US,innocent,innocent,assemblage,INNOCENT,1
31047,Water with jolly blue colour,aquamarine,aquamarine,assemblage,WATERCOLOUR,0
24037,Supporter's grand boast,brag,brag,assemblage,EGOS,0
124574,Fix up starter of pilau with reduced packaging. Spices strong with it?,girlpower,girl power,assemblage,SPICE RACK,0
107823,Emptied cocktail over the dress,clothe,clothe,assemblage,DRESSY,0
61989,The way people talk of miracle food,manna,manna,assemblage,TOFU,0
120129,Looking to understand card,seeking,seeking,assemblage,CARDINAL,0
112244,Ecological group plant northern vegetable in a Mediterranean country,greenpeace,greenpeace,assemblage,CROATIA,0
95995,Reluctant to have a port with philanderer,lothario,lothario,assemblage,CYNICAL,0
24382,Hero achieves eminence amongst top men,achilles,achilles,assemblage,HEROISM,0
16075,Weapon did its job on maiden,cutlass,cutlass,assemblage,SWORDMAID,0
63484,Note down new present,endow,endow,assemblage,NOTED,0
77958,"Make merry, as lyricist bags English girl",rejoice,rejoice,assemblage,GIRLFRIEND,0
41007,English tea break keeps US workers involved,elaborate,elaborate,assemblage,TEA BREAK,0
63400,Leading Republicans' euphemism naively downplaying illegal torture in other nations,rendition,rendition,assemblage,CLEANING,0
67987,Fighter pilot with boat crew,flyweight,flyweight,assemblage,SQUADRON,0
31326,"King Lear's opening, rubbish",offal,offal,assemblage,LEAR,0
44343,One is well rid of it,illhealth,ill health,assemblage,IT'S GONE,0
80036,A lot of filth by leader of Lords causes brief storm,squall,squall,assemblage,TIDAL WAVE,0
77968,Hollywood's top director exhibiting arrogance,hauteur,hauteur,assemblage,CINEMATIC,0
90158,Soldiers follow one in specialist trial,experiment,experiment,assemblage,EXAMINATION,0
22793,Left before recess - a blunder,lapse,lapse,assemblage,ERROR,0
58597,"Cloak for wife, South African style",capedutch,cape dutch,assemblage,WIFE BEATER,0
109433,"Doing backstroke, swim round lake with fish - such as this",pilchard,pilchard,assemblage,TROUTS,0
54368,Sound beast carrying rubbish carrier,orthodox,orthodox,assemblage,BEASTIE,0
123944,People wanting a new landlord,publican,publican,assemblage,TENANTS,0
55185,Meet with elected scoundrel,incur,incur,assemblage,MEET,0
53082,"Talented Lib Dem, no longer the leader",able,able,assemblage,LID,0
124133,"Impure, I quietly run away and sleep at home when he calls",muezzin,muezzin,assemblage,SLEEPER,0
989,Revolutionary with fish head to cook,chef,chef,assemblage,FISH,0
5855,Unwanted growth has proceeded round the whole street,gallstone,gallstone,assemblage,WILDFLOWER,0
105452,Criminal underground starts many a feud in America,mafia,mafia,assemblage,CRIME,0
6344,Team given extra exam,elevenplus,eleven plus,assemblage,FINAL TEST,0
43035,Strikers going round pit take a dip,pickpocket,pickpocket,assemblage,DIVERSIONS,0
118953,Something added on the end of affectionate princess's letter?,annex,annex,assemblage,POSTS,0
4515,Seed that's old removed from a loch,almond,almond,assemblage,SEEDY,0
136938,Billionaire's first to not offer tip in bar,blacklist,blacklist,assemblage,BARTENDER,0
16704,Aim by listener to win affection,endear,endear,assemblage,DESIRE,0
102993,Irish operator is such a person in trade,shopkeeper,shopkeeper,assemblage,TRADESMAN,0
60087,"Robson beating Williams, for example, winning at least six games",upset,upset,assemblage,BREAK,0
89120,"Likely to give an answer, especially in revised version",responsive,responsive,assemblage,RESPONSIVE,1
133412,Bluish-grey bench one removed from row,pewter,pewter,assemblage,DUNNEST,0
79822,Supporters with lots of hard facts,brasstacks,brass tacks,assemblage,FACTSHEET,0
123901,You'll find me introducing very French measures,metres,metres,assemblage,METRES,1
78895,"Time to give the ticker a boost, having it off with Gladys",daylightsaving,daylight saving,assemblage,HEARTS IN,0
57659,"Just once, do put one out!",exactly,exactly,assemblage,ONCE,0
87570,Daughter's body clock determines when to have food,dinnertime,dinner time,assemblage,DINNER TIME,1
16044,Old king of note,offa,offa,assemblage,EDEN,0
130077,Journalists who keep saying cutting things,hacksaws,hacksaws,assemblage,CUTTING EDGE,0
117543,Boatman gets his first crop on the wagon,boatswain,boatswain,assemblage,CARTOGRAPH,0
103296,Pressing suit with the devil,impaction,impaction,assemblage,DEVIL'S ADVOCATE,0
101548,Like warning Liberal about vote,forexample,for example,assemblage,OUT LOUD,0
15125,"Curved member made of wood, say",bowleg,bow leg,assemblage,BOW LEG,1
18191,Annoyed that shirt's missing from counterfeit Man U strip,upinarms,up in arms,assemblage,AT A LOSS,0
90110,Zero return after call for capital,dublin,dublin,assemblage,LONDON,0
460,Instrument causing damage when attached to one short whip,harmonica,harmonica,assemblage,SAXOPHONE,0
44171,Parody old Bob's clothing,skit,skit,assemblage,BARD,0
77136,Repeated knocks make Irish twins retreat,taptap,tap tap,assemblage,TWO BY,0
115907,Dog dirt on park for animals picked up,shihtzu,shih tzu,assemblage,PARKING,0
124513,"Excuse a little colour without energy, maybe, on box",pleating,pleating,assemblage,EXCUSE ME,0
1273,Dealing with urgent checking,repressing,repressing,assemblage,CHECKING,0
28458,Final appearance of US actress - good!,swansong,swansong,assemblage,APPEARANCE,0
14737,Get to the top on Tyneside?,scalene,scalene,assemblage,ASCEND,0
33309,Rowan's character: nothing comic,beano,beano,assemblage,ROWAN,0
71376,"""Heart of Midlothian"" follows radical dogmatist",bigot,bigot,assemblage,RADIO,0
38657,Woman in torment shows spirit,banshee,banshee,assemblage,WOMANLY,0
50376,Give name with nothing in it to fool with old gold coin,doubloon,doubloon,assemblage,DRACHMA,0
107588,"Soap found under bum, which is sweet",spongecake,sponge cake,assemblage,BUBBLEGUM,0
69792,Tilts at hint on drink,tipsup,tips up,assemblage,GOES,0
116016,"Well I'm blowed! Bald, shaved and pink!",coral,coral,assemblage,BLUSH,0
137028,Head of government to OK thoroughfare stopping short of scaffold,gallowstree,gallows tree,assemblage,GOVERNOR,0
48249,Old instrument needs the sphere to ring,theorbo,theorbo,assemblage,BELL,0
86793,It's grand to make many holes in a hot plate,griddle,griddle,assemblage,GRANDLY,0
96526,Disk that's not a hit with artless party,floppy,floppy,assemblage,DISKET,0
117872,"Religious leader (a healer) cured flesh, receiving credit as a teacher",mohammed,mohammed,assemblage,RABBIHE,0
113200,Old skin disease liable to drain confidence,sapego,sapego,assemblage,LEPROSY,0
15131,Dissipated girl in confinement,misspent,misspent,assemblage,DISSIPAT,0
91831,Lifting a great weight is false,notso,not so,assemblage,LIFTING,0
89024,"High frequency range, say, penetrating mum - is sore in the ears",megahertz,megahertz,assemblage,HEARING,0
123817,"Lively end to working week, heaven",frisky,frisky,assemblage,FRIDAY,0
