Index,Clue,Solution,gemma_predicted,Spaced_Solution,llama_solved_answer
66613,Doctor rescued flirt,seducer,anagram,seducer,MEDICAL,0
94986,One must be quick to do so,breathe,anagram,breathe,OUTRUN,0
53710,Irregular green semicircle turns up on top of table,deviant,anagram,deviant,BILLIARD,0
82235,"Naps killed cat, excited by amorous activity",slapandtickle,anagram,slap and tickle,"CAT NAP, ROMANTIC",0
85145,Little boy traps female into consent for promotion of photosynthesis,leafgreen,anagram,leaf green,"LADY, PHOTOS",0
108647,"Cute, if led astray, becoming two-faced",deceitful,anagram,deceitful,BICENTAL,0
122178,Exclusive brand meant dear product,tradename,anagram,trade name,DEAR BRAND,0
101254,"Doubtless, mistake offends client",selfconfident,anagram,self confident,"ERROR, CLIENT",0
128855,She possibly reports hand straying after American leaves for Italy,thirdperson,anagram,third person,"HER HAND, ABROAD",0
63558,"Timon, I say, is disposed to hate",animosity,anagram,animosity,MISANTHROPE,0
100348,Must a shine somehow indicate fire?,enthusiasm,anagram,enthusiasm,MUSTAFIRE,0
58963,Exasperated with Dave and ragtag ensemble,aggravated,anagram,aggravated,DISGUSTED,0
60374,Bloater's not a bad sea food item,lobster,anagram,lobster,HERRING,0
110353,Musical acrobatics could produce bad neck and ear,breakdance,anagram,break dance,BAD TASTE,0
68981,A main source of embryonic membrane,amnia,anagram,amnia,AMNION,0
63995,Fierce storm on the coast of Brazil,recife,anagram,recife,TEMPEST,0
62207,Musician's skill rescued tarnished gig,sightreading,anagram,sight reading,ARTISTIC,0
76568,"As arranged, I'm seated with second cup of coffee",demitasse,anagram,demitasse,ORDAINED,0
32620,Progressive brought new Communist order about,modern,anagram,modern,REDICAL,0
31384,Assigned task of putting clock back,remit,anagram,remit,WINDA,0
78888,This old boneshaker is a strangely loved piece,velocipede,anagram,velocipede,ANTIQUEBIKE,0
122697,"Shake up orange vigorously, carried by rocket",reorganise,anagram,reorganise,TORPEDOES,0
28956,Rushes round to see the Primate,rhesus,anagram,rhesus,ARCHBP,0
126904,Heard to put artic into reverse at some degree,baccalaureate,anagram,baccalaureate,UNDERGRADS,0
52581,A Bovril recipe that's revolutionary,bolivar,anagram,bolivar,STIRUP,0
26426,Do something different with cold celery,recycle,anagram,recycle,CHILLER,0
106194,I help with gigs - I adore travelling,roadie,anagram,roadie,ROADIE,1
59197,Nice men upset by bearing superiority,eminence,anagram,eminence,NICEGUYS,0
104574,Last nasty messy problem for adviser with computer,systemsanalyst,anagram,systems analyst,LAST RESORT,0
139444,Revised bible held by a theologian's all made up,adlibbed,anagram,ad libbed,NO FICTION,0
136819,"Faith being questioned in party heading for office, amid dubious claims",iconoclasm,anagram,iconoclasm,ELECTIONEER,0
48494,Not one anti-beer?,inebriate,anagram,inebriate,TEETOTAL,0
61107,Islam's enigmatic religious book,missal,anagram,missal,KORANS,0
120857,I don't mess with leaf stripper,defoliant,anagram,defoliant,IDONTMIND,0
119024,Dreamer in dunce's cap is teased,escapist,anagram,escapist,DAYDREAM,0
14524,"Put in post at suite, perhaps",situate,anagram,situate,ADDRESS,0
21801,Moving praise for the old country,persia,anagram,persia,ODYSSEY,0
84100,After analysis we had this Freudian impulse,deathwish,anagram,death wish,ID EGO,0
96200,Late actor has shifted tree to the left,sharif,anagram,sharif,OLIVER,0
107056,Trailer for Edward Lear's capital nonsense?,dawdler,anagram,dawdler,NONSLES,0
39343,Fibres working loose in underpants,briefs,anagram,briefs,THREAD,0
126766,"Paint can out, red is stirred",undercoat,anagram,undercoat,TITIANRED,0
90004,"A relation's ground, or grounds",rationale,anagram,rationale,COUSINS,0
131147,Bizarre muddle I clear up,peculiar,anagram,peculiar,UNTANGLED,0
61148,Drink leads to nasty reaction at university,cointreau,anagram,cointreau,INTOXICATION,0
6422,Verne's undisciplined banker,severn,anagram,severn,VERNER,0
98733,Lily's relative pole dancing with dash,asphodel,anagram,asphodel,GLADIOLI,0
37091,Casters may be working to find one,actress,anagram,actress,ROLLING,0
20166,"Standing still, but not against reform",stagnation,anagram,stagnation,STATIONARY,0
14400,Antique objects found in battered raincoat after the last King George,victoriana,anagram,victoriana,HEIRLOOMS,0
107057,Waddle about with right loafer,dawdler,anagram,dawdler,PENGUIN,0
70056,Where tramlines turn around,terminals,anagram,terminals,TERMINUS,0
18145,Manger apt to be shown transformed by star,pentagram,anagram,pentagram,CRATCHIT,0
91581,"Catching cousin with goat, disturbed",contagious,anagram,contagious,CAPRICES,0
60113,They're assumed to raise sail in rough sea,aliases,anagram,aliases,CREWS,0
67017,Stuff that's left out,felt,anagram,felt,REST,0
135725,"Puny chap burying head, awfully miserable",unhappy,anagram,unhappy,WRETCH,0
27872,Slave-owner's turned to tea producer,assam,anagram,assam,PLANT,0
92011,"Missing date, shambolic developers come round too late",oversleep,anagram,oversleep,BELATED,0
37390,"Put half a grand on dodgy palomino ""No-No"" after studying this document?",diploma,anagram,diploma,PAPERS,0
42683,Oval cone not completely reshaped?,volcano,anagram,volcano,ELLIPSE,0
109448,"Attacked after broadcast, alas, is duke out of the country?",assailed,anagram,assailed,ABROAD,0
8743,What could be finer to conclude?,infer,anagram,infer,FINER,0
26772,Ecus under negotiation with no strings attached,unsecured,anagram,unsecured,TARIFFS,0
139924,"Extinct arthropods, one preserved in lobster, it could be?",trilobites,anagram,trilobites,TRILOBITE,0
33944,Astute misrepresentation of the figure,statue,anagram,statue,FIGURE,0
91895,Current producer of coral involved in retail,solarcell,anagram,solar cell,CORALREEF,0
114542,As an artist I reenact my career,traceyemin,anagram,tracey emin,HISTORY,0
35336,Guns are raised in this game,stag,anagram,stag,POKER,0
14771,Extraction possibly due to Bond?,educement,anagram,educement,EXCTION,0
19356,Southeastern rail trips by one from another country,israeli,anagram,israeli,TOURS,0
91812,Mad hatter drinking limitless tea in operational part of hospital,theatre,anagram,theatre,WARDROBE,0
98167,Technique pioneered by Disney into a main production,animation,anagram,animation,MULTIPLEX,0
87221,Examiner is in wrong street,tester,anagram,tester,PROBER,0
141655,"In charge in any pub, moving stock up frantically",panicbuy,anagram,panic buy,LAND LORD,0
28916,Distressed emu ill on floor-covering,linoleum,anagram,linoleum,MATTRESS,0
133164,Hot meal enlivened with a drop of neat alcohol,methanol,anagram,methanol,ROASTBEEF,0
93259,"Rose may be single, desperately seeking husband",english,anagram,english,SPINSTER,0
22767,"Wild flower with tag, ""Light of Evening""?",afterglow,anagram,afterglow,EVENINGPRIMROSE,0
138908,"Tip of rhubarb? No, I crave tripe!",carnivore,anagram,carnivore,RHODODENDRON,0
49163,In which real duty is abandoned!,adultery,anagram,adultery,DERELICT,0
47840,"""Morning"" from Grieg: ten pieces",greeting,anagram,greeting,NOCTURNES,0
