Index,Clue,Solution
79560,Don't utter the golden number - add some butter,shorten
18878,"French physicist, right off colour, treated by doctor",coulomb
39249,"""Girl!"", scoffed a Greek maid",galatea
67662,Decide about a city in the US,seattle
102093,Extremely poor way to determine allergy?,skintest
83316,Periods of reported stupefaction,days
57733,"Islander, formerly African, losing points",rhodian
49673,Silver-r! See me share large pile,agglomeration
33237,Keen to get type of melon in freezer,cryogen
76423,"Shove can make me stupid, almost",impetus
100968,Put off effin' Bambi!,defer
1786,Araucaria exemplifies this sort of diagram,tree
124068,Call to get permits? They depend on the head,ringlets
69785,Frank's flat,straight
25781,Premier man on our times,head
41766,Grab woman who's on the streets,baglady
17339,Strikes up a bit of an argument,spat
15968,It's dark almost on time,night
90969,Concoction of phrase and fable?,brew
116256,Acquire stout upright piano imported for musician,bagpiper
65444,Reportedly black vegetable,chard
80726,"Scholar took exam, securing first place",savant
71003,Control put forward and brought back,reinstated
62441,Fortify badly-made nest - it's most risky inside,stiffen
21069,"Prison for Miss Philips, back holding head of loved pet",alcatraz
43706,Produce a tie?,deadheat
3102,Sailor's fate follows his superior,matelot
77133,Capital got constricted?,bogota
32433,Functionary put in charge in advance,officer
92998,Fire's fluid seal broken,fusillade
120404,Poet writes new sonnet about New York,tennyson
141833,Is meagre with use of colour on board,stints
64846,"They're close, close to getting top man",king
33482,A girl's ugly husband's rather big,largish
108771,Free kick routine producing some fireworks?,setpiece
17063,Time to deal with returning to hospital,epoch
25683,Go in for chips without fish,enter
3344,Arise from name brought up at first encounter,emanate
113013,Tin or tape cutter?,opener
12851,"Accomplished meat producer joins ""Institute for Beef""",pastrami
34697,Bridge opponents demand round of coffee,espresso
31125,Tendency to write vocal music,penchant
12351,Newspeak of a crank,nutter
108402,A vehicle in light brown turned orange-red,nacarat
87848,Godless individuals involved in robberies,atheists
85536,How we feel about someone giving our corns a twinge,rancorous
44922,Disputed a lot of lies,atissue
18437,Queen Elizabeth - right or wrong,error
50995,"Old king imprisons spouse, head to foot, in small compartment",cubbyhole
87880,"On watch, man on board provides telescope part",eyepiece
12118,What's in the paper fragment with missing heading?,article
22587,"No young shaver, this biblical twin?",esau
99721,Actors first seen in a musical,casts
49290,Excellent fruit year,peachy
27193,Miscreant makes proposition about outcome,offender
58135,Sweet to charge around loudly,toffee
36364,All concluding sudoku is done and spent,used
37498,Harry and Mary - one of them works on the railway,yardman
64764,Actor on the way with lord's backing,streep
16561,Exercising choice of imitation,echoic
142158,Blocked piano moved with effort,plugged
92559,Hell at home: Eastwood embracing a cowgirl showing new reluctance,disinclination
139033,Mostly tinned pulp caterer put away,incarcerate
84534,Cabling her was awkward,hawser
127618,Crazy family's slippers seen on these?,bananaskins
70296,Extreme inhumanity in beauty,devilish
11901,"Philosopher's noble title, that's not it!",aristotle
52397,Auditor's fashion cut,mowed
86201,Oscar competed in Algeria,oran
14581,Obliquely request an Anglican,askance
93410,Day BoJo strips off facade to provide enlightenment,satori
119759,Match religious group with flying guinea pig?,testpilot
22459,The volunteers have a Greek character,theta
23172,Call boy's takeover,hijack
136789,Subsidiary offices of the Forestry Commission?,branches
95076,Part-timers kept in check by Queen's servant,retainer
74850,Plant hunger - a bit unusual!,thunbergia
108019,Finally attained a high position,endedup
18594,Fabric articles (three) put behind counter,barathea
102673,Way of acting silly with feet in a pickle,lifestyle
53686,Cake singer stuffed in hole,madeleine
103370,Courtesy title given to upstanding political theorist,proudhon
63796,"In a muddle due to ale, chap let off drinking partner",allovertheplace
4128,"Pursued, we hear, but not wanting to be caught?",chaste
126809,Apple product reported for bugs,beetles
74333,"Free, led to crack puzzle",riddle
72187,Virtuous card game?,patience
132560,Manly height can be got up on track,snaefell
7520,Hand in piano tune,pair
47895,"With empty menu, enjoys linguini for breakfast",muesli
67869,Trains Tom to wear suede pants,educates
56802,The Nora Batty is someone else!,another
30125,Woman given note and present,here
105391,Panto role only assigned to Poles,buttons
40516,Russian comrade,tovarich
73116,They say binder discloses what's said,pronouncement
92433,He got stuck in the bath,marat
52966,New cool shelters additionally for a Great Dane,nielsen
31689,What dogs do around trees,bark
133118,Measure resonance in aerobatic stunt,barrelroll
34786,Unruly as well as lacking a design,lawless
36865,Any power could have this armament,weaponry
46078,Insert cop's rank,inspector
16305,Neighbour of Oxford tutor found by a search engine,abingdon
35182,Cast out parsley?,players
27271,Completely fill military order,charge
101056,Learning required for issue about sport,erudition
85515,Pedestrian walkway?,gait
39699,Critically shocked expression after playing short suit okay,iaskyou
6541,Strong finish in female tennis battle,intense
104039,"Watery lake, wet banks",sloppy
88980,"Straightforward, not wanting a reciprocal action",oneway
117811,Contending successfully with a course of masonry,coping
84432,Extra run for paper,newsprint
141354,Scot and Austrian working together in a branch of science,astronautics
134557,Turn somersault before degree is taken,pilfered
123214,Ferocious swimmers cause mishaps round the land,piranhas
24345,Nurse at stream said to want climbing aid,tendril
3840,"Finally, ball is placed on spot (but not the centre) for scorer",liszt
82465,Reconstructed in stages our prehistoric specimen,stegosaur
100173,Queen involved in dishonest behaviour? Get outta here!,scram
110702,Worried Cameron pined for mastery,predominance
44177,One's disapproved of the present party,shower
85300,"Put off and fed up, having made a mistake",deferred
1045,"A Catholic, about a month in France, uses a Semitic tongue",aramaic
125452,Stone in French museum that has to be viewed,mustsee
64485,Who gives a swinging piece of wood about Newton?,donor
10618,Primatial line?,metropolitan
140274,Film director developed erotic club,bertolucci
14619,Got Sir Andrew to back some thoroughbred,aristo
28132,"Tempestuous at heart, I'm about to preside over chaos …",misrule
34188,Saul's clan involved in numerous matrimonial disputes,matri
52144,Engineering unit is at original location,insitu
84831,"Within limits, Paphos tried to recreate a reputed visitor",aphrodite
24948,Bird rings before end of the day,osprey
47695,Break seal to get drinks,ales
6340,"Test foreign students about Nepal regularly, before university",elevenplus
129103,"Very best bars providing cold food, but less cold temperature",choicest
71291,"Marks man, say, as second rep in trouble",sniper
53614,Potential health risks of tailless camel eating earth,bacteria
36600,One can't recollect me as I can recollect,amnesiac
106670,Cook starts to explain echidna's grim diet?,regime
53600,"Extract information from woman or man, primarily",worm
133144,Two Dutch chaps?,bigamists
94215,English class held in part of church forming enclosure,enclave
28267,Run into agent that's able to move supply,spry
15215,Somewhat lethal variety of sweetmeat,halva
139675,Sort of story for solver,detective
84793,Wine and dine with what's on plate and beer,regale
106889,"Seaweed and rags recycled, as in the manner indicated",sargasso
134202,Managed to win Clive's heart to yield original Sinclair Spectrums,rainbows
100198,Man with weapon hidden in clothing,garment
134724,Steal a march on man with bad temper,preempt
42206,Preserve the end of past prestige,cachet
75938,Failures the learner dismissed in the recesses,apses
9598,Drunkard very quietly left during row,tippler
35651,Russian girl's farewell embrace of Scottish boy,tatiana
40973,"Naturally, such food is grown",organic
19555,Disclose opportunity to stop working,break
53717,Friday's writer,defoe
19570,Old liar - one who's into fruit,ananias
80307,Even the most generous would be deaf to such appeals,inaudible
44376,Suffer German and consequently Latin,undergo
105909,Three Scotsmen with long lives,macrobian
70452,"""Mirror"" has problem carrying page with cryptic clue",speculum
88053,"Agree to differ, being passionate",eager
123096,Feel sorry for setter - we hear it's cold and damp,rheumy
105082,Was too credulous for this kind of market?,overbought
71162,When abroad one may have dubious tax record,expat
93478,"Perish from condition - it is the skin going red, black etc, so I've heard",seas
102001,Brilliant that Louise is accepted by Greek island league,colourful
47142,Ecstasy from glory in clues of doubtful distinction,flyingcolours
79779,"Author is hard to follow, like others of his ilk",scottish
133305,Note a river's mud flow,lahar
5852,Utility supplies hands across the Channel,mains
72382,Wanderers keep escaping!,bolton
115912,Enormous duck you get turned away by Malay sahib,gargantuan
110689,"Eggheads' turn to legislate, innit?",intelligentsia
12733,A blemish on the church is seldom found,scarce
105901,Charges include a number of royalties,princes
37330,"Frightened a learner with a gun, say",alarmed
29078,Guide produced by the woman in spring,sherpa
20796,Trailer showing Mafia on French island getting Mo back to plug the ambassador?,mobilehome
10658,Early victim of some Bible-basher turned back,abel
7870,"With great delicacy ""thee"" has been replaced by ""truly""",ethereally
80504,Dreadful pastor I catch out,catastrophic
53670,Crisp notes corrupted policemen,inspectors
51909,It's tight being without members,legless
70812,"Virgin man in a pickle, model having fled",branson
121806,Good accommodation to be found in Newmarket?,grooms
84861,"Imprisoned New Labour two, less than honest and decent",honourable
74523,Genuine resident of Liechtenstein,echt
65762,"At home, book is available if required",inreserve
22977,Some rugby players prepare to go on tour,pack
36560,PM in European country left bottom out,eden
126893,Cynic died before seeing about having a ball,diogenes
110462,Propositions for where they say one can't smoke,premisses
48678,Superlatively eternal peak?,everest
107885,Secure saddle as horse shelters,leash
51394,"With opener dismissed, subject bagging duck on the rise, finding bottom edge",hemline
59995,Administer a beating at Westminster?,whip
140396,Does press put English into old page with changes?,expedites
22651,Name has to be changed? So be it,amen
101572,"Had mobile broadcast died in clamour, it would be one problem after another",badhairday
96229,"Hired in the tandoori, say",ticca
63520,Loud shrieking comes from this bird,kingfisher
102329,Guerrilla and I with a gun back in the car,irregular
17164,Pipe and a book,hosea
19720,Jobless indulged from time to time,idle
117033,"Fox avoids him - person outside national TV spotlight, initially",huntsman
39458,"Furniture item fool perhaps shortened to get round corner, finally",dresser
75442,English poet's two conflicting responses,noyes
85508,"Mention ""A Taste of Bangkok"" (Mansfield) to confuse",tieinknots
51526,A Tory fixed seal with lugs,otary
107073,A spot near to a place in Yorkshire,whitby
63760,"Organised body, dead body - disposing of evidence at the start",corps
41362,Hat has shifted right up,shako
6211,Man having to admit set-up is kind of cross,maltese
74204,Love potion said to enhance purity,philtre
50878,"Exploit Ireland, the composer",couperin
108629,Toke finally taken from joint? Pass on to another,refer
138479,"Medic, American, on senior programme",docusoap
116830,Make a mistake with story about space traveller - all gold then and no silver or bronze?,tripletie
126547,"Hardly any conform to metric system on weight, ultimately",scant
96402,Hamilton I'd wrongly placed farther east,midlothian
93412,Gangster's girl firm about model for a writer,smollett
99399,Golfer's shot home help,pitchin
119205,Summary of the former USSR?,precis
104244,Something hit it - an iceberg?,titanic
106068,The last word in communication?,farewelladdress
29909,Article's focus is God,anubis
22395,"Easter treat, consisting of lime mixed with cold nitrogen and steeped in a sort of wine",simnelcake
271,Become engaged by the network,mesh
94503,"Half-cut idiot, hardly cavalry material",twill
47380,High standards of ladies become corrupted,ideals
123808,"Turn of partner to err - for example, about passing",elapsing
50573,Husband from Second Avenue,save
17438,Kick back produced by six elements,react
25284,Grating sulphur with a large fork,strident
107947,Large amounts secured with these?,lashings
121106,Wild chase to forest to provide a protective cover,caseharden
136908,"Small spud, but no King Edward in fact",stat
94122,Repeatedly forbid engaging in charge at fortification,barbican
119491,"Having made the side, a sportsman's idle very rarely",onceinabluemoon
69188,Finished warhead steering into swamp,overwhelm
13141,School Esther reformed is a model,clotheshorse
136056,"Group flying, by the way, in Rolls",baps
19059,Pale-coloured metal in road sign?,sallow
130328,Fashionable people get new mattress,smartset
39068,Rubbish spy admits Foreign Office employed by Cameron?,tomfoolery
136320,Men atone finally for wrong … in small measure,nanometre
135665,"Some thinker, supporter kept in check by government department",forebrain
23976,Preview draw,trail
138642,"TV detective to search old house for clue, essentially",columbo
38046,American who scored heroin leaves busy places,ives
126332,Lean's ultimate director in fat hat,sunhelmet
52409,"To suggest making love handle, rip apart!",philander
28018,Primary setter thus admitted foul,noisome
24027,"Great article taken from ""Ornaments Design""",monster
19908,Large vessel's to continue to signal,flagon
31148,Second horse is a drawback,snag
40945,Producer of red berries from Lambeth?,rowan
105157,"Initially, surgeons can't operate until really clean",scour
116038,"Germany, the booze state",alemaine
128244,Ridiculous popgun challenge,oppugn
60529,A cleaner at work among the chatterers,toothpick
92450,Like a good poker player's bad handwriting?,unreadable
99621,"Assaulted, having had food in inn on journey north",beatenup
11847,Stir it when there's an entry to the outside,agitate
63280,Old man from Maine so well in retirement,methuselah
34043,Give a Royal Marine's guard order to salute,presentarms
61761,General resemblance to Humpty Dumpty?,allround
97228,Pack to put between opposing card players,stow
32508,No small islands around old port,ostia
70129,Those gawping about king being in the altogether,starkers
28679,Make warfare a thing of the past,deration
88857,One can make so big a mistake in marrying again,bigamist
135818,Oversupply a couple's food additives,glutamates
85784,Good little boy wearing English fur,estimable
107948,Lots of beatings,lashings
79479,"Tender resignation finally, sure to be sacked",nurse
96887,Dodge wealth distribution and escape detection,evadethelaw
104168,Paula's last in race - will get/not get this,hurray
28492,"Cast of beginners to study hard, exercising daily",shed
3592,"As predicted, lunatic hit copper",prophetic
118101,"Leftie somewhat short, if hugged by supporter",fabian
17599,Novel turns at a party could be on the stage,mikado
73587,"Drink with small grains in, swallowing hard",shandy
113822,One manoeuvring with rod,wangler
28114,Tasteless mix is in eg hummus from the east,insipid
124603,Area that's wet and hot on planet,marsh
27059,A pound to one on Britain,albion
118965,Cornish visitors encountered in German city,emmets
72224,Foreign Office desk?,bureau
32487,Pure nonsense about firm having to make good,recoup
30946,Silent monkey milked silent cows here!,miltonkeynes
16540,"Court has its process around Chelsea, perhaps",tribunal
25974,"Those biting heads off tarantulas, eating even tiny hairs",teeth
140550,Attempts to restrict naughty lesbians,tribades
103042,Completely holding game up with hubris,arrogantly
113189,Lambert Milne's funny cake,simnel
105043,"On the other hand, he's just as good",ambidexter
45193,Runners coming about five - time to yield,harvest
1427,A game of tricks cut short,abridge
13249,"Altered image about me, finally, in this puzzle",enigma
39831,Composer walking about topless,glinka
45633,Republican traitor dipped into Green's account,narrative
28655,State a kind of beetle,colorado
106323,Case husband found in market,shell
47727,Exhibitionist who's of loud disposition,showoff
95749,Less than one hour for action,zero
39501,What's eaten in the chamber?,diet
57258,Whistle-blower stops hard labour in plant,trefoil
64573,Swill some beer in Serbia,rinse
51480,Victor was no spring chicken,mature
19114,Admit defeat and return,yield
74384,Note golf score: adequate but may be improved,reparable
1958,Fleece jumper put on king,rook
24088,Fast way to get drunk,tight
8411,Story about a sheep in a Western town,laramie
57656,"Scot, a head welcoming lecturer in religious education",aberdonian
59651,Animal fur one goes after,coati
19768,Guest for the bingo official,caller
10048,Whirlpool in the West: fifty corpses resurrected,maelstrom
58174,Work out problem in textbook?,exercise
110666,One breaking art's rules in bizarre fashion,surrealist
1900,"He's ejected from heaven, then uses Eve initially as a means of approach",avenue
41680,"Old racing driver's less rash, nursing fractured toe",charioteer
10644,Get a peep inside binder,tape
26984,Solver's penetrated the Spanish alcohol base,ethyl
18158,Racehorses certainly not foaming at the mouth?,stable
82223,Expanding carrier for body or brick,stretcher
99170,Completely blown away by mixing spice to those?,shottopieces
1447,Latitude for song about piss-up,leeway
38160,Current reversal for Don Juan?,flow
30967,This angler knew the score,walton
82005,Flightless bird's new roost in rocks,notornis
98118,Place of interest it's the custom to be silent going round,museum
1235,Charlie's bar is bright!,clever
85987,Promote what sounds like right scandal?,propagate
122371,Passengers initially go swimmingly in bus designed for local tours,pubcrawls
55607,Did not allow judge to be taken advantage of,refused
12951,Thug shot unfairly and that's not just one opinion,thoughts
117910,My old man (if grand) with a tax cruelly inflicted on rabbits,myxomata
15673,It provides an opportunity for advanced theatrical work,apronstage
128098,Spurs getting to grips with new balls?,gonads
87261,Online factory work?,assembly
33567,Churchman securing a supplier of energy,reactor
1031,"Noble rank inspiring baron finally, last in line",grandee
113205,Conservative leader suspended for being shifty?,changing
59860,Cheer and cheer wildly - not English: it's far-fetched,recherche
30720,Perhaps Clegg gets in great excuse,alibi
20492,Sit a certain way for the ideal journey?,bestride
1968,Satisfy a couple of leading players wanting relaxation,appease
63347,Men switching sides in a city of trials,salem
119440,Confiscates one thousand sterling,impounds
69101,"From where, with some work, it's onwards and upwards!",downstairs
71004,Exchange of gunfire's declining,refusing
44226,Show? Yes and no,screen
74422,"Initially supplied second-hand, now disposed of",sold
88677,Overcoat of provincial origin?,ulster
119910,Birds fight and have arguments,sparrows
104218,Bad boy may develop into booby,yobbo
47012,Miserable wretch in sort of cloth hat,reptile
41238,Sucker for cake,sponge
93256,Sifts puzzles,riddles
71956,A novice in the actor's union has the same rights,equality
81474,Marauding type of short woman married to ruler,viking
15808,Considered giving shop censure,deliberate
54763,Ultimate theorist taking a pause between notes,fermata
111851,Student in warning to deliver,calve
127184,"Ad reads ""Gold Blend - a very large one?""",saladdodger
114929,Transmit over cliff to get meat for stew,scragend
3822,"African country having boom, blossoming in endless decline",djibouti
56486,Fantastic to see her fitter for Oxford?,shoetree
59638,Period novel heroine on the tile?,tessera
33475,Scrape a new beard,abrade
60836,Haply ordered divisions of animal kingdom,phyla
107708,"Initially, dead rude: Ben Elton cracks English line about sex?",doubleentendre
69315,Dodgy gear forfeited in compromise,agreetodiffer
130835,Stagger inside to get separate uniform,splitlevel
139369,Gang leader doing notorious Jack's work (riveting),gripping
122865,Actor's description of Starsky and Hutch's wheels?,redford
86702,Looking as etiolated as a home-fed Cornishman?,pastyfaced
27417,On first of October turn collar up in Scotland,oban
57384,Many need a nest egg,cache
82480,"Take it easy, if copyright of song is yours!",liedown
29894,Field team from Spain in the first half,realm
10484,Beat record,cardiogram
59067,"Obtained support, having used threats",leanedon
92328,S is very hush-hush,topsecret
5069,"To a degree, a female illness",malady
71018,"In essence, almost keen to hold Blair back",keynote
35647,Produced singin' (and dancin') star highly thought of,generated
97544,Opera covering polar opposites? Wisdom was famously one of them,normans
124508,"Future flier, no gentleman to treat with disrespect",caddis
129496,What's warm?,thawout
56227,Expert discovered to have great insight,profound
3633,Multiple breeder has to go on incessantly,rabbit
116571,"French aviator's ""Oui"" drowned by bells shaken with violence",louisbleriot
39331,Capital market's amount of business conducted before alleged scandal?,billingsgate
40114,Entry to a profession,admission
22661,Empty pews? Revise hymn book!,psalter
12364,Fudge cake made with iron,waffle
99465,"Once more bring in dance, twist etc",reelect
120551,I say large is fine by me,cool
81763,"Want skinny rat? Watch catcher, ultimately, six feet under collecting equipment for sewer",needleandthread
84316,Time to request stuff for working party,taskforce
16218,Persian ruler upset Congress and King,xerxes
56640,Ensure boat is ordered for resort,eastbourne
130966,Spinner of web in wood approaches a forgotten shelter,timbernerslee
25810,Alan's wrong to be nosy,nasal
12584,Bear twins and think nothing of it,poohpooh
43516,"Spread toast, left off plain starter",antipasto
82903,Some role!,part
80531,Second-rate low-lifer's objectionable offspring,brat
126862,"Religious official trying to convert Iraq, so intruding",grandinquisitor
122983,"Appear more stupid secreting drug, when cared for",lookedafter
26203,A loose woman in the family,auntie
3282,Reckoning that I must be involved with crime,arithmetic
62107,The point in religious belief is the exercise of absolute power,despotism
101550,You and I wearing Edward's country outfit?,tweeds
125392,"A wreath doubtless required, but in no hurry",leisurely
1679,Bury the top of it under some bug-hunters,entomb
17600,Emperor seen at the Savoy,mikado
117680,L-shaped bar in a longer form,angleiron
31317,Old King Cole's third dish,offal
135070,Fighter grabs large rope,marline
112216,It's hard for prisoner on island,concrete
32184,Between-maid after new position,amid
138219,Crown and Church join in dirge,coronach
35831,Paris summit conference,teteatete
32589,Thailand's currency causing concern,trouble
27956,"One and ten are confused, of course",aintree
100865,"Strike, perhaps, that brought parts of this island together",actofunion
17119,Orders are sent from Asia,eastern
109456,Open present yonder,overthere
19716,Unemployed member of comedy team,idle
41937,Criticise pupil for making jelly,crabapple
1608,Forthcoming seaside attraction?,fortunetelling
12655,Girl always found in the bar,bertha
35106,First characters assembled in military mess,snafu
4557,One is supposed to look better for eating them,carrots
140919,"Titans of business defeat US Feds, ignoring the odds",colossuses
121560,Outstanding leap by a player,payable
101441,At the same time it's archaic,ofevendate
44707,In fog duck gets damp,moist
115798,Truth and openness initially is displayed by every Irish prime minister,taoiseach
113648,Did some lines when kept in,penned
28765,Flying to an away match,eloping
58638,Sinner sexually explicit before mid-afternoon,adulterer
35460,Worker with vegetables?,peasant
120009,Game you and she shot repeatedly,houseyhousey
20584,Pressure put on wildcat strike,pounce
25662,"Old queen there to be rung before tea, finally",isabella
38122,Box outside youth centre for clergyman,curate
139000,"Before getting squeezed round back of cupboard, leaning to one side",prejudiced
110731,Choose the Parisian in the faction,select
126435,Court case: it's arranged so this person may prove their promise,trialist
74393,Uprising of South Africa and one gets old spear,assegai
49925,Set out to marry drunk,stewed
119093,This writer's work gives hint,imply
109815,The French writer climbed here,nepal
118482,Bit of a bloomer from Top Cat,anther
74154,Is sorry about losing rod and waders,egrets
32466,Half of parish wants a young male priest!,parson
71597,Old time coppers?,beatgeneration
131451,Boring project with petulant rant?,crossrail
96724,"Iron skirts? Time, I see, to be demanding women's rights",feministic
136101,Spectre at the feast mentioned trouble at Lloyds,banquo
60798,Makes you French look Italian,tuscan
14261,Snoop around a Kardashian exhibiting flesh,skimpy
91330,Utilitarian tendency for bad actor,bentham
82197,Person seen in mirror taking ecstasy's a pixie,oneself
57686,"To spare a net breaking, fold round it",aplenty
82925,Ray Reardon? Primarily a sportsman,skater
125678,Metric units Lister worked with?,litres
115634,Payment to an author - it isn't common,royalty
61103,Girl with a Latin prayer book,missal
63183,Convey old Bob's demise,send
108894,Setter's volume includes right to show publisher's identity,imprint
139652,End of silent film for one on the railways,trainman
115607,Mark has song for girl,maria
75070,Web of global proportions to detain space traveller,internet
130996,River seen swirling backwards,inreverse
126434,Diagnose suffering in such a state,agonised
13413,Grasp a fellow member and set her up at last,comprehend
101484,"""The young get nutrients from this cola"" - Sky broadcast",yolksac
11671,A number of French pupils change direction at last,eleven
89115,Composer close to Britten in sound,ireland
110562,"Thanks sex deviant, with death a certainty",taxes
15601,Order ranks Abe Lincoln here,nebraska
63213,A place where silence was demanded by a female writer?,agatha
102209,Number playing cricket for county? Miaow!,twentytwodown
97546,Rabbit seen twice somewhere in France,gascony
74820,Hard work by company is kept under one's hat,sweatband
87920,Struggles to accept soft feeling,vibes
89760,"Design pet device, but not what it seems at first",deceptive
78492,Character actor of dubious quality making comeback as a military leader,mahdi
88658,Rock ’n' roll classic clue stuffed with wicked content,lucille
74566,Police chief did this bad?,rancid
116906,"In Near East, initially, meet irregularly about source of oil",neemtree
105409,University head has the opportunity to turn back,chancellor
139409,"In good health and out of bed, working on stuff",uptosnuff
84574,Sage nonsensically contradicting Kipling?,wise
66625,American rockers make time for artist,rembrandt
25431,Plant variety of rose ahead of time in bad weather,horsetail
94694,"What many people call their country cooking: yellowish, mushy, rather unappetising starters",cymru
70226,It could make me a lord,earldom
83704,Shippers heed order for food,shepherdspie
56711,I don't know I'm all over the place,passim
135359,"Fireworks in the sky make Penny nervous, excited - even gassy",supernovas
83549,Review of batsman’s role losing most fans in the north,boreal
30403,Footballer collects books of calculus,pebble
86606,Sigh at one's lack of perception,shortsight
30739,"Near end of holiday, one's taken in second test",resit
8832,Thin for choice,rare
121650,Abroad - not very far?,afoot
60043,Salt beef on the hoof with wings,oxalate
72017,Tell me your modus operandi in a difficult situation,howdoyoudo
50565,Lots of flights contributing to worst air strikes,stairs
124749,Disturbing means taking in spoon-bender's abnormal enlargements,aneurisms
123393,Manoeuvring wide lorry with anxiety,worriedly
22082,Exchange rate certain to provide wealth,treasure
33891,"Force could, possibly",might
129071,Very involved psychological state,complex
124593,Agrees to a wage cut and drowns one's sorrows,takesadrop
99260,Awkward ascent in carriage,stance
140958,Vow broken by Reagan briefly showing resolve,ironwill
34246,One who is ill and not operable?,invalid
107005,"Yet again take in post, including bill",readmit
85592,Skinhead left Cliff's vehicle,sportscar
20986,Support expert capturing cheat,adopt
89784,"Reformed lag in prison, now a church member",anglican
127535,As old leaders of poverty hit and repressively armed oil nation in crisis,pharaonic
90961,Monet original found in mother's drive,momentum
93369,Plant rallied Ada's spirit,aspidistra
81114,Wild sheep - one taken by an old citizen,ephesian
104620,I changed twice for a fashionable tea dance,chachacha
15863,David starting to take possession on his way to his office?,downingstreet
137005,"Tweeted, like a wagtail quietly absorbed",piped
104235,Charge misbehaving child in front of a head,impeach
95783,Short bar turned up on time,abrupt
28193,Go separate ways in Croatia,split
70703,"Heartless girl - an irritation, a difficulty",glitch
68777,Very sad unfinished story about rising smoke,tragical
81849,"In the end, provocative footwear used, oddly, for pastoral work",eclogue
64825,Test authorised on reflection here in Israel,telaviv
59217,"Gambling system one I try? Not at all, silly",nationallottery
134238,Author collecting gripping material for transport regulator,levelcrossing
96352,Crumpled antique impounded by US agent,folded
138696,Vacuous government accepts zero-hour contract ought to pass,gothrough
32114,"Well, just ask!",solicit
73456,Bad atmosphere pervades Mamma Mia's mansion,miasma
113127,Pain conveyed to the audience by playwright,ayckbourn
73614,"Ship's officer died, finished off on board",mated
4467,"Script's opening extract: ""Get into bed""",seduce
103740,Is clumsy butcher first with entrails?,bumbles
136918,Youngster to lose control round hotel in fashionable setting,schoolkid
72305,Appealing desperately for a little extra in the Bronx?,lagniappe
135827,Look down on river holding drinks up,despise
18509,Issue of extreme importance,utter
118792,Purpose in very warm weather to ensure no squatting indoors?,housetrain
6467,"Lady Heather, in the main very sentimental",maudlin
84444,"Beat - with extra energy, still beat",leathered
30534,Lust aroused by indispensable bird,turkey
96153,Push to remove the hacks,depress
58590,Not a rich tea - cooked more than a biscuit?,thrice
111767,Like a thinking man's raison d'être,cartesian
101403,"Proverbially remains cool, though often framed",cucumber
121549,Bird with grand display,swank
115875,Writer drops in to tea or something stronger,tequilla
3785,"Its aim is to produce winners, of course",studfarm
114777,Society to arrive for burlesque,sendup
141868,"Creep lazes about, say, around bar endlessly",sleazebag
44725,Support for women an order,garter
120666,American teen hacked into newsgroups,usenet
131297,Refuse to deal with lad's company on Tuesdays,boycott
60011,December speech calls for trimming,decoration
86768,Veteran cook given Asian bread,doyen
63364,Boats heading off to fish,eels
19339,Teller of tales has crane cavorting with lots of …,raconteur
103506,Leader in Gerrard has messed up in a woeful game,guineafowl
84011,Tipsy ambassador's anything but stiff,lithe
30602,Stage favourite's elevation,step
116269,Name adopted by setter in a novel proves amusing,entertains
39578,Misleading promise to wear glasses,specious
11848,Stir it in a football crowd,agitate
27490,Lens or prosthesis back to front,eyeglass
33834,Marsupial not as wild as flower,primula
12750,Copper was impressed with the old Royal Yacht,britannia
92970,Discovers there's not much left,traces
121681,Those in studio on about arrangements,recorders
58383,Hit the bottle? Moi? In a Greek temple?,metope
16349,Family in common is Asian,balinese
119245,It's no good one featuring in design of the past,longago
53066,Where axes cut roots,origin
68294,"Prevent from scoring, thus?",shutout
111759,Second city (American one's about first) to grow pineapple,bromelia
97237,Illusory quantity in thoughts of summer!,imaginarynumber
48227,Carriage provided to go round the area,fiacre
136698,What solver does breech in an afterthought,parses
35665,Check temperature inside animal,deter
77841,Mother wisely included it - or else!,otherwise
120394,Again lay down sort of wine I got in English station,redeposit
104667,Walker greeting bishop leaving the pavement edge,hiker
35467,"Report of wolf at US city: no, nothing's up",lanolin
142334,Number of fashion items in Mary Quant's era,sixties
73745,Sounds like a company car,escort
30116,In this place he must join the Royal Engineers,here
128892,People living around pubs,locals
107735,Naughty ladies went to sea,sailed
61447,Boy's father has regular build,paul
134886,Single focus of drunken egotist may be here,ontheshelf
1692,Court accessory takes a month climbing in an anorak,netcord
135080,"Made neat, because tangled",formatted
30430,"And then, given a meal, sailor tucks in - invited to sleep here?",sofabed
43191,"One previously learning the French for ""siren""'",lorelei
140439,Convenience of Western warnings on Arab uprising,womensroom
116182,Back in time,anticlockwise
8051,Whip up a story to deceive girl,natalie
94917,Film director of note takes in everything,malle
113928,Wire in the mousetrap?,cheesecutter
116733,Good family person used in place of John,gaunt
73683,Canadian resort artist,whistler
140047,Insects regularly suck on horses,scarabs
112441,Heliotropic grass surrounding international organization,sunward
90250,Very little seen of atonement in Yerevan,tiny
78274,My! Tremendous sound as birds gather to do this,migrate
107650,Travel services express policies,airlines
51432,Decoration stocked by department in Selfridges,tinsel
135959,Current associate's holding back merchant,etailer
64984,Tuareg's forbidding home leave,desert
107171,Musical of various styles?,hair
92585,Some children sheltering others in animated family,simpsons
88651,One sea and other river nymphs,naiades
115198,Go to hug tree with delicate branching,tracery
