Index,Clue,Solution,gemma_predicted
63714,Meditation here from Massenet: ie wasting time once!,thais,assemblage
97097,Encouragement to perform for very little money once,doit,double definition
126962,"Ditch soldiers, at first, to make savings",retrench,assemblage
52026,Secure top of foresail in rough sea,safe,anagram
81570,Cut when rewritten,hewn,anagram
54103,Girl putting screen round painting,grisaille,container
67522,Contract put away during evaluation,treaty,container
82715,See a lot of woman getting dressed,clad,assemblage
96989,Book up a little table in a diner,daniel,hidden word
101874,"After turbulent stretches of water, express disappointment with cutter",ripsaw,assemblage
71904,No Greek character is socially unacceptable,nonu,assemblage
106569,"Society girl embraces friend, a noted fellow",schumann,container
106457,In which one may see mad gal posing naughtily?,ladmag,anagram
119239,Standard lines of rebuff,parry,assemblage
57639,Traveller's ear turns up with internal organ,gulliver,assemblage
74250,One of the nouveau riche from Peru in van crash,parvenu,anagram
72680,Very important to make everybody sing about a mad man,worldshattering,container
125940,Shabby dog's two orders?,downatheel,assemblage
32410,People accepting alternative hypothesis,theory,container
124889,Ring in copper polished and protected,cushioned,container
60880,"Possibly asleep, certainly inactive",dormant,double definition
121794,Manny R's friend gets stuck into some opposition,antonymy,assemblage
20573,Repeated point about excerpts leading to obscurity,eclipse,assemblage
44218,Hide or show,screen,double definition
67362,"Goddess, after film, cried uncontrollably - this is no juvenile trauma!",midlifecrisis,assemblage
80200,Refuse to go back - that's a first,brandnew,assemblage
28366,Comment on old currency,remark,assemblage
20034,Orthodox geometrical adjective describing a cardinal point,canonical,container
71100,"Pet's to devastate, going on to fiddle?",catgut,assemblage
115928,Begins to show such order,alphabetical,double definition
105063,Temporary structure in the Sun's building,nissenhut,double definition
86860,Sick to a great degree?,aegrotat,double definition
82236,Inept lads lack involvement in hanky-panky,slapandtickle,assemblage
112873,Eighty-eight flaws to date? I will have to make some changes!,twofatladies,double definition
34498,I ring back about the shrub,lilac,assemblage
108618,Terminate in small place,slay,assemblage
124294,Nothing wrong in displays - things just seeming to be wrong?,paradoxes,container
125973,Shoot a north European,german,assemblage
136729,Spotted leader of batty pressure group,blobby,assemblage
92815,Antithesis of flare as source of light,taper,double definition
104170,Mistake is nonsense - rub out,bish,hidden word
12257,Portion of object found in article,tithe,container
26200,Make free to follow a relative,auntie,assemblage
127270,"Mostly take ferry, say, near northwestern town",crosby,assemblage
32377,"What's in your head, if not entirely wide awake",idea,hidden word
95817,"OK, reach a mike an' play this automatic backing device",karaokemachine,anagram
116598,Visitor set out to interrupt audibly exasperated type?,sightseer,assemblage
118398,To install firmly fix in a ring,ingrain,assemblage
31595,Set a clue in Western Australia,eucla,anagram
33810,Fix a direction indicator,assign,assemblage
53412,Pleasing as a lollipop that's calorie-free,likable,double definition
117657,Irish poet Russell considered effervescent,aerated,assemblage
124064,The favourite that's in form,teacherspet,double definition
57030,Preserve predicament,pickle,double definition
133411,Safe container for tungsten alloy,pewter,container
94323,A number get away with swindle,delude,assemblage
108767,"Dramatic and inspiring performances, specially with arm broken",miracleplays,anagram
87148,He may counsel the sexual offender,therapist,double definition
12895,Go to pieces in card game,snap,double definition
77134,"Country reflected in outskirts of Brasilia, South American capital",bogota,container
96505,Be in full control of big bag on deck,holdallthecards,assemblage
112907,Stoker and railway both turned to stone,marble,assemblage
25758,British PM ultimately wanting fight,battle,assemblage
49601,A sportsman spinning the tale,athlete,anagram
68414,"Cut of meat, free bait",sparerib,assemblage
112953,"Rebel MP has reformed, so he swears!",blasphemer,anagram
41419,"Stop and have a breather, do you hear?",arrest,assemblage
21260,"""Singin' a song ____"", in concert",sidebyside,double definition
137135,"Note minister provided, written up",fiver,assemblage
10628,Solitary individual caught between opposing sides,loner,container
22685,"Girl in passageway stopping short, looking back",ella,hidden word
87863,Associates pass old measures,colleagues,assemblage
84374,Belgium is in need of Dickensian wrong 'un,blacksheep,assemblage
37802,"The top pub in the place, perhaps",pinnacle,container
124871,Steps taken in yards or metres,measures,double definition
61931,Manipulate lines in German with the appropriate article,gerrymander,assemblage
106449,Six against a fast bowler of old in a test,vivavoce,assemblage
106250,Cry o' battle to shift large plant,yellowarchangel,assemblage
20427,Last minute gathering to one side,laterally,assemblage
47662,It's a drawback having yen for precious stone,ruby,assemblage
122407,Red colouring of Minnelli caught in unexpected rain,alizarin,container
3896,Where there's often a gap in character formation,stencil,double definition
108637,The Italian regular struggling to become irregular,guerrilla,assemblage
38706,Helen & Co refurbished station,echelon,anagram
81149,"Held down slates, we hear, being concealed",keptunderwraps,assemblage
105154,"European seen in London club, a place that attracts many",mecca,container
137921,Hill discovered the right glands,highland,assemblage
44074,"French boy's looking up meaning of ""gunk""",slime,anagram
51077,Officer getting vessel to change direction,subaltern,assemblage
6454,Lob with spin to go over the same ground and cause destruction,obliterate,assemblage
79559,Firm's idea incomplete unfortunately: it's gone wrong,misfired,anagram
25961,"A bid, perhaps, to get ""loo"" regulated as a game",diabolo,anagram
113547,"Value force, from what we hear",prize,double definition
20266,"Large paper plane, the folding",elephant,anagram
10389,Small part of military detachment,detail,double definition
36107,A poet penning nothing on a ship,aboard,container
24784,Saying something clever before telephone operator starts,motto,assemblage
122261,"Girl to go, about to go to boy",gwendolen,assemblage
115207,Labels fellow a good shot,marksman,assemblage
75470,Prevent Alan forsaking star,debar,container
27724,A spider possibly saved Bruce from it,despair,anagram
97615,Bloody beautiful woman secures ring,venous,container
4335,Cleric rejecting company of cleric,dean,container
29950,A return game between two sides in the country,rural,assemblage
28320,Model's bottom,last,double definition
100607,Scrap over dramatist,orton,assemblage
133430,"Like warning signs Alan Turing devised, changing number for radius",triangular,anagram
38543,Height of land round ancient city,stature,container
110190,"After church, stranger's in better spirits",cheerier,assemblage
114884,Modern flanged arrangement is not what one's used to,newfangled,assemblage
93380,"It's paradise, newly created without Eden's first plant",aspidistra,anagram
4270,"Having spoken with vision, is accorded a position",sited,double definition
16162,Young lady put away discussion,debate,assemblage
73733,Twice jump a little way for a man on board,bishop,assemblage
67351,Girl in Band A,sasha,assemblage
127470,Chain Hitler's men required to restrain old comedian,starbucks,container
104285,Light grey French perfume ingredient,ambergris,assemblage
117918,A way for Steps to cover material lacking copyright,path,double definition
50725,Advertiser gives his cat a cuckoo,saatchi,anagram
44799,"Tanks in army's front, as bearing westwards",aquaria,anagram
8667,Reveals former attitudes,exposes,assemblage
43958,Assign a key part,award,assemblage
129294,"Funny man provides wine, holding party in Africa",hancock,container
17136,Check power of support,reinforce,assemblage
120109,What deters wandering Saudis? Promised land?,dissuasion,anagram
23879,"Foreman's right missed, proving a mistake",gaffe,assemblage
48262,"Now Epiphany, as if any were needed",newyear,double definition
46863,Democrat leaves MP to sum up,recap,assemblage
59575,"One lacking love and pain, sitting in a home",nesting,container
95313,"Head, not heart, missing - it's obvious",patent,assemblage
103826,"Put one's foot down, as a matter of duty",stamp,double definition
9177,Compass cover,spread,double definition
83306,Heavy machinery stacked by runner,piledriver,assemblage
102580,Admitted switching title on,letinto,assemblage
78224,"A cake, but not of soap",bathbun,assemblage
74513,Arab question and answer about one desert,qatari,assemblage
136689,Turns angry - it's trouble over nothing,gyrations,anagram
76787,Expert change to steam railway,masterly,anagram
1054,He will take if the possibility is available,thief,assemblage
80542,City witches on trial,coventry,assemblage
52619,This month worker's dependent on tick,instant,assemblage
26677,Dressed or turned over on the bed,robed,assemblage
47627,It's sweltering without a watering place down under,hobart,anagram
83614,Bloke has to leave vegetables,mangetout,assemblage
6299,"Partly train a director to cope with bottom of recession, perhaps",nadir,hidden word
122882,Plenty of mucus around,tons,anagram
136705,Moved paper getting thrown around,shifted,anagram
9659,Conviction that can be reversed?,tenet,double definition
123098,"It's said capacious hanky's needed, if you're like this",rheumy,double definition
82270,"So, prime suspect is to swear oath?",promise,assemblage
139851,"Old Inuit set adrift, weakening",dilution,anagram
28159,Note uprising ropes in crude strength,brawn,assemblage
113166,A succession was first raised with Norfolk in Sussex,arundel,assemblage
128049,"Mistakes turning up - cold, horrible Geri splitting band",spicegirls,container
40543,Unplaced Texan horse out of the melee almost,homeless,assemblage
133288,Even in peacetime its members are prepared to fight,regulararmy,assemblage
34978,Advance warning about the foreign taste,predilection,container
94477,Sam Weller's face doesn't appear with a message,thames,hidden word
12581,Not against healthy yield,profit,assemblage
53555,"A cooler turkey, perhaps, is one in the coop?",jailbird,assemblage
70861,Bully driving animal under carriageway,roadhog,assemblage
45553,They are taken slowly at the Proms,adagios,double definition
51282,English lad gathers new wood,ebony,container
118397,"Yield small volume you aim, ultimately, to store in reserve",succumb,assemblage
118599,Enlightenment for the masses?,slimming,double definition
34097,Indulge in conspicuous consumption?,eatlikeahorse,double definition
89495,Let everyone outstanding be audibly spoken,allowed,double definition
114961,"Finding commerce so sadly devoid of ecstasy, I ferry the kids",soccermom,anagram
5737,Sailor bitten by little rays,starlight,container
104335,Graves possibly enveloped by endless lament in Washington or Berlin,irving,container
32874,Sailor entertains son for emperor,tsar,container
85552,Reader in church always involving ancient Shakespearean,epistoler,assemblage
2348,Successful deal maker is caught by failure,closer,assemblage
11057,Shocked Attorney General takes time,aghast,assemblage
30997,Board has positive answers from two European states,ouija,assemblage
109120,"Barnard, say, prepares expat for growing tea, say, when I leave",transplanter,assemblage
140409,Wave away solicitor deciding procedure,shootout,assemblage
16670,A shark is certain to be found in the city,usurer,container
85466,"With respect, Ebenezer Scrooge initially has to pay up",esteem,assemblage
38473,Token of love interrupting part of service: touching!,coupon,assemblage
108259,Resist having to get up,withstand,assemblage
105125,Sweet Baby Love's ultimate rock,icecube,assemblage
24387,There is nothing amiss in such speculations,theories,anagram
85601,"Stole after breaking in, a recurrent disturbance",fracas,assemblage
26681,Consequence of a dad almost without limit,aftermath,assemblage
34007,Stampede over the long grass,onrush,assemblage
102086,Second retreat?,back,double definition
10456,Fears loss of opener to slips,errors,assemblage
130657,Therapist calling for sparkling water?,physio,assemblage
690,Holiday bay,recess,double definition
116270,Pee on the throne with child,pregnant,assemblage
82892,Old lady of Turin turns up with car after arrival of the Messiah,annodomini,assemblage
20689,"As an older person, poor Ronnie's disheartened",senior,anagram
131187,Scotch queen protected from displaying facial hair,whiskery,container
52156,Spring collection firmly established,wellset,assemblage
128168,Private doctor comes in this month,inmost,container
73926,Spoil King Edward's verse,erode,assemblage
55226,Give consent in Gretna Green,agree,hidden word
115857,Bone throbbing certain to return,humerus,assemblage
5061,Secure backing to break left hand somewhere in Scotland,leith,assemblage
118763,Clooney talk?,chatter,double definition
80049,Present and organise race,donation,assemblage
60166,You can read this document whichever way you like,deed,double definition
24540,Blue flower?,danube,double definition
20479,Worker right to be bitter sometimes,beer,assemblage
93815,Delicious nipper takes part,toothsome,assemblage
7703,Duck has to be green,olive,assemblage
108952,Rose drove quickly round the rabble,sprouted,container
35871,Measure vehicle over a period of time,yardage,assemblage
88036,"Utter scoundrels in the ascendant, second-raters excepted",allstar,assemblage
95344,"Cringe to be in debt, going into credit",cower,container
85932,Retired churl wept buckets,blubbered,assemblage
65204,"Preserved them clipped, without hair, without tips of moustache",embalmed,assemblage
105539,Be in tears over Italian bird,peewit,assemblage
69631,Accountant finds many assorted islands as a tax haven,cayman,anagram
127121,Want to pen new book to reminisce,lookback,double definition
12978,Garden design,plot,double definition
106256,"Trusted friend's name appearing in end of Act I, possibly",confidante,container
108069,A number return into stronghold in the van,foremost,container
47195,"Extra large predicament, when hat's lost by Austen's girl",trilemma,assemblage
29176,Prepared obstacles to hold back river,oder,anagram
6334,Gore has valid application,vidal,anagram
7524,Couple stealing gold from home helper,pair,double definition
50253,Ghost in sunglasses?,shades,double definition
140727,Provided for Ellie splashing out - why one's very easily led,lifeofriley,double definition
42939,Direction of type of desktop display system jig?,guidance,assemblage
14900,Refined individual in Holland cleared out,honed,container
64979,Midpoint of Romeo and Juliet on radio,november,assemblage
129882,One quick to advance caress?,softtouch,double definition
50630,Rapid rise in high spirits - blackleg almost taken in,escalation,container
97798,Cuddle close to Cookie Monster,huge,assemblage
10151,Stupid wombats periodically take stuff,obtuse,assemblage
24938,Encourage to use ears for special understanding,insight,double definition
105777,What infidels do beside evil rebels,disbelieve,anagram
68871,Interjection of surprise about a right rude sign - made by him?,harvey,assemblage
80502,Socratic path could be disastrous,catastrophic,anagram
1150,He will be embraced by wildly ardent disciple,adherent,container
78940,Might cod be assaulted?,battered,double definition
51326,The bloke's embracing crossword setters' voluptuous women,houris,container
30635,The appropriate jug for punch?,toby,double definition
83346,"Gunner has job, it turns out, in South Africa",johannesburg,anagram
77158,"Partisans on hand, or soldiers on foot",phalanx,double definition
112091,Father has favourite term of endearment,poppet,assemblage
133270,Silent hiding place for pipe,musette,container
47810,Artists apply to notorious preacher,rasputin,assemblage
55454,"Just taking starters, André Previn has little desire for food",appetite,assemblage
64845,"Head of family, note",king,double definition
25271,Pass for a mere youngster,chit,double definition
107821,Dress for Dumbo? What's up?,clothe,double definition
129967,Kit appears in show with animals - he's no friend of Othello,roderigo,container
98157,She runs the meeting I join in daily,chairwoman,assemblage
123330,Huge numbers in India holding rupees in central parts,crores,hidden word
108841,Everyone stops at point made by president and writer,allende,assemblage
48839,Beer is consumed in passageway,aisle,container
22350,Inventor whose produce may be diverse,deviser,anagram
124737,Press to give new line about bird taking in the Head of News,returnkey,assemblage
117641,"Production of Cats, say, editor covered haphazardly",littered,assemblage
38772,Kind of Western food that's long in the cooking,spaghetti,double definition
94904,Able to see where it's said to be placed,sighted,double definition
131944,They combine in angry speeches about energy legislation,reactants,container
46616,Time-worn coin,mite,anagram
82583,"Start from birds in general, one in particular",owl,hidden word
110593,Soldier lacking papers? Very suspicious!,paranoid,assemblage
67805,Wisdom in town with elderly tourists?,sagacity,assemblage
69462,Dreadful lies about Ham being outcast son of Abraham,ishmael,anagram
26764,Present or past president,grant,double definition
107388,City needs to give permission to carry document,omsk,container
21656,Again interprets what's right before needing notices,rereads,assemblage
108151,Study in selective education by ...,coningsby,hidden word
85668,Pool giving pleasure to many,fund,assemblage
95242,Home - half of it with furniture - that can't be got down,indomitable,assemblage
64356,Lying bum flogged modern houses,recumbent,container
89768,The minority? Yes indeed,nothalf,double definition
12186,See key goes to the agent,espy,assemblage
134621,Nuclear industry waste product messed up laundered item,depleteduranium,anagram
118597,One called up for floater in river,draftee,container
118993,Prepare for take-off?,unbutton,double definition
24436,"Mean fool, one hears, but well organised",tightknit,assemblage
53835,Engineers rejected lad's shattered stone,emerald,assemblage
124589,Opening amber fluid OK,embrasure,anagram
127831,Drink time - get the carriage,porterage,assemblage
80862,Bone from tail of flightless bird? I'm not sure,sternum,assemblage
107826,"Tip into newspaper, kippers",perk,assemblage
73003,James's valet joining alien group,quintet,assemblage
80810,Wheeled carriage beginning to move when this is provided?,ramp,double definition
2298,Oriental plant festival,easter,assemblage
131687,Stupid selfie taken by stupid linesman,masefield,assemblage
33544,"A rugby player turns up, so accepted as fit",apropos,assemblage
38091,Writer and architect clad in decorative fabric,lawrence,container
103462,Leaving open,outgoing,double definition
102597,"Disease caught by pair, lots scattered in terror",spoiltbrat,assemblage
51841,Exhausted colleague's year off taking everything together,allinall,assemblage
92649,"Fix case of ulcer, as chemist",pasteur,assemblage
96499,Work rare on which date? The fifth of the eighth,catherinehoward,assemblage
25224,"Something needed by horse or mule, perhaps",shoe,double definition
120094,Time up for mountaineer disheartened by call,hilaryterm,assemblage
124510,Note worried Sikhs in problem with scales,fishskin,assemblage
76617,It's seen running round tree by one on the spot,eyewitness,assemblage
39108,"Initially promising, like some ground in the story of the sower?",parable,assemblage
112942,They monitor recreational activity for Americans,checkers,double definition
101502,Feature of cartographers in Northumberland,nose,double definition
64078,It's unimaginative of ants to take heart from gulag,formulaic,assemblage
79759,Finally reduced map collection,atlas,anagram
47745,Weak and ineffective insect swallowed a pair of bees,flabby,container
61203,View of one of those known to be fully knowledgeable holding good,opinion,assemblage
88964,Bird left on far side of river,ousel,assemblage
82743,"Hacks no more, say",express,double definition
98032,"Place to hang small greasy spoon, antique",scaffold,assemblage
113016,Utensil for cook with less guile?,opener,assemblage
57129,Close relative of the walrus,seal,double definition
128298,Vouch about Southey's first rhyme,versify,container
114083,"Paul came clean: ""I'm to blame!""",meaculpa,anagram
93050,A guard contracts sickness in profusion,affluence,container
103724,Saint Benny?,goodman,double definition
29586,Distance Tory leader goes into pond,metre,container
71682,"""A pathological sac"", said Sister, with no hesitation",cyst,hidden word
85868,Budget sweetener?,brownsugar,double definition
141794,Fruit found by animal in the edges of cultivated wood,chipboard,assemblage
93997,Earth on limb in part that makes footballers go down,relegation,container
118722,Tale of mystery to undo with difficulty,whodunit,double definition
56672,"Ebbing, a tide keeping down in California city",pasadena,anagram
120297,"Small mammal with horn, active at sea",chevrotain,double definition
59897,Order a s-stove,arrange,assemblage
129692,Stale when married? That's about right,tired,container
122082,Actor who carried on stuffing faces with food,sidjames,assemblage
51918,Religious leader from Australia raised on a hot day,zoroaster,assemblage
56287,"Close to Sidney, half-disguised in a meeting",beside,container
141975,Keeping any driver from parking bum in ringside seat,pedestrianising,container
15978,When to see the moon near the end of August,night,double definition
125649,"Breathe in, when gone to sleep in winter",hibernate,double definition
137004,Sloped writing support aid,backhand,assemblage
29158,Call for something to confirm marriage,ring,double definition
95819,"Slow-moving pair of tramps, each admitting cheeky love",bumpertobumper,assemblage
80040,Official statement concerning volte-face,return,double definition
116346,"Old boy's now out of bed, maybe, in darkness?",obscured,assemblage
76605,"Clearing borders of blue, spiny plant",lupin,assemblage
68330,March associated with detective stories set in Goa,ngaio,anagram
36009,"Drink, when cold, can go the wrong way",cognac,anagram
51600,Identify the precise location,spot,double definition
23132,Manage officer's exercises,cope,assemblage
102202,"Here censors censor sex, as it turns out",sixteenacross,anagram
31729,They're widely grown for eating,broadbeans,assemblage
132692,Union publication sent round - a series of notes,gamut,assemblage
73403,"Sport of Kings without one, possibly",skiing,anagram
20865,"Bird, the satirist",swift,double definition
35724,"One of five, one may feel",sense,double definition
114729,"Adjusting, freeing, or gathering sails",reefing,anagram
55990,Creature in river?,hippo,container
82937,Take planned European seaside trip and find it deadly,seenaplesanddie,assemblage
19183,Backward area provided much fibrous material,raffia,assemblage
56157,"Screw is attached, then not - one assessing the cost to secure it?",prisonofficer,double definition
30698,"Dressed in a suit, country-style",tunisia,anagram
108021,Plucky player gets support following veto,banjoist,assemblage
132919,African city tot is given a yeast cake,addisababa,assemblage
110841,Starting point for Trans-Caspian trip?,saintpancras,anagram
41278,Unsuccessful editor's complaint?,badcirculation,double definition
18000,Pull leg of battleaxe,dragon,assemblage
32211,Carried on organising coup d'état but having to drop out,actedup,anagram
13938,Middle-aged English travel writer,chaucer,double definition
39536,The buzz from the pub?,localcall,assemblage
95300,"Figure another code out, thought not entirely",octahedron,anagram
14461,Charles is upset when son leaves for girl,rachel,anagram
17706,Little man supporting the Spanish woman,ellen,assemblage
26778,Be a star performing in the picture,abreast,anagram
115780,Packed bus finally pulled away,stowed,assemblage
120839,"A boxer normally has one, even if not hungry",secondhelping,assemblage
25481,"Jack Ketch's security device, perhaps",bower,double definition
23337,Officer is eating meat of antelope,chamois,container
77738,Manic ITV production about cure for scurvy,vitaminc,anagram
52251,Colour I associate with wrongdoing,indigo,assemblage
102221,Try to elicit information on dough that is put on something to eat,fishpaste,assemblage
21957,"State old lady regretted, on reflection",grandeur,assemblage
53666,Brother returned short letter to someone from Brest?,breton,assemblage
80508,Radiation always sits around,sieverts,anagram
123331,"Supposedly lucky types, fair people who never speak well of one another (Johnson)",theirish,double definition
46757,Flying alien contrives to secure a spell in the army?,nationalservice,anagram
88653,"Wild, wild raves and gigs on Ecstasy",aggressive,anagram
105678,It's not really intended to be read on the surface in a lounge environment,coffeetablebook,double definition
75931,Discharge from the Royal Artillery,salvo,double definition
35223,Aimlessly draw benefit after swallowing overdose,doodle,container
121664,"A number, for example, press for some form of restraint",legiron,assemblage
75272,I shouldn't have said that nothing works,oops,assemblage
140911,Mead brewed with American and European bean,edamame,anagram
64639,Inferior theme,subject,double definition
118899,Mock the northern city's affectation,synthetic,assemblage
73776,Metal in cable carries live power,cube,assemblage
36352,Employed in house design,used,hidden word
69777,Marry around end of July - it's damp,dewy,anagram
80628,"Having to live with hump, a whale",beluga,assemblage
117288,"Female, one of the Bee Gees, by forest where special plants grow",herbgarden,assemblage
122143,Snack done perfectly that is providing sandwich for son,toastie,container
66154,Highland birds reportedly became victims,fellfoul,assemblage
48023,Hunt with no time to be modest,chase,assemblage
34736,"One advised to look, first rejecting a rejected person",leper,assemblage
83626,Big film in which Spooner makes antelope utter vain boasts,blockbuster,assemblage
114913,"No longer one scolds, but rather frees from blame",exonerates,assemblage
55953,Buyers' representatives refuse to go into this hut,cabin,assemblage
139,Scottish king able to make a law as well as English king,alexander,assemblage
140068,Flipping sniffer dog slips lead but doesn't give up,goeson,assemblage
19280,Desert fault,defect,double definition
139725,"Increasingly nervous, one pierces top",jumpier,container
135096,"Haunts of the addicted, heartless men Oedipus ruined",opiumdens,anagram
139880,"Unable to proceed in recession, king offloaded shares",cuts,double definition
64972,Swift sentence?,bird,double definition
11761,Colour known as point-blank?,orange,assemblage
84805,Soldier enters top twenty in France,chartres,container
20514,Instructive tale about academic not beyond forgiveness,pardonable,container
98065,Not those from the area around Dover,these,hidden word
55098,Sue set fire to institute entrance,litigate,assemblage
112742,Signed agreement is overturned in Middle East city,sidon,assemblage
90344,A chorister's not involved in these arrangements,orchestrations,anagram
16785,Small foreign instrument,piccolo,double definition
105019,Duck last couple of punches thrown by champ,eschew,assemblage
34327,"If cold in the country, use this fur",chinchilla,container
35835,"End of August, then a year in Provence? About time for a chat",teteatete,assemblage
39571,Understands fares,makesout,double definition
115302,"Beneath top of mainmast, cast-iron case for the quarterdeck, perhaps?",minorsuit,assemblage
307,Berliner's odd bits of cheese,brie,hidden word
17992,Blend or brew or fictional small family member?,borrower,hidden word
59564,Opponent wins over philosopher,gainsayer,assemblage
71730,Blimey! Is taken aback by fabulous bird,roc,anagram
103343,He needs religious ecstasy to fuel his whirling,dervish,anagram
96786,Top contestants' top shots,aces,double definition
110255,"It's never this cat getting run over, when looking both ways before beginning to walk",tomorrow,assemblage
62663,"First of mice and rats he experimented with, creating relative",hamster,assemblage
32810,Long feathers blow over,diedown,assemblage
113719,Property like flats,assets,double definition
135609,"Overturning rule ""vulgar to indulge immoderately""",wallow,assemblage
94011,Delivered half a dozen balls - knocked for six,bowledover,assemblage
86317,Waste which takes a battering?,fritter,double definition
76692,Padre takes tea without any milk or sugar?,chaplain,assemblage
121519,Party leads to chaos after boozy antics listed,cabal,hidden word
141317,Theban king about to rip off trousers,creon,assemblage
24205,Songs the Führer sang?,lieder,double definition
36732,To look one's years requires nobility,peerage,assemblage
92590,"Misbehave at the ""King's Head"" and disappear",sink,assemblage
26146,Hurry! Don't start to get nun-like,haste,assemblage
49124,Tiny thing bagged for a nicker?,tealeaf,double definition
68377,Wooden handle,deal,double definition
85730,Personnel including family groupings back in the Renaissance,rebirth,container
106304,His or her model beneficiary,their,double definition
104982,Loud bar for Sibelius?,finn,assemblage
135123,"In Texas Union, does fashion mean suits?",tuxedos,anagram
87655,Brownie once approached artist,camera,assemblage
68931,Sharp tail of garden bird,bittern,assemblage
9317,Demand to be precise,exact,double definition
44986,Name a chess champion from around Pietermaritzburg,natal,assemblage
78153,Chairman tried to convert Greek ecclesiastic,archimandrite,anagram
125848,Beetle causing a depression in church,cadelle,assemblage
20019,"""Young _____ is come out of the West"" (Scott). See! See! In China, right?",lochinvar,assemblage
44061,Money gets chopped terrine always for a dog,goldenretriever,anagram
95036,Glorious Revolution's backers back cult. It revolted,kitcatclub,anagram
112797,Help on the way (cases yet to be resolved),catseyes,anagram
137378,Holy Communion finally secure,pin,assemblage
36075,Swine has large following in capital,belfast,container
50455,Declare most substantial capital squandered,attest,assemblage
96671,Acceptance of taking our time over choice,adoption,assemblage
31508,Catch Fitzgerald's disease,rubella,double definition
139063,Chief relaxes car safety features,headrests,assemblage
10056,Every bill coming in he sent back,each,container
72521,Box camera originally taken by volunteer,coffer,assemblage
47339,Bowler getting out,oldhat,double definition
126583,Injured fliers returned to base,stabbed,assemblage
42857,Pitched battle over container holding record,turntable,assemblage
6059,Many have soft feathers,down,double definition
32339,Senator organised act of betrayal,treason,anagram
98454,Primitive scourge is polished,urbane,assemblage
87380,Highball on a slope?,skier,double definition
20109,It is stirred into barbiturate in parts,sectional,anagram
116840,They pick up article by current media workers,antidepressants,assemblage
119478,To belittle a musical note is ultimately futile,minimise,assemblage
61016,It's inferior to the bean stew,beneath,anagram
35905,Penny-pinching meal's great,super,container
60045,Ruined but not executed,undone,double definition
62351,Flower crower? Piffle!,poppycock,assemblage
74284,Contracting is an awful strain on a fellow,astringent,anagram
2996,Wise man conceals women's article in Dorset,swanage,container
142313,Quail flock found in tight plastic binding,shrinkpack,assemblage
89222,Caesar's forty said to perform well,excel,double definition
96925,Fabric with pattern to read in church?,faconne,assemblage
7765,Hit lofted catches without strain,stricken,anagram
2694,"Marked and marked, keeping one constant",noticed,container
140978,Turning out to be the online type,eversion,assemblage
98010,The magpies left after Tay disaster: extraordinary!,atypical,assemblage
135330,Fancy dealings with church look anything but straightforward?,sideglance,anagram
84799,Peterhouse represented at Westminster?,safeseat,double definition
74899,"Showing lack of judgement, so do not try so many!",tasteless,assemblage
22281,Beam of light ran somewhere within,transom,assemblage
95978,Set record unknown to medical science,radiology,assemblage
49083,Lays blame over …,parsnip,assemblage
29180,Turning up with competence on island,elba,anagram
70432,Row with leader appears in the press,headline,assemblage
34108,Old uncle embraces Anglican compere,emcee,container
14327,Advanced on American girl walking the streets,abroad,assemblage
5154,Anteater buried nose initially inside one climbing,echidna,container
76311,"Issue of pensions, for instance, needing intelligence",greymatter,assemblage
60541,Many dress with ill intent,malign,assemblage
24011,"Tommy's upset about piano, which must mean something",symptom,anagram
124649,Cockscombs getting time off in civil service,crests,container
138735,Punk is beaten up by fifty associates,linksup,anagram
5066,Goalkeeper's bung,stopper,double definition
111969,Little creature goes in to road engineer,telford,container
138385,"Produced positives and negatives when treated as a celebrity, going topless?",ionised,container
125594,Relation bitten by wild dog - almost frightening!,daunting,container
15841,"You're hated, without love, tormented? Look back with regret",ruetheday,anagram
115274,A VIP sells assorted toiletries,lipsalves,anagram
45086,Disturb a Parisian on a seat,unsettle,assemblage
10132,Quoted about an instance in vain,conceited,assemblage
69054,Supremos in the MCC?,overlords,assemblage
92458,Best part of smelly pimple,highspot,assemblage
11779,Like an Oompa-Loompa's house,orange,double definition
53588,"Day, perhaps, for primate to acquire new top",doris,assemblage
101282,They end up winning against the odds,bookmakers,double definition
30708,Politician protected by first-class defence,alibi,container
92716,Standard weapon in conversation,parlance,assemblage
122458,What makes cowards ill?,yellowfever,assemblage
57763,To send for change is a Continental resort,ostend,anagram
94931,It's OK to keep single and flourish,prosper,assemblage
27726,Literary giant in the cave of Trophonius,despair,container
72700,A particular form of dislike,aversion,assemblage
90319,Left in charge but run away,flee,container
61139,Muffler quietly placed between auditory orifices,earplug,container
110662,The hunter hunted for work over a long time,actaeon,assemblage
19653,Aaron Copland's first composition involves one instrument,ocarina,anagram
14339,Witticism alien to church music?,motet,assemblage
114438,Wicked relative meanly cutting me off,uncleanly,assemblage
32452,"Initially, cupboard love affair causes uproar",clamour,assemblage
54272,One has butcher's shop assistant? First job not started,observer,assemblage
112107,They inform people when fire dies out,edifiers,anagram
108140,Worms found by girls crossing lake,annelida,assemblage
21049,Dress you and I are shortening,wear,assemblage
116766,"University state, fifth in Ireland, good and straightforward",unswerving,assemblage
40600,Florida resort without a role for a soprano,mimi,container
125101,She returns in an instant,nina,hidden word
22691,"Be unlucky in raffle, but lucky at Russian roulette",drawablank,double definition
8401,Badly translated old manual so eccentric,anomalous,anagram
8932,See pottery made by conventional character,stereotype,assemblage
14843,Settler right behind City institution,boer,assemblage
