Index,Clue,Solution
37395,"Hang on, Eritrea is not entirely a lost cause",goner
85866,River in China can be seen with a tube,cathoderay
30126,Diplomat about to get present,here
135261,Condemn US complex with posh entrance that's not been taken down,unconsumed
138019,Salmon got by special method on line at top of tide,smolt
98481,It's cold tea at home with sweetener,saccharin
123191,It could be butter on reflection?,marge
18662,A performer in taking part is terrible,artiste
101014,Substandard may mean a small reduction in price,abitoff
54700,"Wife of Perseus, wrongly named Dora",andromeda
31396,Bank upset over money transfer,remit
53108,Low budget affecting one's rights,shoestring
37278,Pacific island in which one may be found sunbathing,bikini
62828,Long time sitting on stool in lower chamber,dungeon
17978,Money and the like shortly found in drawer,pencil
10702,Elevate one among many,hoist
86237,"Golly, almost by implication, split costs evenly!",gofiftyfifty
103017,Plans to give scope to people in the arts,arrangements
139180,Hothead has weaponry that causes injury,harms
120755,One night in Quebec for this Canadian,inuit
102772,Sugarplum is what one gets!,apprentice
104525,Cooked meat and veg in stock in Sligo?,irishstew
23757,Family's an issue for Merkel,kind
117933,Arachne has row - it's what I'm good at,metier
63926,"Cultivated part of flower, trimming both sides",tame
136593,"Serendipitous, its centre draw",luckydip
78182,One who knows better days,convalescent
20299,"Cameron puts one to work, cutting higher element of tax at the same time",contemporaneous
105491,"Rights ultimately universal, given repeated female anger",suffrage
125390,Ridge seen every second in fair weather,arete
24699,Turn of the vicar to make love,revolve
105107,Heat drug in front of radiator,grille
134860,"Turning page, spread goes through sea creatures",grampuses
18248,Damage sign in grass,marram
67084,One does not appreciate where coal may be found,ingrate
134314,Force into modest car and get stranded,runaground
91489,Princess swallowed by fish or bear,shardik
60054,Boy and girl being pretentious,ladida
10415,"Vegetable often eaten raw, so it must be chopped in haste",celery
35767,Stars seen by soldier outside working mine,gemini
1043,"Doctor improperly uses pressure to get into suit, say",dressup
105610,What child may have mixed up - not unknown,mudpie
43076,Right in line,true
42066,Philistine's end in piggyback,goliath
122008,Becoming active again Ann erects building,renascent
104962,"A close thing, fitting woman into dining area",meanness
122964,"In honour of love, repeatedly exquisite",tootoo
60362,Badly rusted piece of cleaning equipment,duster
40347,Discipline servant responsible for leaking,seepage
15042,Novelty pub gets plaudits,innovation
41222,Red key,cardinal
139875,"Out of the closet, I request to start large quantities of drink",hectolitres
15661,Love when over is a pain,eros
75588,Old man's wonderful promotion,grandad
107679,"Like a rogue making dish of fried dough, about average?",knavish
117774,"In middle of a kingdom, cover tropical tree",arecapalm
121411,Leave clueless directors supporting plank,floorboard
137245,Watering's always in season,spraying
33752,"Inspiring effort, painting recalled showing passion",libido
101048,Heather undresses without seeing the youths,striplings
98250,Jerusalem gets the blame in a really shocking treatment,aversiontherapy
62122,Mother retains headgear for the holy man,mahatma
1499,Three-speed gears give one the advantage,edge
137569,"Jeer, as local put on stretcher",barrack
114827,"Victory, say, by oarsman who produces vintage result?",winegrower
126078,Matters of no consequence right up one Roman street,trivia
11906,Going over a river stops bears,endures
69281,Four or six in rehearsal? That's not important,trivial
102249,Printers moaned about Ruskin's work,modernpainters
63384,Lack of warmth shown by a French fan is almost icy,unenthusiastic
61582,Geek's refusal to enter into the spirit,anorak
41879,During marvellous tar sands trip espied colours of America,starsandstripes
125997,English mate guards old church over many years,epochal
7842,Virgin male getting relief,maid
61718,Agent allowed drug? Get stuffed!,replete
93234,Hanged man whose eye is number one,nedkelly
102522,African beast in Spooner's major offensive?,bushpig
81324,Top copy (Times),apex
118403,Rows about stray dogs,terriers
137323,Brahms and Liszt used to put people out,ousted
92934,Joint favourite team,topside
127134,Have a break from backing undiluted a rebel within,taketen
73115,You or I say binding declaration,pronouncement
49492,"Mixed bag having to serve in pit, or otherwise",potpourri
33562,Some reached Dartmoor in the West Country,cheddar
121778,Fashionable new cure accepted - but it's a slippery slope!,icerun
132832,Mundane experiment to restrict boob treatment that's controversial,terrestrial
6875,Little by little collected books that were sexy,erotic
109711,Singer having a drink chez moi?,amywinehouse
74840,Salt and pepper ultimately remain to be shaken,mariner
84422,Knocked back drink fit for a king,regal
89153,"In distress, if able to, it will come to the rescue",lifeboat
139914,The curtain rising over a lull in hostilities,truce
26827,Object when put in torn clothing,raiment
49093,"Old Indian currency note turned up, praise be",hosanna
102709,Joint of meat in blunder becomes somewhat salty,brackish
69512,Flipping Scotsman notices water nymphs,naiads
23286,"Smile broadly, accepting a medal",beam
100384,Time to joke in greater measure - it calls for continuing interest,mortgage
136421,Valiant rendition of symphony in empty hall,heroical
41146,Memorial to a dog,cairn
33177,Graduate set to succeed in an important way,mainline
79373,Inhaler for this? That's a good idea,wheeze
116215,"All the same, the head makes a regular appearance",evenness
133728,"Decorative singer, actual or fraudulent, bags gold",coloratura
10744,Locates it among uneven steps,sites
36543,Ladies' man's old hospital round interrupts drink,casanova
103290,"Supposedly calm spot turned out nasty, with more danger",monasterygarden
54647,"Location, something that helps with shot, we hear",site
68075,"Force some tin, opening low-fat cheese?",questionmark
141451,"Given the ultimate drive, tries reaching England's borders",hearsed
100642,Car dealers ignoring southern county,merc
478,He has now upset the Queen,owner
124316,Each test one plays is artistic,aesthetic
88163,"Assistant admits guilt, returns make up",replenish
114656,Time of raw inexperience?,saladdays
29900,"One of two, energy or wind",twine
118571,"More like canal boat, quickly moved around with oar",narrower
7049,Crop tends to lie awkwardly,lintseed
15899,German tennis player about to take money in sport is well off!,farflung
122392,Possible you are getting picked up for nothing - tough!,durable
970,"It's no trouble making regular use of metal, say",easy
8745,"Conclude there's sign of fear, every second",infer
124057,Britain's first non-resident bird,brambling
69220,We must top and tail these earthbound creatures,emus
49805,Gold that is left to an Oxford college,oriel
137704,Hid safely disguised where grasses grow,hayfields
22613,Long to join a student organ,pineal
57857,Words hare regretted uttering to tortoise in flower arrangement,raceme
52553,Nancy's one place to sleep that has no beams?,unlit
101429,Body of Christians threatening war leader,churchill
128087,Man in France I see regularly in Verviers,jeeves
120949,Modern erection badly constructed,neoteric
46724,Candid in flyer?,plainspoken
70892,Upright type caught sweetheart in love affair,romance
122077,Indian ascetic elected after agreement in Berlin,jain
8841,Bloody allied soldiers,rare
60921,European match abandoned - accepted by Brown,dutchman
31724,"Desert ship, having trouble withdrawing plant",camellia
73096,Shred of straw is paltry,wisp
125066,Chap and friend detailed old language,manchu
100754,Fastening some marsh asphodel,hasp
66989,An American writer describes brief WI music disaster,apocalypse
9602,"Island cold, this between Marc and Ma?",capri
71541,"Keen follower of Anne, the first lady",grieve
48226,A number of accident-prone vessels suspended,tengreenbottles
54845,Words to express Jock's longtime about turn,language
135262,"Native American landing place, more scary",creepier
138140,Don't part with remaining traffic sign,keepleft
141670,"Respectably neat, is one less likely to be infected?",cleancut
22892,A welder repaired one side of the vessel,leeward
47824,"Part of shoe damaged - welt, perhaps?",uppercut
51635,Peril Annie let loose outside,enpleinair
47506,"Promotional material, for the most part, giving hazy impression",blur
97995,"Homespun, such clothing is hardly one's Sunday best",everyday
106299,Point the finger at inapt clue - revision needed,inculpate
112679,"Represent politically correct tide, possibly",depict
71846,"Something crude enters sheep, something hairy",forelock
20801,Such actions are rarely offensive,rearguard
2264,Immediately resolved: no alternative in north Europe,thereupon
104360,Boost Duke's broadcast,fillip
99779,Silly place to play cricket,infield
103804,Beach shoes are adjusted for it,seashore
9882,Naturally sheathed core structure eroded,ocreate
83701,Covered building retains warmth,sheathed
133506,"According to Spooner, toff welcomed being supplied with strong studs",hobnailed
89794,Nonconformist defeated Clegg in speech,beatnik
44526,"Article on scuba divers, one reckons",abacus
96126,Shaker put movement into ballet,petrushka
100959,Device to stop leaves spreading around,paperclip
68389,"Retaliation in kind from tart, fit to burst",titfortat
13678,It holds the unloved emperor motionless,inert
140128,Points raised online about Republican aides in high places?,equerries
107616,Shit stablemen swept up for the great and the good,establishment
15760,"Wisdom, therefore, in articles",athena
125400,Prude who stood out biting boy's bottom during functions,goodytwoshoes
141320,"Where lies circulating around famous Downing Street figure, might this have extra traction?",sixwheeler
124782,"A bishop held top position, having deposed leader that's detested",abominated
107559,"Confused about rule breaking being good in ""Animal Farm""",fourlegged
21562,Art collection on board - for America probably,states
100798,Homework includes page for the unqualified,inexpert
134726,Artist raised brackets for lighting,arclamps
130302,Prunes can wrinkle with time in constant sun,truncates
65247,The wife's language!,dutch
140758,Academic abandons extravagant tie,ligate
63782,Fanatical artist attracts an offer,rabid
105003,Untidy place in line moving impressively,instyle
73430,"Article subedited, so lessens the chance of friction",lubricates
94728,One gets nothing but pleasure from this task,labouroflove
10005,Scottish shepherd's hut is an improved English one,shieling
70247,Sweet smell from person in European city,bonbon
92879,Schooling that's acutely distressing?,harrowing
136805,"Dancer admits: ""I cried out for tawdry romance""",bodiceripper
86321,Very many suffering in holy city,zillion
57220,Stopped man with whistle whetted?,refrained
297,Scraps not even soldiers take seriously at first,oddments
41529,It's read with feeling,braille
23297,Cup-bearer?,saucer
59178,Current suppliers offering nothing in range,anodes
27530,Soldier gets support for weapon,rapier
47123,Honeybunch?,swarm
30930,Falls back once more on painter,niagara
29419,Username and password no good for private area,loin
30933,A painter gets a profit that rises and falls,niagara
14270,"Part of speech given to church, say",pronounce
4129,Revising for examination,goingover
130869,Cause discolouration of a Quaker?,fox
18169,Blimey - soldier chasing a dog!,corgi
80403,"Children's character funny, in a state",noddy
68534,They're up for the celebration,knees
141743,Militant god takes a look inside,zealous
3026,Bird with an impressive figure,titan
122924,Drag one's feet on stair carpet that's laid out,procrastinate
132216,Animal lover from country's said nothing - beast is providing lifts outside,francisofassisi
20252,Ask one's mum about being a bit thick,stoutish
47732,First-class chaps going back for single woodland plant,anemone
71607,Listen out for bays,inlets
101012,Tedious formality as revolutionary spots soldier's head,stodginess
77561,"When one man came in, another was grateful",thanked
66632,A condition causing swelling on one rodent,agouti
116531,Buys a hundred sheets of paper,acquires
138417,Helping or turning back detective taken in by this criminal racket,protection
12503,Sensation - effortless Victorian brilliance,gaslight
14043,Show fear - this is a case for Robin Hood,quiver
34081,One hears word of it,mouth
140339,"One up, we hear - on course for this cup?",ryder
116749,Little chaps who went out to fight when we've finished for the day,weeknights
2831,Escape from land after start of fighting,flight
113338,Got cracking with poles not right for airport,stansted
102941,"Soon one's buried in church and, having died, is made a saint",canonised
74486,"You're PM, but ___ (a religious leader)",imam
77876,"Giggle about women, as birds do",twitter
16280,"Man, perhaps out of his league",isle
137114,Country supporting method that's great in America,waytogo
97152,Show trials,rehearsals
74317,Torch burning amid plague and corruption gets hospital to make a commitment,plightonestroth
107166,Dog or cat featuring in sitcom briefly took part,competed
108734,Eat as much as you can so to speak - to end up like this?,waistless
68428,Traveller's game,polo
89250,"Dog, noisy one, one with no tail",fido
130502,Gets away early to take home sensational coats for the lady,makestherunning
112896,U-tube Carl fixed in study by lamplight,lucubrate
74064,Drier and somewhat boring experience that's tedious,dishrag
74002,Sugar made with rare ingredients,demerara
87769,Ancestral connection,umbilicalcord
65054,Speed reached by large animal,ratel
107341,Change after end of snowman,walter
139839,"Join in search, interesting for a short while",faddish
118970,Cook in wok with odd bits of louse and last of yeast extract,winkleout
95704,It makes some people get fit all of a sudden,epilepsy
75444,Uproar heard from poet,noyes
73572,"Inspiration for Waugh's Decline and Fall, Man at Arms and two books further!",gibbon
94388,Soldiers bound to knock road safety device,radartrap
94033,Start off first in event,highjump
75405,Refuse to accept name in the vernacular,slang
41258,Authorisation for a relation ? of the giraffe,okapi
43150,A cheat in the matter of love,adore
105030,"Like ancient characters, old police cover Ulster?",runic
136774,Breeding of man covered in grass,spawning
73646,Three months guarding border's a tricky problem,trimester
14747,Sits worriedly among soldiers offering meal from this?,messtin
125699,Follower showing hot wrath against cricket side,hangeron
6597,Misdirected letters from a schemer I don't know,searchme
9193,Getting little credit in support is irritating,acrid
83147,Dance till prostrate,hoedown
22886,New route is fantastic,outre
103254,Princess fled to Italy,rani
117507,"Poetic movement, where one little publication is minute",imagism
106795,Gardeners I made into infantrymen,grenadiers
124538,Tireless working to keep one clean,sterilise
72698,One kind of horror,aversion
122914,I leave Saddam's henchman as indexed relating to elixirs,alchemical
60366,"Put on weight, looked older",staged
107021,"Doctor afraid of nun, here for the duel",affairedhonneur
83776,A writer regularly dividing extremists in Sorbonne?,sartre
99255,"Island of the Greeks, or of the Spanish",delos
126399,Stalled rate increase beginning to decline,temporised
133748,A sad quagmire to engineer for a Sunday,quadragesima
109370,Funny fellow in rhyme,oddbod
19185,Notice part of the ear,otic
125449,Inferior sort of storyteller reversing public vehicle,railbus
13130,One turned awkwardly and thrust oneself forward,intrude
102047,Bohemian heroine touring a US resort,miami
31853,Healthy dessert - small piece of pineapple per person,peach
127204,Teasing suitor with a lift,flirtatious
91058,"Calm, having had drinks in A&E",atease
94068,Smoke volume cut out by force in the island,tobago
125790,Man who's learned caution: leader of mob holding bank up,bookworm
18812,Loses control of fair elements,stalls
138070,"Supply inn with hogsheads, now disclosing plans",showingoneshand
40060,Opening numbers by Turkey and Israel,nostril
89548,One bad summer puts one in prison,immures
57449,"Toilet empty, entering toilet is a gamble",lotto
43230,One of the same clan with name cast in stone,agnate
34199,Time not on our side?,enemy
126365,"Sport has sign defect, but it keeps order",ruleoflaw
103200,They can't bear young European students grouped round church,eunuchs
138052,Philosopher's permit is useless outside Channel Isles,empiricist
22033,"Rail worker, Spooner's former sportsman",platelayer
57682,"Around time of austerity, pay perversely is more than enough",aplenty
120469,Requiring sound massage,kneading
113244,Woman miler running round the bend,muriel
106574,All long for such verse iPods can produce,spondaic
78174,Singers producing quite high notes in audition,tenors
29599,Smith has dubious hit disallowed - this one?,smash
99502,Scam leading female to turn to trifle,fiddlefaddle
26252,Might 'elp to seal with this?,sellotape
16602,Transport for the reserve team,taxi
29135,"A crossword person, I gather",compiler
1037,"Wobbly sideboards lacking base? Yes, base",sordid
132070,Getting a larcenous Conservative for leader …,achieving
22087,The drama teacher's carriage?,stagecoach
32394,"Judge's sentence of East Londoner will, sparking appeal?",endearing
55524,Pine for another setter,araucaria
69032,Device for shooting bundles into craft,arbalest
133082,Brown well beaten,tanned
136243,"Clandestine boarder observed circling tug, always",stowaway
132476,See money before crooks,prebends
32277,One who is responsible for progress in profession lacking energy,carer
88286,"Confuse utterly, being crazy in drink",bewilder
138600,"Timid hangman trembles, needing utmost strength",mightandmain
106586,Freshly made bean soup may be served,subpoena
94762,Theft of duck in grass,stealing
87322,Pretend to point to the meat,sham
60627,"They could kill & maim, say",ninja
10026,A doctor within two feet,iambi
123284,Swelling brass section awful without randomly placed intro,abscess
123276,"Prepare on course at Cambridge after first part of tripos, say",teeup
33523,A colt needs schooling as a youngster,adolescent
10950,Is outwardly better when spontaneous,improvised
78080,Railwayman taking over his place in front,vanguard
25081,Last bit of mud on part of shoe getting lodged,dwelt
84212,Lights unknown in Ireland,offaly
69411,"One wearing no undies, divulging super tanning tips?",nudist
76741,Make a striking interruption,chimein
32824,Smart girl that is after a share of the proceeds,cutie
13577,Boards can make the connection,stepson
79844,Support compassion mostly for animal enclosure,bearpit
57920,Cricketer offering a few words at the dinner?,grace
14643,Playboy's terrific cover (one taken on bed),oyster
92849,"What nude's in with nothing on, the fool?",buffoon
112030,House investing nothing in basic education? Hence disgust,horror
77206,Drink wasted in cutting distribution of tea,tablewine
138131,Scientist loves squeezing large marrow,ologist
23766,"Ran back to railhead, headless chicken? Yes, precisely",narrowly
48501,Heel's in the pack,knave
11985,"Bug in trap will, as you can hear",nettle
1246,"Way to get hostage back from Tehran, somehow",ransom
85812,Issue great healer raised,emit
111441,Plant with flower seen by old yards (lots of them!),camomile
137841,French division needing a scorer,cantona
3222,Vessel that crosses the bar?,schooner
18995,Trial of precious metal trade,ordeal
120503,Clothes from Home Counties transported to the west,enrobes
97846,Where rodent settled in river embankment,rotterdam
129363,Made provisional arrangements for Christmas?,catered
46907,Decree kingdom with no capital is to adopt Italy's,ordain
50282,High time for a palindrome?,noon
82324,Monster with no drink to knock back?,gorgon
17709,Valley with stream and fish on line - cap that!,glengarry
99046,"One big, bland, blundering improvisation",adlibbing
23832,Venue providing a time for reflection,arena
88055,Shoddy isn't a material,satin
48185,A stimulant that's stress free,atonic
17496,Run taking seconds?,extra
37885,"Constantly breaking the law, say",always
26063,Fever results when small boy touches a girl,scarlatina
20307,Hit man is to have a swim,bathe
36178,Primitive man demanding immediate attention,urgent
8113,Fanatical followers of Brazil and Barcelona?,nuts
20078,Run the second edition,sprint
110053,Extremely rich and extremely lazy,deeply
122278,Mid-evening in days before Easter can be quite mild,lenient
36651,"Part of circuit chosen, then travelled",electrode
70253,Plot involved danger,garden
54468,"Another time, second time on",against
14766,Set up match in arena,cockpit
92213,Mechanic who can make things run more smoothly?,greaser
66441,"With organ study over, got paid employment",earned
38364,Is priest or monk not entirely necessary for religion?,islam
122250,Irate Welsh dancing group - were they …,thewailers
94625,Ornamental sculpture and paintings possibly given negative reaction in church,cartouche
73317,Wide-angled like lens or codpiece?,fisheye
61051,I met a rum doctor lacking insight,immature
138302,"Call in agent, getting ruffled?",fringed
7119,Elite type found in newspaper production,editor
134297,"Belt around waist, initially thrown out",spewed
103978,Making sense of French revolutionary? That's crazy,touched
42168,Not able to hear fade-out?,deaf
61504,"Items sprayed with it are moist, mostly",atomiser
87368,"Contempt, when party leader's on platform",podium
67389,Sympathy enables accommodating source of laughter?,hyena
116142,"I'm under fifty in football team, as we are online?",unlimited
67102,Last part learned in upright position,endwise
91031,The early morning air?,dawnchorus
122483,It's darned tough at sea for a battleship,dreadnought
61866,Where film actors start?,onset
120931,Jacques remained outside and persevered,keptatit
35213,"Great rap moves involving boy, soon an outcast",personanongrata
14579,Obliquely request to take over from one leading the waltz?,askance
37237,Terrier publicised beer,airedale
50582,Horridly vacuous cops running around in film,psycho
141070,"Live at last in store, say? Boots will probably have it",shoepeg
57231,"""A present help in time of trouble""",giftaid
130292,Queen's king not left to stuff vegetable,onevision
5137,Manager's journal is here at the centre,organiser
136003,"She's abandoned for driving surprise sell in recession, papers assumed",golfwidow
36298,Boy debt collector goes to prison,duncan
42349,Locked up as a final course,dessert
94225,Articulates confusedly about place in Eastern trusts,splutters
139364,Feature of river no end odd,weir
133839,Long-term category for art students?,lifeclass
137658,Their resting places have their points,pharaohs
105759,Reactionary has long hostility with a novice,feudal
120390,Rank by comparison of writer's novel,frowstier
58540,Tinned American,incan
23252,Turn crazy in shock,stun
24383,Baby dunked by his mother in water turning cold,achilles
44589,Notice skirts twirling in opener from Lady Gaga,senile
90949,One charges for a date,fruiterer
49482,Deck guy who's cheating?,cardsharp
46407,A couple have a good time with a type of political system,twoparty
103520,Certain surfaces where poisonous thing stops,asphalts
31216,Corrupt priest often seen with Candy,stripe
114980,Poet pens nothing elliptical,ovoid
99545,Doctor's eight points under 'The ability to wear well',dresssense
75326,Remove top card concealing king,skim
138463,Fill end on cracked carving resembling fabric,linenfold
91617,Flower absorbing source of metallic element,germanium
52939,Nun's in one skirt but no top,order
122621,Rests on Boatman to get stuck into problem with resolve,overlies
119760,One takes off with paper - good things for sale,testpilot
11131,Vegetable popular in tavern,aubergine
54992,King Edward is erudite,learned
8954,Character showing inclination?,italic
51601,Place where spinners will take a turn,spot
46751,Wanting a meal? Gregory's cooked his,peckish
39326,"Only around briefly, hurriedly leave article for Paddy?",fleeting
133602,Writes down memoranda at the centre,notates
27286,Union gets everybody a nice settlement,alliance
44759,"Play about cat's-paw, for instance",loot
127200,Wed without children? Nits!,splice
39858,The colour of the downs,blue
75215,"A male in jail turned up, given life",animated
23917,Spiritual symbol at heart of Shinto temples,totem
32215,We hear sleeping bags are carried by hikers,knapsacks
10963,Inspect and put back casual shirt,test
66009,Flier in park I tested,kite
60608,Information has bearing on a hereditary factor,gene
89161,Barbarian gained height,goth
33880,Record being played in front of mobile home causes unrest,discontent
75644,Boy With a Thorn: instrument dropped on a composition,sonata
79245,Each in the lead,ahead
38096,Hit thumb regularly on front of sill,stub
125937,Maybe some lads like old-fashioned girls,damosels
16789,Photo with some colour in high wind,piccolo
43550,Quote Gordius for a turn that makes you throw up,emetic
51465,Winter vehicle currently parking in Berkshire town,snowplough
79007,Quaint style's back after odd Orwell novel,oldeworlde
32584,Fitness fanatic making one change - one'll get rid of bad influences,exorciser
68421,Looking back at special fabric in the doorway,egress
34756,Where office work is seen to be done,outtray
134650,Anti-corruption agency as of now regularly failing,sfo
67878,Female guardians he is with for each day of each month,hesperides
67440,A south-west state and a north-east state backing midland Australia,arizona
35254,"Element of drink, including helium and nickel",rhenium
91046,"Involved in a fraud, but remaining confident",unafraid
94509,Comedian in part of theatre gets the birds,godwits
35782,There's something precious in one set of twins,gemini
87,Lancaster comprised such a home for Gaunt's kin,ancestral
129654,"Uncertainly move infant in discomfort? Not hot, however",teeter
124349,"In drink (litres!), Daisy's a hypocrite",plastersaint
29202,Seizure of one of eight?,stroke
80883,Husband with weapon not so benign,harmless
15184,Arrange for a mechanic,engineer
96594,Margaret discards top resembling a souffle,eggy
31671,Practice at home ground,habitat
100761,Cloud cover is right in position,stratus
113556,"Impersonate trollop adopting dubious art, one as authoritarian woman",dominatrix
99369,Shady rings of diffuse scarlet,cartels
117695,Shelve mail - perhaps open later,postpone
48126,Unmask American during party,reveal
40617,Tasteless tree-hugging endeavour,trashy
80782,Frames with pole lifted after ten turns,entraps
20434,One not charged given time in special cell,neutron
70830,Officer in a rush to inflict punishment …,scourge
27815,He failed to turn the tide of history,canute
61026,Stiffness not right for a prince?,igor
28349,Aroma is spreading around middle of table - terrific food,ambrosia
54762,Setting a goal? It's a pain,otalgia
93292,Brandy brings a due change in diminutive girl,eaudevie
79156,"Identical, nevertheless",allthesame
100724,"Endlessly utter expression of contempt, appearing embarrassed",sheepish
42182,Flat out setting up American deal,supine
1064,What he does is appropriate,thief
81868,One stops peaceniks before fully mounting show,cinderella
112069,Jar for a kind of berry,rasp
57503,A collection of facts and figures not entirely inspiring chap to be resolute,adamant
50425,Film obese gangster with charm,fatalattraction
20769,Additional empty chest in passage,extract
1656,"Did butterfly, perhaps, lead to illumination for mystic?",swami
121446,Wait to toss fan out,notsofast
129840,"If he orders, follow Conservative leader",chief
20401,Schoolboy endlessly tours small country,estonia
83496,"Apple, or purveyor thereof to teacher?",pupil
13212,Noisy one making bid (one-off),clamant
59300,Compound reportedly given for working unsociable hours,nitrate
54573,Tardy: needs oil to get moving?,dilatory
22934,"Large number, say, eaten by beast",legion
118247,Victoria's husband joins her band in comic opera,albertherring
131970,Female mount is successful,doeswell
117196,Pack with no score in even game,deckquoits
83811,Number two failing,vice
60961,A street in American city can be frightful,nasty
37053,"Relax, employing muscle to get deference",respect
59653,One after fur from animal,coati
41023,"Mobile phones, yet recently introduced",neophytes
39938,Risked getting daughter murdered,diced
81652,"French author turning green, zeal destroyed - nothing penned",emilezola
96065,Grand journalist in shorts?,knickered
87886,Caution had Simon dithering,admonish
86918,"Flipping, flipping short clergyman",rev
71191,Made a record and was famous,noted
49971,Any king is bound to be cross,angry
127805,Cross cut guarding a paw,maul
106943,Scholar with enthusiasm turns to ancient alphabet,ogam
84284,Rang in damaged ears of mathematician,archimedes
53731,"X, mark probing new evidence of collision - get the law!",tencommandments
95187,Trouble positively start turning up - like woodlice,isopoda
1704,Perhaps bank holds a very fragrant plant,lavender
112790,Minder raising weapon between kings,keeper
41413,Inspector's possibly true and mostly sincere,scrutineer
20280,"Enthusiastic, still supporting City",ecstatic
83076,A time to put across and be conciliatory,placate
14300,Discharge from space sounded,rheum
73642,"Don's conclusion, speaking as of survey",azovsea
113861,A comic drinks one can in store,awaiting
81945,Measure creases made by clasps,enfolds
96970,Ben is without a pulse,bean
25026,Everyone left the checked cloth in rags,tatters
66938,Preserve house in archipelago,canaries
47581,Doing nothing but fighting?,inaction
101722,Privileged place freely available to card players,publicschool
54352,Writer stands outside street cafe,bistro
99863,"Rooms for the next generation, as Roy Jenkins might have said",uteri
111253,Wreck a French winter coat crossing Germany,undermine
132980,"Antiquated test hard at elite school, they say",motheaten
134381,Rubbish blocking entrance - nasty bit of wire?,garotte
64062,Tract of grassland left untidy,leaflet
63416,Obsession with buzzing in the head?,beeinonesbonnet
24895,Firm with little work is shut up,coop
326,Gale blows itself out to a smooth finish,legato
87024,Contender who puts Jack in his place?,boxer
30874,Admit when Rolf's taken in,enrol
10418,"Plant in haste, losing it",celery
19408,They are hard and make trouble in two directions,nails
136449,A Nazi group interrupts sexually ambivalent singers,bassi
54599,Twist shorts around,spin
49929,Two Good Friday participants against a scheme for peace?,eirenicon
90752,Artist has designed action that's perfect for a British summer?,raincoat
25584,Second half of some freak's short list,menu
40053,"Time boy surfacing above bottomless stream, breathing through this",nostril
123928,Round Table member finds cart carrying the heads of Guinevere and Arthur,gawain
16240,"Harks back to Socrates' art, not as debatable",retroacts
133879,"Eager, ready and equal to winning at Wimbledon",gamesetandmatch
128425,Beat with extremely scruffy scarf,systole
87574,"Sticks up, self-satisfied",smug
43896,One came round for Arthur,table
32462,Appeal in French to doctor,entreat
79387,A collection of equipment cuts up what the allies cut down,swastika
6579,"Marvellous computer screens generating interest, initially",magic
32055,I am (ungrammatically) cross as a goat,ibex
99663,Chilled dessert served up after rest,easedup
123854,Conversing quietly in a helicopter,speaking
1851,Priest in training ultimately ignored church law,ordinance
127593,"Antelope shortened stride, there being nothing ahead",nilgai
92593,Pot popular among South Korean leaders,sink
64231,Normally left Australia and America going west,asusual
21233,"Almost all these trained to keep fit, ultimately sportspeople",athletes
123792,New Brighton? Head off about the distance from equator given by grid reference,northing
112798,"In trembling ecstasy, finally receive gems",catseyes
50132,Breath of air from south coming through the opening,gasp
104958,Dog for lively king in Kent,schipperke
101663,"Perhaps reading or writing about boring, boring writer",durrell
109761,Government's grudging support for research?,consciencemoney
12482,Dance involving sailors - one form of exercise,hornpipe
67922,"A short distance in, say, round",gimme
87410,"Biblical city like this, with kind of effect half erased",sodom
135487,Around morning she gets a feeling of guilt,shame
102558,Starts career studies,goesinto
95512,Remove tops from a certain size of paper mugs,fools
126086,Writer in a cryptic crossword setter,naipaul
44988,Birth of a National and a Liberal,natal
29896,Proper mess in front field,realm
21502,Malicious gossip fell on cultivated land,scandal
55917,River crustacean to the French abhorrent,execrable
112029,"Special thing, being welcomed by monarch bestowing honour",knighting
67135,Below mainframe's capacity,infra
28771,Media make a stand about false statement,dailies
84171,Such robbery from handbags mars outing,smashandgrab
6418,Lack power of speech? That's insincere,cant
7108,"Learned from a rebel, topping endless mice?",academic
22142,Nearly walk? Take the car,tram
47908,"Musical piece, where start of recapitulation's on the tonic",rondo
58346,To pass through Cockney territory you need a weapon,crossbow
113788,Writer has time for another,poet
137626,Dressmaker Tom dies in agony,modiste
95431,Fake ring revealed by youth leader,phoney
72272,Different artist left single girl to instincts going the other way,dissimilar
32427,Attribute loss of soldiers to fifth columnist,trait
40159,Downtrodden wimp?,doormat
101913,"Did Robin bat an eyelid, being deceived?",hoodwinked
104746,Boring point of law,awl
108631,Joint Head of Enterprise leaves for transfer,refer
127321,Undermine person with little sense,sap
85664,Offer to introduce,broach
19260,Run off with single member?,hopit
88579,Setter's devouring cold chop,mince
92622,A lot of nonsense follows global problem to a Dad's Army base,warmingtononsea
2394,Some Conservative MP has isolated stress,emphasis
114021,Mankievicz's film qualification?,alevel
109689,Lid keeps energy within metal pier structure,iceapron
114062,Celebrity embraced by poor love child,bastard
36448,Outcry over demand for alimony?,exclaim
67861,Take dodgy tenner back and harm his trade,merchantbanker
86735,The line dividing the Kop after unfinished match,equator
55837,Oriental romance raised cheer,elate
30305,Something filthy with twisted tail provided on board,lucifer
109142,"Energy put into one's financial provision, initially",pep
87830,"From our star turn, Los Amigos: ""Roof Tops""",solar
33,Foreign article contains inaccuracy,alien
42243,"School report saying ""Rusty""?",eaten
18875,Little man's insides corrupted by sloth?,idleness
37090,Woman on the boards gets a bit of salad - about time!,actress
