Index,Clue,Solution,gemma_predicted
129750,"It was honourable, for Japanese double-decker was open-top?",bushido,assemblage
43990,"Dancing girl lay behind house, the object of desire",holygrail,anagram
135548,Entertainer who needed a get-out clause?,harryhoudini,assemblage
84137,Votes about further education? About Desperate Dan!,referenda,assemblage
81517,"Protest, showing some degenerate tarts no mercy in return",remonstrate,hidden word
15822,Better or worst?,outdo,double definition
128709,Hitchcock's work? Be upset in parts,thebirds,container
25838,First set off Bob to list Answer's Blowin' In The Wind,oboist,anagram
79774,Royal meeting leaderless immigrant finally changed his nationality,scottish,assemblage
39340,Beam first on roof then,rafter,assemblage
86176,Time to look outside cell,peter,container
61995,Dame Edna's initial career as terrible mother,medea,anagram
86380,Logic duo displayed in volunteer's mission statement,icouldgo,hidden word
121324,One studying most of ancient Britons observes publicans,licensees,assemblage
114240,"Fighting, setter gets dessert back out of the oven again",warmedup,assemblage
83571,"Live author, hard to follow like the Jabberwock slayer",beamish,assemblage
137299,Quarter aspiration after jet engine starts,jewish,assemblage
104834,"In need of a life, you seize broadcast of old Jewish party",sadducees,anagram
141527,Born to Run in tights? Journalist is very drunk,bladdered,assemblage
101487,Be charitable to soldier leading calf by hand,givealms,assemblage
102997,Words initially put together in a piece of writing about friend,acronyms,assemblage
59333,Bird needs heart with wings clipped,erne,assemblage
74762,It may catch one in the act,safetynet,double definition
88119,Real gunfire shot having taken turn here?,riflerange,assemblage
23126,Tea licence for Swiss Cottage,chalet,assemblage
16889,I tape record criminally?,pirate,double definition
15626,Rome's fateful date in Gobi desert,ides,hidden word
9751,Don't take what's taken on departure,leave,double definition
23817,Oscar set puzzle for philosopher,socrates,anagram
130614,Outbreak blocked by resistance of the outer skin,epidermic,container
95416,Sceptic acting so badly,agnostic,anagram
138759,Accompanying date naked? Absent yourself!,withdraw,assemblage
104652,Pains will penetrate rigid trunk,seachest,container
52567,Church leader in Ireland not in favour of red,chianti,assemblage
85829,Come to a party,wake,double definition
81064,Referee with his belt turning to cow?,whistleblower,assemblage
44881,"Welcome to Cleveland, darling!",redcarpet,assemblage
109124,Guy on shed from town in Somerset,taunt,assemblage
130504,Gym users taking oxygen for energy are arguably a dispiriting lot,exorcisers,assemblage
28260,Lively son to be nosy,spry,assemblage
96587,Corporation has pan for meat dish,potroast,assemblage
132607,Positive attitude in small company letters,cando,assemblage
125770,Produced doctrine about Advent's limits,created,container
20886,Assail doctor in committee,bombard,container
26094,Resentful god overthrown,sore,anagram
52570,Vital energy versus wine,chianti,assemblage
90559,Cold lake embraced by stupid swimmer,coalfish,container
15439,"Out of curiosity, one's raised by English twins ordered on line",eyebrow,assemblage
24534,"Large stone lion, possibly circled by winged creature",monolith,container
115272,"Joining the Globe, aim to be a writer",ballpoint,assemblage
73328,Twin Cities captured by first-rate artist? That's capital,accra,assemblage
2417,Group's chiastic rhyme scheme,abba,double definition
82538,Upwardly mobile salesmen seize vehicle and do a bunk,scarper,container
65487,Long story without point,yearn,container
88932,Person wobbling had to shilly-shally,humandha,assemblage
138987,Qualification from writing about movement in European arts,masters,assemblage
45401,Fine man,eric,double definition
116229,One of the ship's company has a possible cut limb,crewmember,double definition
109011,"Party taking knock about European Union, following victory",raveup,assemblage
69663,Get Margaret off the line?,unpeg,assemblage
140682,Does rascal show on TV small round bottom?,impersonates,assemblage
48178,"American guys, they deal with business",agents,assemblage
126867,Classic comprises great lines,saintleger,double definition
110745,"A lunatic, crazy about the sea",nautical,assemblage
47629,"""Port's stolen"", boozer admitted",hobart,container
99495,French novelist working for Biblical judge,gideon,assemblage
2362,A pound of sultanas?,seraglio,double definition
28811,Be in the first parts of contest - that's where it's at,battleground,assemblage
130260,Opportunity for murder? Nothing else to do,timetokill,assemblage
83348,Schedules mean items will be thrown overboard,timetables,assemblage
140132,Accounts by modern-style English lawmaker,isaacnewton,assemblage
57190,Clouds rising from Maghrib mines,nimbi,hidden word
57145,Bar call demanding response,counterclaim,assemblage
32849,Peak shortly after taking professional qualification,proviso,assemblage
61181,Plan a porno picture?,blueprint,double definition
9342,River swallowed up fine material,taffeta,assemblage
120919,Laugh at dummy,mock,double definition
15872,Year in prison shade,cyan,container
112102,Shaken Queen restrains one of the horses,equine,anagram
71575,Pasta recipe created for tyrant,satrap,anagram
111209,"At first, Megan upset Harry, throwing away a gift of perfume",myrrh,anagram
40261,Round the Cape and turn in late,overdue,assemblage
90226,"Exhibition of Spode's ""Troy"" ersatz vessels",destroyers,anagram
136050,Was a disheartened Dave Cameron his work?,boccaccio,assemblage
76801,The crew went sick and died in misery,wretched,assemblage
56538,Strong drink,stout,double definition
36563,West Country project in part of Scandinavia (not the south-west),eden,assemblage
25543,Settle on a solution in the crossword,alight,double definition
118346,Tiny little advertisement Sky used five times,weekdays,assemblage
91888,"Fan finds a fish, say, at island party",aficionado,assemblage
42130,Poles separated? There's clue in that!,antipodes,double definition
8497,Small island turning black,sable,assemblage
7007,Beat nervous tension,stress,double definition
54793,One church's method of entertainment,iceshow,assemblage
33315,Emphatically he who could be Flemish...,himself,assemblage
86983,Holy record found in European community - English message of a religious nature?,epilogue,assemblage
5326,Song with piece of lyric that uplifts and moves lots of people,airline,assemblage
91188,"A blues composition, fit for purpose",usable,anagram
26504,(rank outsider) The Undertaker,trier,double definition
29690,Theatre of the obscenely rich,lyric,double definition
3533,Provide two servings of dry wine in a jiffy,bisect,assemblage
107453,Bruce's namesake's got one a plant,forsythia,assemblage
41317,Stumble on crude oil in Africa,tripoli,assemblage
91390,Superficial drawback to being frank about one's orientation,outward,assemblage
118883,Quick drinks for horses?,snorters,double definition
17656,Musical with a little bit to learn in a little break,hairline,container
40437,Salt one had put on bird's tail,titanate,assemblage
113484,German turns up keeping a vehicle in grassland,savannah,container
16028,Made redundant by a cross editor,axed,assemblage
105322,Drug firm has one in to flog,cocaine,container
84722,"""Crossing a Line"" by a dramatist",traversal,double definition
34615,Tongue of stout shoe,brogue,double definition
46833,Let care be arranged for tragic female,electra,anagram
56742,Playing live together,inconcert,double definition
139313,State of Orbán leaving American wanting to scoff,hungry,container
86042,"Made an obeisance - on the short side, perhaps",curtsied,assemblage
30147,Not allowed cheers? I don't like that!,taboo,assemblage
2088,Nearly everybody's calm drinking hot drink,alcohol,container
98695,They show frightening ability in their field,scarecrows,double definition
85512,Sound opening pace,gait,double definition
44543,This man may advertise food and old port,sandwich,double definition
66744,Expenditure on song that's no longer popular,outlay,assemblage
60169,Free call-back in charge reversal by the crown,emancipate,assemblage
92908,The man from whom Samuel imbibed wisdom,eli,double definition
90399,Applicant's hostile answer struck out in court,client,assemblage
114979,"Like an egg from duck, empty",ovoid,assemblage
104059,Man met end making revision,amendment,assemblage
9065,Initially desirable residence for study of china,dresden,assemblage
86853,Filth in America is up - it's past the time to be chirpy,stridulate,assemblage
8943,Singular-looking giant?,cyclops,double definition
62008,Last of the vintage in the shade,ecru,assemblage
72926,Pub where brown cleric gets round in,tavern,container
101103,"Concrete assessment of politician's setback, ensnared by loose woman",slumptest,container
64161,Blade's about to become increasingly promiscuous?,claymore,assemblage
26779,A point made about old railway network needing to be up-to-date,abreast,assemblage
11051,Any number going round in one's head,noggin,assemblage
18751,Poet's unworthy of town in South Wales,neath,double definition
105237,Get second chicken from this butcher,slayer,assemblage
28043,Don''t grant a prayer or. . .,refusecollector,double definition
101734,I provide maintenance for previous winner that doesn't start,upholder,assemblage
62247,Short story gripping English student group,year,container
5843,Make a pot worth ordering,throw,anagram
68062,Limited cure,specific,double definition
136504,"Like a rabbit, say, albeit modified in corporeal form",bobtailed,container
42860,Record holder's go on board,turntable,assemblage
11387,Confuse leader moving tool,adze,anagram
88110,Bird to stain vessel,martin,assemblage
111079,Little girl in circus is mounted,riding,container
28816,Lens capturing some pachyderm in toto,telephoto,container
99982,Publishing house introducing historian to journalists,clarendonpress,assemblage
76346,Heard lots about garrison town,aldershot,assemblage
84283,Speaker keeps one drink for founder,originator,container
23159,"Inn evidently fully booked? On the contrary, atmosphere charming",debonair,assemblage
40481,Bird to miss out catching insect,fantail,container
103918,"Latin scholar makes note on ship in italics, perhaps",classicist,assemblage
84529,Potential risk one in France may take in winter,skirun,assemblage
59206,Weak thing - buck up!,reed,anagram
121427,"Still available to accommodate the German, as promised",undertaken,container
27021,Composure of bishop getting a puncture,balance,assemblage
34310,A number work very hard,strain,double definition
29119,Fuss from supporter about where French hotel has fallen short,brouhaha,container
121784,It was used to make links at Gretna Green,forge,double definition
11059,"Has time, when taking silver, to be shocked",aghast,container
132506,"Going like a rocket, when fitted with carbon tip",ascending,assemblage
140755,High level of the gender problem,nthdegree,assemblage
104327,Manage to exercise,run,double definition
99261,Position of mystic meeting transmuting energy into time,stance,assemblage
60426,Where children are to be found between two and five?,creche,double definition
25756,It requires courage to have one - rather than love!,battle,double definition
53500,Underwear? We may well have seconds,boxers,double definition
73455,US city not entirely accepting south has a rotten atmosphere,miasma,container
123215,Orchestra gets direction to its venue,halle,assemblage
14086,"Kiss a number, coming back round after that",next,assemblage
56590,Calamitous reverses with no time for a smoke,cigar,assemblage
115555,"Pasture ultimately silent, as ground needed",essential,anagram
116608,Pushy parent ultimately spreading disease,typhus,anagram
52765,Time ran out for muezzin supporter,minaret,anagram
28312,Write music: a little number for the gallery,notate,assemblage
39948,Staff regret keeping key money,retinue,container
77729,"Plum wine, we hear, which flies off the shelves",bestseller,assemblage
74610,Mishandled pistol went off,spoilt,double definition
104907,"Revolutionary cardinal imprisoned at Queen's address, perhaps for leftwing ideology",marxism,assemblage
85629,Famous person's family title,householdname,assemblage
29935,Parliament has money for the wine,chambertin,assemblage
11686,Never let backs go round the team,eleven,hidden word
68411,"Porky? It is something cutting through little sister, say",sparerib,assemblage
127254,Sun has to be demeaning to women?,sexist,assemblage
57400,A number without the ability when rising to get on,entrain,assemblage
139064,Police team having wildly exciting time?,riotsquad,assemblage
127900,"Pronounced as ""venson""? I haven't a clue!",noidea,double definition
30890,"Spell ""trinket""",charm,double definition
125308,Take care over truck being recorded,minuted,container
97652,"Scab found in plant? Alas, not as friendly!",fraternal,container
2107,Children go back to front on slide,skid,anagram
3095,Welsh go dancing the cancan?,legshow,anagram
8851,Worker first gets requests to be agreeable,pleasant,assemblage
979,Heartless head cook,chef,double definition
89634,Meal left for two couples maybe to consume,flour,container
60975,"Dance with hat out west, nothing more",bolero,assemblage
79891,"In prayer, deified sun, gazing up a little",agnusdei,assemblage
91923,One who jumps man with gun,starter,double definition
58512,One's included in slight difference of opinion - it's a problem,nuisance,container
57366,Temporarily dismiss person who's paid villain,prorogue,assemblage
73757,"Guide rope finally put in place, ton secured",escort,assemblage
79545,God's in love with Punch,carthorse,assemblage
137079,"One who offers praise, waving team's icon",encomiast,anagram
65631,Races when going to bed,ascot,double definition
55827,"Before victory, South led amazing trick",swindle,assemblage
121004,Prize for sexagenarian finding spring in a kiss,buspass,assemblage
91790,"Fruit has gone off - lemon, too",ogenmelon,anagram
15502,"""Bit of a Bloomer Arising"" (Lawrence Harris)",floret,double definition
118935,Plate inserted in stomach to sense craving for food,gluttonous,assemblage
35795,Target a friend of the family?,auntsally,double definition
26743,Result of many taking risks,crash,double definition
69007,Some fanciful name for part of the arm,ulna,hidden word
65320,The strain of the French Revolution,marseillaise,double definition
46656,Faked evidence of factory growth,plant,double definition
34957,Noble game in song reflected by precocious score,earlygoal,assemblage
137428,Realign energy in turn with love across the channel,reorientate,assemblage
85219,Roman judgement days satisfied constituents,diesfasti,double definition
85179,Silly clue I had for geometry master,euclid,anagram
96830,"Extremely wary, in case needing to cross lake",leeriest,container
127290,Garden tools bound to go after opening of spectacular retail outlet,shoeshop,assemblage
53089,A group often described as vicious,circle,double definition
129362,Light source attached to heel of glass slipper?,sled,assemblage
48969,"Card trick involving ace, the same being turned over in advance",comedian,assemblage
111934,Take advantage of 'obgoblin's stockings,impose,hidden word
111973,Sporty types in pub or South Devon railway?,dartsteam,assemblage
127144,Phone about disruption of trade causing delay,retarding,container
70537,Fractured if ice grips building,edifice,assemblage
4663,Rent hall in order to mesmerise people,enthrall,anagram
62687,Piece of harness,bit,double definition
29054,Colour of Sherlock's study?,scarlet,assemblage
107762,Mature student good for English in two advertisements,postgrad,assemblage
8440,Provision of much else as well,chelsea,hidden word
75601,Flora Dean arranged a dance,farandole,anagram
57409,"Support, from chair, fuss about sick animal",armadillo,container
9749,Surrender the French way,leave,assemblage
131674,"Bad weather that's most cold, right?",icestorm,assemblage
133019,Put a foot wrong doing right about turn,err,assemblage
116935,Propeller of jumbo jet?,elephantstrunk,assemblage
110516,Pelt with dried berries,pepper,double definition
107335,Dramatist has entree cooked with a tiny slice of chervil,terence,anagram
4510,Type of paste used by salmon daily,almond,hidden word
75295,Book adapted for millionth serial,thesilmarillion,anagram
135061,Moment when these birds became extinct,moas,assemblage
48804,Language used for little entrance in Scotland,lingo,assemblage
67063,"Ultimately golf, not cricket, is a source of entertainment",funfair,assemblage
95786,Rub Pat the wrong way? That's sudden!,abrupt,anagram
59820,Bank right to reject payment,reef,assemblage
71408,Greek relative circling island under the moon,ionian,container
28659,State how Trump refers to race? Trouble follows,colorado,assemblage
57921,Favour partner for girl,grace,double definition
72634,"Somewhere in Germany, solid wood splits",cologne,assemblage
47587,"Tropical vegetable, say, design in high performance car",eggplant,assemblage
62997,Old Peruvian potentate writing two articles about Utah's poor mountain climbing,atahualpa,assemblage
121302,"Fruit soaking up one's drink, disperses",dissipates,container
13909,"Yes, truly an inspiration",yeah,double definition
80572,"Use force about turning in, that's fine",punish,container
121636,Order to breeder coming round after time assumed,postulated,assemblage
96934,Great snake suffering 'eat loss - comprehend?,grasp,assemblage
100047,Fish appeared to be off,smelt,double definition
93540,Raise yokel to strangle duck,hoick,container
66370,Knock over sketch and get let off,skittle,assemblage
20602,Initial typeset without reversion,stet,double definition
107635,Proceed to do as the GP might do with a recent graduate,putintopractice,double definition
593,Manage without an intermediary,direct,double definition
107134,Policy covering aliens and some of their homes,planets,assemblage
19390,Firm sent round to preserve incomplete old instrument,cembalo,container
812,Call to account for a weather report,arraign,assemblage
21467,Perhaps the worst disease in living memory,alzheimers,double definition
42163,Chop up dates and finally enjoy being regular,steady,anagram
14451,A close shave?,scrape,double definition
107135,A regiment prepared to shoot,germinate,anagram
96524,What Coleridge's wedding guest did with suspect bones,metatarsus,assemblage
75099,Take courses in French and Armenian initially,eat,assemblage
109473,Idiot breaking rule put in new post,reassign,container
136333,"Time to get mixed up letters, but not advanced puzzles",tangrams,assemblage
11035,Nebraska upset over appeal result,ensue,assemblage
68482,"Naughty child to lie when in trouble, being insolent",impolite,assemblage
45993,Flag some citizens ignore,ensign,hidden word
66303,Swim before one can walk,crawl,double definition
48649,French setter keeping various echelons for hotelier Basil,johncleese,assemblage
73763,Quiet sort of arboreal animal,polarbear,anagram
69339,"Bread I order inside, belonging to one shedding tears for offspring",niobean,container
135594,Esteem shown for those that are fit,healthyrespect,assemblage
10012,"Under Prohibition, without an audience, it's very boring",dreary,container
112972,Boy raised hand entirely for his own indulgence,selfist,assemblage
46968,Three-minute warning before breakfast?,eggtimer,assemblage
88457,"Doctor is apt, going round part of hospital, to see them?",patients,anagram
32575,Instrument for a pound a point,althorn,assemblage
5406,Rastafarian held at more than arm's length,afar,hidden word
110591,Churchman's rendering of waterway,decanal,assemblage
121051,Attended a glittering performance and was knocked out?,sawstars,double definition
27858,Fish one consumed in foundation,basis,container
82995,The masses listened to broadcast,herd,double definition
34632,"Bobby's unhappy, in need of courage",bluebottle,assemblage
126227,Hairy man's sanctimonious daughter,hispid,assemblage
65166,Smart attempt to encircle a city,chicago,assemblage
20423,Eleventh hour revival from the side,laterally,assemblage
4040,Origin of colourful designs? Just a tissue of lies,fairisle,assemblage
36215,"Have great respect for Paul, perhaps",revere,double definition
89830,Bouquet for patient fellow's work on hooter,nosejob,assemblage
6748,Status of small container set out,caste,anagram
103030,Car and lorry close after crash,rollsroyce,anagram
57288,Writhe on crumbling doorstep,threshold,anagram
11699,MP teased about mad rush,stampede,anagram
71802,"Lever needs push, we hear",pedal,double definition
51365,Stay true,staunch,double definition
476,Day's impression sees pack down,datestamp,assemblage
13897,What yours truly does after wearing gussets,insets,container
37457,"Change for a quid at the ""Flag"" from drinks",daiquiris,anagram
86528,Program gives computer company trouble initially,applet,assemblage
84333,Appropriate cut-out for a computer,laptop,assemblage
28815,Long shot at pachyderm dropping insect in toto,telephoto,assemblage
111605,Keeps warm and quiet,muffles,double definition
131987,"Put cover over well, like an old hand",capably,assemblage
29624,It can be converted into a cupboard,cabinet,double definition
92392,Monarch deprived of gold holds up an incinerator of rubber,emerypaper,container
43557,Make love at opening of door in cave,wookeyhole,assemblage
74467,Even cleaner shows delicacy,rollmop,assemblage
123825,Hoarder - gentleman collecting right and left,squirrel,assemblage
4643,Head of oldest and most outlandish prehistoric beast,mastodon,anagram
55319,"A number smash up the inn, yet set free",ninety,hidden word
14875,Fish raised temperature so correct,edit,assemblage
121032,Food includes cold stuffing,farce,container
73712,Aggressive female banker,amazon,double definition
100946,Rank play by forwards,lineout,assemblage
78234,A hewer of wood and a drawer of water,turner,double definition
38393,"In speech, commend one in the Upper Chamber",lord,double definition
90828,Half-heartedly remedy smell in street,crescent,assemblage
32048,Grain yield report,seed,double definition
35090,Gets in information about object of savings policy,nestegg,assemblage
88695,Women moved out of complete dump,hole,container
78877,Ancestral building - a royal house,lancaster,double definition
114649,Conclude the meeting of French and Italian leader,deduce,assemblage
23617,Partition between pigs and birds,swallows,double definition
94420,Green at heart? Jealous ego? It could make you ill,ecoli,hidden word
76753,Fail to qualify and get the bird,pipit,assemblage
17708,"Girl from outer parts of London, we hear",ellen,assemblage
27170,Protect college from criticism,ensure,assemblage
48441,He saw himself as winning on the pools,narcissus,double definition
129970,Frank lugs Elsie around,guileless,assemblage
100484,Nags drunken tinker for no good reason,needlessly,anagram
35083,Cope with pub that's used by bikers,handlebar,assemblage
126049,"With hot drinks, listen out for the largest fish",whaleshark,assemblage
87390,Love a fair helping of bother?,adoration,assemblage
107875,"A lifesaver, as bloom catches showers",brainsurgeon,container
71965,Reportedly pedal president's buggy,pushchair,assemblage
108682,"It could be folded once, or twice - it's ambiguous",doublemeaning,double definition
91120,"Vessel's drink, hot inside",ship,container
138072,English run grim economy badly: things'll get ugly!,nomoremrniceguy,anagram
