Index,Clue,Solution,Spaced_Solution
14209,A female replaces article in platform at old monument,stonehenge,stonehenge
63062,Little fellow - in EastEnders he sounded big,mighty,mighty
124463,"Erudite professors or their proteges, perhaps",scholars,scholars
25587,Violinist’s first quartet offers list of options,menu,menu
80933,Instrument costing a lot of money,grand,grand
140330,Italian banker to sulk and exit briefly,popout,pop out
6708,Lump hard to get out of fabric,clot,clot
12238,Bullish fashion statement?,nosering,nose ring
9430,Supplier of car to Queen,mercer,mercer
59381,I have to follow law in force,active,active
101955,"Animal skin, a means of retreat",hideaway,hideaway
39590,She had to set in order the impetuous ones,hotheads,hotheads
31962,"Head of school, goody-goody young man",sprig,sprig
39864,Dirty colour,blue,blue
54608,Find out the CD's finished...,discover,discover
77881,State without a pit,maine,maine
97182,Me always sick? There's a surprise,wellinever,well i never
38166,A man's drink,draught,draught
61707,Exploiter of others given shelter by church,leech,leech
138344,Climber from Stanmore going down the tube,monstera,monstera
111409,A last drink for the head on retirement,nightcap,nightcap
22509,Smart singer,sting,sting
3821,"Sail out to support daughter, one in African capital",djibouti,djibouti
61419,Respite for swimmer boxing soldier,breather,breather
14165,Renew the case for old reversion of property,escheat,escheat
79495,Can't be taken in? There's no answer to that!,insoluble,insoluble
80164,Moved to be insincere,affected,affected
30722,A coalition party's current excuse for failure,alibi,alibi
50858,Less familiar route followed by park official,stranger,stranger
59738,Level binder,tier,tier
138320,"Quick butcher's got you turned around, say, and cut open",eyeglance,eye glance
123804,Solid block of cars,cylinder,cylinder
9517,Par hole by playing for curve,hyperbola,hyperbola
54487,Cut little city very hard,severely,severely
56082,Stands in for Jethro straight away,rostra,rostra
15340,Row about slip up in the inventory,terrier,terrier
54167,Entrance by party or style,doorway,doorway
92533,The way an attorney's team give way,standaside,stand aside
53188,Serviceman agrees about not losing heart,sergeant,sergeant
88878,Window as in Bond,casement,casement
51449,Clubs competing over three miles,league,league
53043,Inept in reply to a roving ambassador,plenipotentiary,plenipotentiary
39964,Account king gives to historian,chronicler,chronicler
91361,Public utility taking line from Scott books,waterworks,waterworks
14657,American city that has French artist but no Irish,reno,reno
135076,"""Cancel order"", said Greek character entering the Netherlands",disannul,disannul
141108,'Ohio Dylan' playing 'Tripping'?,onholiday,on holiday
123695,"Rogue ""repaired"" air con, trapping oxygen; there's little change ahead",picaroon,picaroon
71032,Welcome Zambia into capital root system,rhizome,rhizome
92092,Hanging around in amateur activity creates confusion,disarray,disarray
89404,Scheme for PLA,detailedplan,detailed plan
14423,South African leader has no end of blue material,smut,smut
103842,No lisp by upper class turns into a Greek letter,upsilon,upsilon
134015,Worry about extremely exploitative figure in capitalist system,freemarket,free market
12424,Eager to get some boned geese,onedge,on edge
129673,Host served up rubbish,tosh,tosh
136195,Advance notice making East trade with West,warning,warning
111324,Prospect following land clearance,opensea,open sea
9105,"Score from ""Concerto for Piano"" (Tchaikovsky)",notch,notch
77204,Help to raise issue?,oopsadaisy,oops a daisy
139920,"Victoria, say, welcoming almost everyone with posh greeting",salutation,salutation
31637,Greek mountain bones,ossa,ossa
81898,"Sit on the fence with dispute between neighbours, perhaps",hedgerow,hedgerow
91533,"Not concise from the outset - War and Peace, perhaps, a good example",epitome,epitome
66378,Men in game who are easily manipulated,pawns,pawns
53058,Recorder may accept this complicated test case,cassette,cassette
119174,"Philosopher from Yale, perhaps, foremost in empiricism",locke,locke
32384,Dealer caught by animal trainer,chandler,chandler
52358,"A contralto not keeping time, perhaps, in gummy passage?",rootcanal,root canal
7518,Piano music - a duet,pair,pair
97461,Depression with pounds lost in financially challenging time,sump,sump
33873,"Cardigan, say, almost stripped off",earl,earl
72508,Novice nurse employed by the infantry,tenderfoot,tenderfoot
113523,Organise crusade for an old vehicle,usedcar,used car
122101,Pipe of pipes,chanter,chanter
123519,"Dependent on charity, it makes Moseley yearn to be free",eleemosynary,eleemosynary
85653,Does it soil the cloth?,glebe,glebe
99514,Non-conformist's turn to point to return of the same animal,unorthodox,unorthodox
1824,Craftsman's prejudiced when penniless,artisan,artisan
58902,"With head back, beast has knocked out daughter - it's in danger from a bull!",bonechina,bone china
99474,Killer's mistake is to interrupt races,terrorist,terrorist
94930,Publicist wants sales-people brought up to succeed,prosper,prosper
52363,A nation's rousing piece of music,sonatina,sonatina
51148,Origin of this wild flower? Harris?,tweed,tweed
130799,State answer: awkwardly ask hosts,kansas,kansas
17115,Proposition from Mike after love-filled word of comfort,theorem,theorem
2255,Understood devil comes to a lawful end,implicit,implicit
39160,Mean to do home nursing?,intend,intend
114885,"Latest milk tooth, perhaps, was in front",newfangled,newfangled
131510,"Queen wearing bra, I suspect, among endless goods one's handled in a shop",carrierbag,carrier bag
41149,Gormless mountain dog,cairn,cairn
32290,Sweet delight in steamy bath?,turkish,turkish
120552,"Novel writer Verne dismissing western as ""profane""",irreverent,irreverent
96941,Cheerful end to negotiation after manoeuvring - an impossible treat?,freelunch,free lunch
101430,Funeral directors show definite promise,firmundertaking,firm undertaking
83358,Prayer for gold is working!,orison,orison
63407,Performance object one included in jazzy intro,rendition,rendition
93658,Old couple who wrote amusingly,twain,twain
23392,Security for sovereign overdue when in the pink,collateral,collateral
70673,Novelist and daughter joining the riff-raff,drabble,drabble
28416,"Picture frayed and old, showing a butterfly, for example",imago,imago
90952,Centre Point's fine old state,focal,focal
21156,Call to stop lying in new hoax,whoa,whoa
36789,"On the surface, some accommodation is empty",afloat,afloat
91928,Boats run in a smart fashion,trimarans,trimarans
132058,Third failing to be accepted by Brown here for annual award?,birthdaypresent,birthday present
58586,Bird won't finish - end of journey,terminus,terminus
57953,Swapped old coins and old coins,exchanged,exchanged
90783,"Grill US bread, admitting I'm not sure it's bread",pumpernickel,pumpernickel
138467,"Dead ends from copper, drug affair regressing",culsdesac,culs de sac
12942,Smooth French author gets certificate,sandpaper,sandpaper
15595,Container for spread,greenbelt,green belt
88851,Hinder bill backing French king,posterior,posterior
4535,Ill defined? Ill-defined a non-starter,ague,ague
21684,Quiet piece of cloth in tartan,placid,placid
60785,"Tried if car crash results in a death, relatively speaking",fratricide,fratricide
47528,Pool ideas of weather-beaten undergarment?,brainstorm,brainstorm
14845,Some politicians were definitely refuted,answered,answered
60042,Way of taking insulin - not in beer - for the more mature lady,bluerinse,blue rinse
46742,"Cream, mostly, and fan thereof, turning touchy",tactile,tactile
110603,Being dressed as a priest should pay dividends,investment,investment
81916,Musicians defining council tax?,band,band
89174,Wing contains copper? Not a word! It's useful to embroiderers,pincushion,pincushion
136367,"One who makes dim, daft subtractions",obscurantist,obscurantist
98546,Drive softly into tree in front of sovereign,willpower,willpower
123970,Perhaps contacts the French about nuclear antagonists,lenses,lenses
56015,Joiner caught in rain in play area,sandpit,sandpit
19520,"Holy man supporting Pope Romanus's cardinals, that is",priest,priest
111544,Former men's tennis champion could be feminine?,ashe,ashe
73228,Welsh ducks to boost market,sell,sell
32449,Polite chap goes to fish,genteel,genteel
138919,Capital briefly storing pretty vacant old documents,papyri,papyri
116962,"About treating one with dental caries, as provided by nursing home",residentialcare,residential care
141133,"Pirate out of place in part of ship, be honest",keepitreal,keep it real
32275,Nurse's profession drops a point,carer,carer
88525,Study in lodgings and say it's practical,breadandbutter,bread and butter
71542,"Mourn for George, King-Emperor, the night before",grieve,grieve
93649,"Like vegetable or fruit, not quite raw",peagreen,pea green
105184,"Breathe out, at evidence one has yet to expire?",heartbeat,heartbeat
56214,Lower Guardian's charges after declining,downwards,downwards
30115,"At six, boy rises to get some plonk",vinos,vinos
107424,Holyrood debtor once fiddling with Lady Barbie,abbeylaird,abbey laird
126288,Outer door for pupil with gall,oakapple,oak apple
14149,"Pay attention, or bend over",list,list
137773,Nuts to break up over European Community,pecans,pecans
131980,Supplies crew garlanding sea dog with noxious plants,mandrakes,mandrakes
11472,England footballer may go round with pride,lioness,lioness
18352,Generally where the seas are high,inthemain,in the main
90049,What a surprise! Half of that is fiction,myth,myth
70419,Grim judge impounds laptop,bleak,bleak
132657,A Loire variation on a flowering shrub,olearia,olearia
83478,Food additive in a box ruined meat,aspartame,aspartame
119778,Ancient Greek conflict involving sausages?,battleofsalamis,battle of salamis
67919,Very bad mimicry about to become tedious,appalling,appalling
122494,Do begin with change in condition - but breast is better,feedingbottle,feeding bottle
107497,Nuts in a restaurant?,outtolunch,out to lunch
91744,Dead small and born a fool,dweeb,dweeb
14246,Show of indifference to quiet floor covering,shrug,shrug
46455,Work history includes working with one before court and one inside,convict,convict
41055,Relatives given weapon with access code,password,password
127679,Dances in show done up the pole,hoedowns,hoedowns
92736,Question about stray barge,wherry,wherry
89802,Notorious gangster stole one,scarface,scarface
108579,Is hesitant when perplexed? Quite the contrary,antithesis,antithesis
89150,Talking aimlessly about one-yen-to-the-pound scam,moneylaundering,money laundering
31656,Run to make the five ten,double,double
122926,Happen to finish in the first three,takeplace,take place
57654,Ragged beard on a Scotsman - this one?,aberdonian,aberdonian
42750,Elvis's joint position of authority,kingship,kingship
126536,"Composing a nice tune, say?",enunciate,enunciate
110668,"Avant garde type from south-east county, mostly associated with top people",surrealist,surrealist
35907,Splendid meal abandoned by prince,super,super
107717,Blows up princess's guards,distends,distends
92385,"(b) dry, just about - start of day",secondly,secondly
125985,Fawns walk in confined area,crawlspace,crawl space
17065,Time in reverse is hard to deal with,epoch,epoch
53338,Taxing time when Ford loses leadership at fifty,april,april
103219,Perhaps star in parliament holds a presentation,bestowal,bestowal
25195,"Punishment for a murderer, say",cane,cane
95235,Here is some advert I got for dizziness,vertigo,vertigo
63619,Au fait with top Newcastle United form?,tunedin,tuned in
99933,Carry on praying aloud for this arty type?,culturevulture,culture vulture
74028,Born with kneecap missing,nee,nee
86139,"Old boy in house, or one sleeping rough?",hobo,hobo
89253,"Change reversed, having shaved my dog",fido,fido
57456,"Pleasing to man, new town",leamingtonspa,leamington spa
50017,Blue (Conservative) characters bid as little as possible,oneclub,one club
95907,"To get a drink change a quid, one the Revenue returned",daiquiri,daiquiri
131051,Popular edition getting everything topsy-turvy,inversion,inversion
72985,"Jazz legend's hit with ""Apple Girl""",grappelli,grappelli
138178,Corresponding with one of the family,relative,relative
25311,"Fudge-coated voices, premier of choirs is sweet",butterscotch,butterscotch
84906,Don't forget about raise!,recollect,recollect
62390,I get away with directions to skip,escaper,escaper
117470,"Composer starts losing tempo, say, gutted",debussy,debussy
38040,Holy place where painters go for 'oney?,ives,ives
84237,Forgot the lines in production,driedup,dried up
72550,"Have to, when defining frenzy in elephants",must,must
103636,Row of architectural features getting characteristic reaction,domestic,domestic
16286,"Man possibly lives, if removed from life",isle,isle
135331,Difficult taking wrench into work,prickly,prickly
46309,Model to come out displaying fabric,tissue,tissue
56236,On Wren moved to find fame,renown,renown
96191,Old mathematician's story on witchcraft not beginning to be written up,fibonacci,fibonacci
119747,"With some enthusiasm, front and back to glue in antique",eagerly,eagerly
85385,"Server missing one with pool, playing game",waterpolo,water polo
11343,"Man, one police trace finally - wanted for killing",regicide,regicide
70629,Peru deals in Scotch - is made to pay for it,penalised,penalised
120771,What the smart admirer presses,suit,suit
38212,Music paper accompanying magazine,ragtime,ragtime
129326,Alarming disclosure of beauty,bombshell,bombshell
82779,One's home in the Kent area's good for gardening,spade,spade
134163,Left back to dwell on the ball? It's up in the air,tropopause,tropopause
90705,FA cross with U-turn that's a gas,xenon,xenon
142197,Almost stop ruler after game?,stalking,stalking
49994,Tablet halved: centre is deadly,lethal,lethal
62788,Wept for one held in popular respect,cried,cried
14784,"It's here or there, perhaps",three,three
106658,Two hundred and one in protest bound by the dozen,duodecimo,duodecimo
90412,Grief soundly finished by lunch?,mourning,mourning
125975,Dope grasps reading mother tongue,german,german
121279,Golden match during interval,fiftieth,fiftieth
29363,Pa wants nose doubly reshaped? Time for much criticism,openseason,open season
20534,Mother strangely sweet on famous film-star,maewest,mae west
12160,"Water god, leading American writer",thoreau,thoreau
2437,Fight blows up,spar,spar
141139,Playwright once releasing book to be grabbed by males ready for casting?,molten,molten
54550,"Following hostilities, struggle after job",postwar,post war
2425,Used for cleaning toilet with regular application of Flash,loofah,loofah
76633,Turn down improper proposal,pass,pass
51437,Fruit punch included black stuff,graphite,graphite
19655,Reconstructed source of Aztec or Inca instrument,ocarina,ocarina
116472,Mistresses take action to hold back desire,stepneys,stepneys
94918,Chamberlain remains in place of Europe in America,nashville,nashville
6208,"In effect, I turn out to be capable",efficient,efficient
92004,Keep cutting image that's artificial,plastic,plastic
25731,"With no scruples, nose goes over line",amoral,amoral
103972,Playwright hit on the head has hard heart,behan,behan
105281,Capable of two thirds output? That's dodgy,upto,up to
133855,Small firm supports unoriginal types,copiers,copiers
11206,"Near Eastern front, money held by Southern general",levantine,levantine
93744,Place of refreshment for Great Dane off the leash,teagarden,tea garden
97312,"Vacillate, as do sirocco and mistral",blowhotandcold,blow hot and cold
103011,Walker might precede it with impertinence in Tube,artgallery,art gallery
45531,Set aside public place for ashes,overturn,overturn
85493,Diplomat having bad year without girl,emissary,emissary
90542,Spooner's fodder put through the mill for dog,greyhound,greyhound
99431,Sphinx to cough up test that's hard,hawkmoth,hawk moth
12060,Dedicated a Sterne novel,earnest,earnest
66242,Some tie and diehard,oldschool,old school
138947,"Fit to consume wine, Teddy gets lots of encouragement",wellsupported,well supported
36889,Almost everyone preparing to fight - that's scary,alarming,alarming
10228,Ink pattern close to Peppermint Patty's outline missing circles,tattoo,tattoo
88761,G?,midnight,midnight
104568,Grass skirts twirling girl prepared,readied,readied
83313,"""Shut up"", as voiced in Afghanistan",pushtu,pushtu
100603,"Turned up in badly made trousers, Earl?",retrousse,retrousse
53067,Old outfit in Genesis,origin,origin
10504,Buzzword for one thing that bosses and workers all are,human,human
64822,Dutch uncle so inclined to offer it,counsel,counsel
24683,Steward takes lithium to relax,relieve,relieve
135855,"Garment cherished, exactly fitting I see",petticoat,petticoat
5300,Undesirable development with us needing to leave the queue,breadline,breadline
61249,Rising star of the county,avon,avon
47256,How to walk the first slope?,tramp,tramp
110067,Grandma is held for a month in Israel,nisan,nisan
112590,Mere list one's pocketed,pooltable,pool table
96300,Crazy family that could lead to one's downfall,bananaskin,banana skin
87484,Might the military patrol this area in crotchless pants?,noflyzone,no fly zone
58834,"Actor writing article on Spain, perhaps",thespian,thespian
19152,Insult by leaving a tip,offend,offend
75092,Voices to measure up on Sunday,emits,emits
128889,"Much improved, so enjoying greater popularity",morelikeit,more like it
24327,Robin Hood's favourite sweets?,tuck,tuck
130455,Pay almost anything to enter competition,coughup,cough up
35246,Number's up - Roger's gripped with apprehension,nerves,nerves
92411,Clump of trees pruned by police,cops,cops
38656,A new party shed clothes charity,handout,handout
33041,Pack short underwear that's wild,rampant,rampant
3656,Fruit shortage crab turns nasty about,blackcurrants,blackcurrants
10668,"Landlord in London, perhaps, found after a full",capitalletter,capital letter
76317,Nouns are irregular? Nonsense!,unreason,unreason
132437,Place that could support life peer - chose differently,ecosphere,ecosphere
56826,Leader for clique giving private audience,headset,headset
99136,High-flyer starts a fight in frolic,larkabout,lark about
39905,Like holding flash book,amos,amos
120447,Steady current's drawn tide away,tradewind,trade wind
2999,Operating properly as a monk,inorder,in order
141935,"In general, possibly it might absorb kids in lockdown",elearning,e learning
87998,Idiot - to get tight and then dance,screwball,screwball
45744,Musician having time off with head of enclosed order,organise,organise
117412,Eventual return of online expert in good health,netprofit,net profit
97794,Dangerous place for women alone?,nomansland,no mans land
100640,"Cricket side, given nothing but boundaries, searching for contact lenses?",onallfours,on all fours
4541,Fever is universal in advancing years,ague,ague
41980,Kingsley & Son put together wrongly,amiss,amiss
62819,"Dull news, including nothing on Alcatraz, say",dungeon,dungeon
136858,Fish in passage you and I must catch,walleye,walleye
111820,Sound of fire in centre of nuclear storage facility admitted,crackle,crackle
141535,Do exceptionally well in cutting a Victorian adventure novel,shine,shine
85855,A pack animal?,wolf,wolf
139689,Gave notice about guard coming up short,awarded,awarded
76984,"A guitar in care of a singer, formerly",castrato,castrato
53671,Cops - insert rank,inspectors,inspectors
72830,Provide for support with grub,caterpillar,caterpillar
112275,"Poet who died at Florence - from England, originally",landor,landor
13922,Cheerless accommodation booked by Dickens,bleakhouse,bleak house
131792,Isn't a fashion having ringmaster in Dolce & Gabbana?,italians,italians
19974,Encourages nits in the kitchen?,eggslice,eggslice
9434,One who has to hum and haw?,haver,haver
128882,Badgering military alliance to upgrade base,onat,on at
134912,"Pocket for everyone in Eastbourne, say, in retirement",trouser,trouser
83009,"Vessel taking lettuce, they say, to and from Kos?",mailboat,mail boat
73327,Capital account? The accountant's about right,accra,accra
7770,"Use more force, we 'ear, or it'll get cooled",ardour,ardour
130839,Got your own back?,redeemed,redeemed
22249,Promised to be busy,engaged,engaged
95804,Dispense with lifted script in tests,exams,exams
67492,"Slob in bar, knocking it back?",boozeup,booze up
4212,A small piece of land has a tenant,islet,islet
115383,In this one is right behind someone with a private hobby,closepursuit,close pursuit
9436,"A chemist, perhaps, could start following arrangement",schematic,schematic
18550,It gives no grounds for certain fees being changed,coffeestrainer,coffee strainer
80828,French government with a Liberal left in charge,gallic,gallic
118600,United cell is ready for insertion into broken toe,isogamete,isogamete
81875,Footballer's gesture to one playing badly,beckham,beckham
72137,A gong is an establishment expression of respect,obeisance,obeisance
92746,Hurried up with the cross somewhere in church?,narthex,narthex
88917,Ribald character last seen cavorting with a trio of females,falstaff,falstaff
115679,County female finished on top,donegal,donegal
99350,Delightful fruit tree almost in bloom,sweetpea,sweet pea
120830,Yard chase forged money,readycash,ready cash
140858,"Regarding Harcourt and Sheeran, say, as clarinet and saxophone?",reeded,reeded
96456,Purchase holdall,grip,grip
74344,Criminal tie with sins relating to any of five popes,sistine,sistine
30097,City given half the capital for material,nylon,nylon
53528,Get together and tuck in,gather,gather
8725,Tory leader's fury fades after misfortunes,tragedies,tragedies
4524,Cavalry getting thin time on recall,troop,troop
24842,"Grow a number in running water, then cut",develop,develop
51709,Assorted old sea birds,divers,divers
70118,Inferior ground,base,base
20825,Contradict unknown understudy?,deny,deny
3494,Germany's European record is extreme,deep,deep
102923,Income Boswell derived from dried apricots,mebos,mebos
89027,Palace beaten in a foul fixture,fontainebleau,fontainebleau
83293,How prices are displayed by pub laws,barcode,bar code
43803,Dealing with dire warnings about Spain,answering,answering
44352,Approved by the head,nodded,nodded
85298,Curse God when badly afflicted,scourged,scourged
2688,What sounds like region down below barrier,groyne,groyne
77455,Bread given by mine host voluntarily,pitta,pitta
65438,Endearing syrup?,grenadine,grenadine
14353,Greek character comes up in time to get the joke,humour,humour
91778,Champ artist,munch,munch
98819,Sovereign wearing Catherine's skirt,kilt,kilt
32379,Rides here just run on shore,fairground,fairground
83628,Any item used as a source of pleasure,amenity,amenity
5929,Dubious tree doctor in faint,remote,remote
27090,In between being sentimental and pretty,twee,twee
61641,Mark returns to school,eton,eton
74138,Some harbour dues with which Indians are conversant,urdu,urdu
49133,"Starts to corner in reverse, copper goes to second round junction",circus,circus
22296,An eminent figure in the history of the postal service,hill,hill
54218,Where sweethearts fell most violently at sea...,inlove,in love
25418,"Rover, in search of pleasure, takes false silver back and forth",gadabout,gadabout
83129,Dancing line seen in South America repeatedly,salsa,salsa
37032,Animal in a shopping centre turned round,llama,llama
53898,One Bee Gee's heart of gold,auric,auric
135721,Turned up to collar doctor,ambrose,ambrose
80153,Expect number and letter on the phone?,foresee,foresee
140505,Caution entering covers of egregious texts,ebooks,e books
45895,One of a group knocked down in an alley,ninepin,ninepin
22389,"Those spotted behind bushes, office heads in women's clothing",bodice,bodice
56405,A champion paper,guardian,guardian
74324,Crossword clue with holes in it?,riddle,riddle
69974,Means of fighting an order in London,weapon,weapon
91028,Play with bad lad behind sauna,anidealhusband,an ideal husband
101297,Old cars go here for service,ministry,ministry
129403,"State in introduction to match: ""team wearing green""",mexico,mexico
4772,Reveller half cut on drugs,user,user
106473,Dictator's rung for location of gulags,steppe,steppe
134580,Serious complaint in relation to left,grandmal,grand mal
17971,Writer with lead part in sketch,pencil,pencil
4306,Remove covering as before,erase,erase
133363,"Second liaison featuring, at last, one cheap thrill",ticklepink,tickle pink
122378,Prince Philip supporting soldier or old sailor,privateersman,privateersman
73099,"Almost barking, dog's first to break cover",bandana,bandana
135032,"Deity above celebrated with poems, not half",sungod,sun god
123551,"Famous bell, swapping E for A and G first thing?",bigbang,big bang
74863,Her grace may be celebrated,duchess,duchess
52283,Time for cover up about a cock-up on the Embankment,thamesside,thames side
79379,Indian music on mule for urchin,ragamuffin,ragamuffin
117916,Incidents where git punches crusty things behind back of cafe,episodes,episodes
102550,Actress initially motivated woman to get thin and wealthy,marlenedietrich,marlene dietrich
5823,Put up and soundly knock down,raise,raise
116177,Admitted being deceived?,takenin,taken in
94915,Cooler manner shown by Secretary of State running into Queen,airconditioner,air conditioner
51840,Repeat rides around temporary dwellings,piedaaterre,pieda a terre
45481,"What's offered with litre in hacienda, possibly?",enchilada,enchilada
2371,Type of ring to give a friend?,opal,opal
15156,"Perk up, dad - face life's later years!",appanage,appanage
121126,Scruffy dog follows student's charity procession,ragtag,ragtag
38834,Spirit in the prophet Hosea,ethos,ethos
124974,Source of apple juice with high priority,asap,asap
87416,Hum of large number engaged in trade,smell,smell
134243,Monarch inviting all into the bedroom for sport,biking,biking
46173,Basic principles that forecaster studies,elements,elements
112188,Ring doctor's surgery for treatment,eyedrop,eye drop
11610,Moor in Venetian chorus,anchor,anchor
1443,Tiny turned inlay that may have to be made up,leeway,leeway
93385,Drinks round the office for the followers,apostles,apostles
26816,Lack money to enter the Order of Rechabites ...,abstinence,abstinence
8427,"Sign by restricted area, advice to those in rehab?",keepoffthegrass,keep off the grass
60902,Red athlete can produce vegetable,scarletrunner,scarlet runner
33598,King holds saint to be a lawbreaker,rustler,rustler
665,Idle girl going round giving choice to consumers,lazysusan,lazy susan
117332,Go back into tent with dairy product,yogurt,yogurt
76965,Priest books writer,eliot,eliot
116997,Star ties knots for entertainers,artistes,artistes
28614,Observation post initially set in place on the other side,opposition,opposition
90089,Log that has been cut,record,record
34666,Herald supporting petition,proclaim,proclaim
20371,Tense construction worker set off,trigger,trigger
107038,Take on inspiring role in puzzle,bemuse,bemuse
15969,"The time when Lancelot, say, lost his head",night,night
35020,A cleaner fuel that draws well,charcoal,charcoal
64890,The young director,schoolteacher,schoolteacher
34065,A dilapidated lodge is ancient,ageold,ageold
10583,A jewel of which the opening may develop an itch ...,jacinth,jacinth
55365,"Change to another option, showing intelligence in school",switch,switch
80838,A builder in the yard,shipwright,shipwright
9954,Fashionable second aerial?,modish,modish
18789,"Duck died, strangled by old magistrate",dodge,dodge
30499,"Soft bread, when legal",tender,tender
27367,"Good porridge rejected, if US version",grits,grits
110202,Bear has something to go through backwards,pooh,pooh
90701,Bunk where youth has solitary confinement,boloney,boloney
96471,Stealing a church feature left out is risking failure,takingachance,taking a chance
105604,Express one's displeasure at the same error,booboo,boo boo
139130,Boozer allowed yard plugs?,publicity,publicity
122476,Players act out of strange fascination,sinfonia,sinfonia
18182,Bad temper about catastrophe,doom,doom
51082,Fish from the c-centre,chub,chub
57641,Swift traveller,gulliver,gulliver
43859,Set out incense back to front,range,range
122116,Hesitation before one crucified Italian,umbrian,umbrian
12981,Aviator lacking a single chart,plot,plot
43645,One up late for nearly the first time,nightbird,nightbird
126631,English innocent has nothing on in the shade in Africa,nilegreen,nile green
85815,Somehow secures top wages,prosecutes,prosecutes
113207,"In revolutionary movement, discordant about Trotsky's end",gyrating,gyrating
4822,Relation of resort in France over Spain,niece,niece
46319,Front of tabloid magazine's web,tissue,tissue
43806,Left dog around one living in new country,settler,settler
43231,Father's relative has his name in stone,agnate,agnate
30747,Cruise along the seafront,coast,coast
87766,Marriage turns very cool in gardens,wedlock,wedlock
57222,Initiating a breach,opening,opening
96720,Soaks approaching Arab with a serious drink problem,dipsomania,dipsomania
3030,"Giant bird, one with green tail",titan,titan
20972,Open country without milk,plain,plain
47444,A private lubrication to rub in up the wrong way,poilu,poilu
49403,"King exposed, hence disorderly flight",rout,rout
120961,Favours mates found on websites,espouses,espouses
8713,Support provided bysettler,trestle,trestle
5170,"A horse, say, or other cause of trouble",aggro,aggro
136676,"Touring Kuala Lumpur, going easy on bubbly",sparkling,sparkling
12400,"Do better than worried tutors, including arts master",outsmart,outsmart
102018,Cut fleece to make garment,trenchcoat,trench coat
63441,Is woman allowed into bar?,cantina,cantina
45951,Drug ring detective follows with some hesitation,opium,opium
28666,"Spider, say ? preserve one sort",saltigrade,saltigrade
27904,Portion of asparagus revolts pet,sugar,sugar
33707,Aversion to competitive sport?,racehatred,race hatred
22637,The Guardian writers mostly set without expectation,suspense,suspense
95954,Containers of liquid hopefully sound,kettledrum,kettledrum
110735,"Thus Vince embraces one, being friendly",sociable,sociable
63016,Poetic section's specialised language adding nothing,canto,canto
108470,Little fastener for unruly wig left down by tree,weepingwillow,weeping willow
7878,Comfort needed when you and me revoltingly grow old,assuage,assuage
105862,Scared to turn deaf ear,afeared,afeared
28644,A flyer cut short by drink,bitter,bitter
96673,Agreeable question,whynot,why not
107415,Cox perhaps showing early disobedience?,eatingapple,eating apple
724,One of the Windsors in difficulty,knot,knot
22599,Part of flower that's right in wrong place,carpel,carpel
33294,Bad story related to shellfish,nautili,nautili
7225,Game without kids (in bed?) is engaging relations,spillikins,spillikins
124366,Small bowlers for long-haul travellers?,spacemen,spacemen
30170,Blue and not feeling well,offcolour,off colour
57100,Beyond the scope of a plumber,fathomless,fathomless
9548,Spooner's activity of many prior to marriage,dalliance,dalliance
31465,"Heartless Moslem returns, clutching youngster in erotic fantasy",incubus,incubus
44663,City where Oliver wanted this curry first,baltimore,baltimore
71200,Mellor finally enters taxi - what a sour-tempered person!,crab,crab
37071,"Orange, brown and green iodine compound",tangerine,tangerine
47504,Distinctly not parts of Blue Peter?,blur,blur
88429,Round number entry - retire for night?,globed,globed
93545,Crab swallowing crushed gold does more than tap,clogdancer,clog dancer
24445,Letter of Swiss mountain hectares,alpha,alpha
109007,"Lecher afoot, ogling skirts, getting up to overstep the mark",gotoofar,go too far
53742,Clash with stoic could be academic,scholastic,scholastic
65209,A defective concept after what happened later on?,eventide,eventide
101408,Round trip?,circulartour,circular tour
65872,Games room,play,play
94643,Hit number,score,score
11816,Peculiar character of gold removed from the Lights,aura,aura
40280,Leaders in Brighton and Hove Albion alarm shambolic Palace,alhambra,alhambra
50427,I grope in jumble for a dressinggown,peignoir,peignoir
47551,Hint about everybody round the formicary,anthill,ant hill
15354,Horseman's qualification,rider,rider
71228,Violent gale causing trouble to sailors up front,tornado,tornado
11620,An unfinished assignment as a mainstay,anchor,anchor
115268,Stores can provide the roots of trees,ancestors,ancestors
90342,"Making noise, soak to absorb bread",sonant,sonant
130939,Cover for the flight may also include landing,staircarpet,stair carpet
106230,Money back due to substance in milk product,rennet,rennet
118001,Norma Jean almost got through African capital,monrovia,monrovia
113842,Party with fury rejected an African,liberian,liberian
4657,Game for some drunken flirting?,tiddlywinks,tiddlywinks
42265,Admiral's strong grasp,nelson,nelson
51381,Palace establishment ordered to release various stats,blenheim,blenheim
139239,Last piece of music recorded twice by a UN secretary-general?,outro,outro
880,"Novel, article and story",recital,recital
15343,Dog-soldier,terrier,terrier
96419,Insect let out another,beetle,beetle
50644,"Memorial film on canines, for example",plaque,plaque
47762,One would have the Sun going round the Earth,soil,soil
100097,Players of music initially assembled?,deejays,deejays
99351,Step unsteadily over tiny adult plant,sweetpea,sweet pea
77181,Instrument in African music providing sustenance in Sicily,ravioli,ravioli
92140,Spotlit woman with a lot behind her?,broadinthebeam,broad in the beam
52568,"Almost stylish, certainly not in favour of wine",chianti,chianti
71238,City game to lift boycott,urban,urban
128421,"On this day, man cooked",fried,fried
67711,O! Can Eva use ingredients like oats?,ayenaceous,ayenaceous
9649,Initially reduced a lot in adult? Very little,miniature,miniature
